name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-08-30-09-04,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,1,4,Private,2021-08-30-09-17,1,0,1,1,0,1,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-08-30-10-00,,,,,,,6,0,,,,,,
AIIMS Main Delhi,38,26,12,Central Government,2021-08-30-10-02,,,,,,,4,8,133,92,41,,,
"AIIMS, Trauma Delhi",21,0,21,Central Government,2021-08-30-16-31,,,,21,0,21,,,,,,21,0,21
"Akash Healthcare, Dwarka",20,5,15,Private,2021-08-30-17-11,5,4,1,7,5,2,0,16,44,31,13,2,1,1
Alshifa Hospital,18,0,18,Private,2021-08-30-09-40,6,0,6,8,0,8,9,0,14,4,10,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-08-31-05-29,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-08-30-07-56,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,1,9,Private,2021-08-30-08-07,3,0,3,3,0,3,1,23,5,1,4,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-08-30-10-16,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-08-30-10-42,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-08-30-13-46,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-08-30-10-42,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-08-31-01-01,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-08-30-19-31,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-08-29-10-43,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-08-30-09-35,,,,14,0,14,4,12,8,7,1,14,0,14
Base Hospital Delhi Cantt,500,3,497,Central Government,2021-08-30-09-08,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,2,48,Private,2021-08-30-10-38,9,2,7,11,2,9,0,23,99,49,50,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-08-30-07-35,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-08-30-10-56,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,0,9,Private,2021-08-30-18-08,2,0,2,3,0,3,2,13,7,5,2,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,0,10,Private,2021-08-30-14-55,2,0,2,3,0,3,0,10,17,12,5,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,1,13,Private,2021-08-30-08-21,1,1,0,1,1,0,6,12,5,0,5,,,
Bimla Devi Hospital,10,0,10,Private,2021-08-30-11-22,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,11,36,Private,2021-08-30-11-17,9,4,5,12,4,8,1,0,106,106,0,3,0,3
"Brahm Shakti Hospital, Budh Vihar",31,0,31,Private,2021-08-30-10-04,1,0,1,1,0,1,2,12,3,2,1,,,
Burari Hospital,600,0,600,Delhi Government,2021-08-30-10-07,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-08-31-01-49,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-08-30-13-42,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-08-31-00-19,,,,2,0,2,0,4,6,3,3,2,0,2
"Cygnus MLS, Rama Vihar",9,1,8,Private,2021-08-30-17-23,1,0,1,1,0,1,75,0,15,6,9,,,
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-08-30-17-27,,,,1,0,1,0,17,18,12,6,1,0,1
Deen Dayal Upadhyay hospital,50,1,49,Delhi Government,2021-08-30-16-26,,,,,,,5,22,61,61,0,,,
Deep Chand Bandhu,50,1,49,Delhi Government,2021-08-30-09-09,,,,,,,3,15,10,7,3,,,
Delhi global hospital,3,0,3,Private,2021-08-30-09-17,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,2,8,Private,2021-08-30-11-09,1,1,0,2,2,0,3,0,37,23,14,1,1,0
Delhi multi speciality hospital,2,0,2,Private,2021-08-30-11-15,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,3,17,Private,2021-08-30-18-03,,,,5,1,4,1,8,21,20,1,5,1,4
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-08-30-10-24,4,0,4,5,0,5,3,16,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,0,10,Private,2021-08-30-12-01,,,,8,0,8,,,25,0,25,8,0,8
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",15,0,15,Private,2021-08-30-07-52,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,2,48,Delhi Government,2021-08-30-12-47,,,,12,2,10,4,0,19,12,7,12,2,10
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-08-30-09-31,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-08-30-09-47,,,,,,,2,18,,,,,,
East Delhi Medical Centre Mansarover Park,5,0,5,Private,2021-08-30-11-13,,,,,,,1,20,5,5,0,,,
ESIC Hospital Jhilmil,20,0,20,Central Government,2021-08-30-09-49,5,0,5,5,0,5,12,1,5,5,0,,,
ESIC hospital Okhla,22,0,22,Central Government,2021-08-30-09-55,,,,2,0,2,15,0,15,5,10,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,2,29,Private,2021-08-30-16-09,5,0,5,8,0,8,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",26,0,26,Private,2021-08-30-09-22,4,0,4,6,0,6,5,23,72,67,5,2,0,2
"Fortis SS Hospital, Vasant Kunj",64,1,63,Private,2021-08-31-00-11,18,1,17,22,1,21,2,23,33,30,3,4,0,4
"Gandhi Nursing Home, Uttam Nagar",6,0,6,Private,2021-08-30-00-47,1,0,1,2,0,2,1,12,15,0,15,1,0,1
"Garg Hospital, Karkardooma",5,0,5,Private,2021-08-30-16-04,,,,,,,7,0,4,2,2,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",20,0,20,Private,2021-08-30-10-28,4,0,4,4,0,4,1,23,10,4,6,,,
"Goyal Hospital, Paschim Vihar",5,1,4,Private,2021-08-30-17-50,,,,,,,0,12,,,,,,
GTB Hospital,450,13,437,Delhi Government,2021-08-30-08-30,,,,50,2,48,4,23,45,45,0,50,2,48
