name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-02-22-09-13,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-02-23-10-37,1,0,1,1,0,1,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-02-23-08-45,,,,,,,6,0,,,,,,
"AIIMS, Trauma Delhi",11,0,11,Central Government,2021-02-24-00-44,,,,11,0,11,,,,,,11,0,11
"Akash Healthcare, Dwarka",20,0,20,Private,2021-02-23-09-06,5,0,5,7,0,7,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-02-23-12-00,6,0,6,8,0,8,4,0,14,5,9,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-02-23-12-16,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-02-23-14-15,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-02-23-10-32,3,0,3,3,0,3,1,23,5,5,0,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-02-23-09-38,4,0,4,4,0,4,1,0,,,,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,9,0,9,Private,2021-02-23-09-48,,,,,,,1,20,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-02-23-09-49,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-02-23-12-12,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-02-18-11-11,,,,,,,,,,,,,,
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-02-23-09-38,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-02-23-10-21,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-02-23-09-48,,,,14,0,14,5,12,8,8,0,14,0,14
Base Hospital Delhi Cantt,44,1,43,Central Government,2021-02-23-13-10,,,,10,0,10,2,12,,,,10,0,10
Batra Hospital,50,0,50,Private,2021-02-23-09-39,9,0,9,11,0,11,0,23,99,51,48,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-02-23-10-14,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,28,1,27,Private,2021-02-23-12-13,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,0,9,Private,2021-02-23-16-04,2,0,2,3,0,3,2,15,7,5,2,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,0,10,Private,2021-02-23-09-26,2,0,2,3,0,3,0,10,17,14,3,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-02-23-09-18,1,0,1,1,0,1,6,12,5,0,5,,,
Bimla Devi Hospital,10,0,10,Private,2021-02-23-08-49,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,0,47,Private,2021-02-23-07-39,9,0,9,12,0,12,1,0,150,143,7,3,0,3
"Brahm Shakti Hospital, Budh Vihar",9,0,9,Private,2021-02-23-10-39,,,,1,0,1,3,0,13,5,8,1,0,1
Burari Hospital,800,0,800,Delhi Government,2021-02-23-11-13,145,0,145,195,0,195,7,12,,,,50,0,50
C M PATEL HOSPITAL,3,0,3,Private,2021-02-23-01-23,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-02-23-15-04,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-02-24-00-21,,,,2,0,2,0,4,6,3,3,2,0,2
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-02-23-17-19,,,,1,0,1,0,17,18,12,6,1,0,1
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-02-23-15-42,,,,,,,5,18,61,61,0,,,
Deep Chand Bandhu,50,0,50,Delhi Government,2021-02-23-10-47,,,,,,,3,15,10,7,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,0,10,Private,2021-02-23-10-34,1,0,1,2,0,2,1,12,37,28,9,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-02-23-14-51,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,0,20,Private,2021-02-24-00-12,,,,5,0,5,,,21,0,21,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-02-23-10-58,4,0,4,5,0,5,3,16,5,0,5,1,0,1
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",15,0,15,Private,2021-02-23-10-17,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,0,50,Delhi Government,2021-02-23-10-45,,,,12,0,12,4,0,19,12,7,12,0,12
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-02-23-08-23,,,,1,0,1,1,0,,,,1,0,1
East Delhi Medical Centre Mansarover Park,5,0,5,Private,2021-02-23-11-43,,,,,,,,,4,0,4,,,
ESIC Hospital Jhilmil,20,0,20,Central Government,2021-02-23-09-50,5,0,5,5,0,5,12,7,5,5,0,,,
ESIC hospital Okhla,20,0,20,Central Government,2021-02-23-09-18,,,,2,0,2,8,0,10,7,3,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,0,31,Private,2021-02-23-16-42,5,0,5,8,0,8,2,3,16,12,4,3,0,3
"Fortis Hospital, Shalimar Bagh",26,0,26,Private,2021-02-23-09-39,4,0,4,6,0,6,4,23,72,66,6,2,0,2
