name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,25,0,25,Private,2021-07-26-08-46,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,40,0,40,Private,2021-07-26-17-25,8,0,8,2,0,2,10,0,10,,,2,2,0
Ace Hospital,30,0,30,Private,2021-07-26-11-52,4,0,4,,,,4,0,4,,,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-07-26-15-55,,,,5,0,5,5,0,5,10,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-07-26-11-03,,,,,,,,,,7,0,,,
AIIMS Jhajjar,400,12,388,Central Government,2021-07-26-16-40,,,,100,12,88,100,12,88,0,23,,,
AIIMS Main Delhi,13,0,13,Central Government,2021-07-26-16-37,,,,,,,,,,2,19,92,74,18
"AIIMS, Trauma Delhi",294,28,266,Central Government,2021-07-26-16-35,,,,71,15,56,71,15,56,,,,,
"Akash Healthcare, Dwarka",60,0,60,Private,2021-07-26-13-55,30,0,30,10,0,10,40,0,40,0,16,28,0,28
All India Institute of Ayurveda,47,0,47, ,2021-07-26-11-24,,,,,,,,,,7,0,,,
Alshifa Hospital,20,0,20,Private,2021-07-26-10-33,5,0,5,4,0,4,9,0,9,12,0,10,5,5
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-26-16-41,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-07-26-16-59,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-07-26-15-19,3,0,3,2,0,2,5,0,5,1,23,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-07-26-10-13,4,0,4,,,,4,0,4,1,2,,,
Ardent Ganpati,31,0,31,Private,2021-07-26-17-11,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-07-26-09-01,5,0,5,,,,5,0,5,0,6,,,
Arogya Hospital,6,0,6,Private,2021-07-26-13-28,6,0,6,,,,6,0,6,0,23,4,2,2
Arya Hospital,24,0,24,Private,2021-07-26-12-11,8,0,8,2,0,2,10,0,10,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-07-26-11-17,2,0,2,,,,2,0,2,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-07-26-11-16,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-07-26-10-39,,,,,,,,,,2,18,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-07-26-10-02,18,0,18,2,0,2,20,0,20,0,23,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-07-26-13-41,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-07-26-08-20,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-07-26-09-00,9,0,9,1,0,1,10,0,10,0,7,1,0,1
Bara Hindurao Hospital,250,5,245,Central Government,2021-07-26-09-57,,,,10,1,9,10,1,9,6,0,4,3,1
Base Hospital Delhi Cantt,500,24,476,Central Government,2021-07-26-07-23,,,,50,4,46,50,4,46,2,12,,,
Batra Hospital,300,0,300,Private,2021-07-26-09-32,18,0,18,15,0,15,33,0,33,0,23,12,12,0
"Bensups Hospital, Dwarka",30,0,30,Private,2021-07-26-12-40,12,0,12,3,0,3,15,0,15,5,10,,,
BH SALVAS HOSPITAL,10,0,10,Private,2021-07-26-09-20,2,0,2,1,0,1,3,0,3,0,20,10,0,10
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-07-26-09-12,13,0,13,2,0,2,15,0,15,0,10,,,
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-07-26-17-19,1,0,1,,,,1,0,1,6,12,5,3,2
Bimla Devi Hospital,10,0,10,Private,2021-07-26-09-08,,,,,,,,,,4,0,6,0,6
"BLK Hospital, Pusa Road",140,2,138,Private,2021-07-26-13-30,21,2,19,7,0,7,28,2,26,5,0,90,88,2
"Brahm Shakti Hospital, Budh Vihar",30,0,30,Private,2021-07-26-11-33,2,0,2,1,0,1,3,0,3,1,12,10,8,2
Burari Hospital,300,1,299,Delhi Government,2021-07-26-15-26,70,1,69,30,0,30,100,1,99,7,12,,,
C M PATEL HOSPITAL,15,0,15,Private,2021-07-26-10-28,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,7,0,,,
CBR Hospital,25,10,15,Private,2021-07-26-11-42,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-07-26-17-26,5,0,5,1,0,1,6,0,6,1,20,3,0,3
Central Hospital,16,0,16,Private,2021-07-26-16-48,,,,4,0,4,4,0,4,0,3,4,4,0
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-07-26-08-19,,,,,,,,,,27,13,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,5,591,Delhi Government,2021-07-26-09-08,,,,,,,,,,2,20,,,
covid care center-Sultanpuri,1200,0,1200,Delhi Government,2021-07-26-09-47,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,3,47,Delhi Government,2021-07-26-10-01,,,,,,,,,,5,23,,,
Covid Care Center Narela,50,0,50,Delhi Government,2021-07-26-07-34,,,,,,,,,,,,,,
"Cygnus MLS, Rama Vihar",27,0,27,Private,2021-07-26-09-45,,,,5,0,5,5,0,5,3,3,19,4,15
"Cygnus Sonia Hospital, Nangloi",21,0,21,Private,2021-07-26-17-22,4,0,4,1,0,1,5,0,5,0,17,18,5,13
Deen Dayal Upadhyay hospital,100,6,94,Delhi Government,2021-07-26-16-50,,,,25,5,20,25,5,20,1,4,43,0,43
Deep Chand Bandhu,100,2,98,Delhi Government,2021-07-26-16-41,5,0,5,20,0,20,25,0,25,3,14,10,2,8
Delhi global hospital,3,0,3,Private,2021-07-26-09-32,3,0,3,,,,3,0,3,1,23,4,1,3
Delhi Golden Hospital,15,0,15,Private,2021-07-26-15-53,,,,,,,,,,,,,,
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-07-26-10-45,3,0,3,2,0,2,5,0,5,3,3,34,20,14
Delhi multi speciality hospital,2,0,2,Private,2021-07-26-16-27,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",103,0,103,Private,2021-07-26-16-04,13,0,13,5,0,5,18,0,18,1,8,5,5,0
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-07-26-11-23,4,0,4,1,0,1,5,0,5,0,23,5,0,5
Divine Multispeciality Hospital and Cancer Centre,18,0,18,Private,2021-07-26-10-46,14,0,14,,,,14,0,14,4,22,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,0,20,Private,2021-07-26-16-55,,,,2,0,2,2,0,2,1,20,8,8,0
Dr Baba Saheb Ambedkar Hospital,100,16,84,Delhi Government,2021-07-26-15-17,,,,25,15,10,25,15,10,1,7,12,7,5
Dr Rakesh Multispeciality Hospital,15,0,15,Private,2021-07-26-10-15,5,0,5,1,0,1,6,0,6,,,,,
Ekansh Hospital,8,0,8,Private,2021-07-26-11-15,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,76,0,76,Central Government,2021-07-26-11-17,,,,5,0,5,5,0,5,3,16,5,5,0
ESIC hospital Okhla,20,0,20,Central Government,2021-07-26-10-46,,,,2,0,2,2,0,2,5,18,27,10,17
"Fortis Escorts Heart Institute, Okhla",112,1,111,Private,2021-07-26-16-19,55,1,54,5,0,5,60,1,59,2,1,16,12,4
"Fortis Hospital, Shalimar Bagh",78,0,78,Private,2021-07-26-12-50,15,0,15,5,0,5,20,0,20,4,23,48,40,8
"Fortis SS Hospital, Vasant Kunj",48,0,48,Private,2021-07-26-14-36,14,0,14,4,0,4,18,0,18,2,23,37,24,13
Galaxy Hospital,8,0,8,Private,2021-07-26-10-27,2,0,2,,,,2,0,2,5,0,1,0,1
