name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,14,8,Private,2021-05-22-15-03,3,1,2,2,2,0,5,3,2,0,8,,,
AASTHA HOSPITAL,40,18,22,Private,2021-05-22-23-02,8,5,3,2,1,1,10,6,4,0,7,2,1,1
Acharyashree Bhikshu Govt. Hospital,150,24,126,Delhi Government,2021-05-22-22-41,,,,30,8,22,30,8,22,1,18,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-05-22-15-49,,,,,,,,,,1,0,,,
AIIMS Jhajjar,400,202,198,Central Government,2021-05-22-17-20,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,144,158,Central Government,2021-05-22-17-22,29,19,10,43,43,0,72,62,10,0,8,72,42,30
"AIIMS, Trauma Delhi",294,264,30,Central Government,2021-05-22-05-43,,,,71,59,12,71,59,12,,,,,
"Akash Healthcare, Dwarka",160,160,0,Private,2021-05-22-17-28,14,14,0,40,40,0,54,54,0,0,12,17,17,0
Alshifa Hospital,50,27,23,Private,2021-05-22-16-03,16,11,5,3,3,0,19,14,5,1,16,,,
Ambedkar Nagar hospital,450,53,397,Delhi Government,2021-05-22-22-29,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,1,9,Private,2021-05-22-23-24,1,1,0,,,,1,1,0,0,21,,,
"Ansari Hospital, Sagarpur",40,12,28,Private,2021-05-22-20-04,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,1,27,Private,2021-05-22-18-34,4,1,3,,,,4,1,3,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-22-08-26,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,3,28,Private,2021-05-22-17-36,7,3,4,,,,7,3,4,,,,,
ARK Hospital,30,0,30,Private,2021-05-22-09-57,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,20,16,4,Private,2021-05-22-10-36,10,6,4,,,,10,6,4,0,15,,,
Arya Hospital,24,4,20,Private,2021-05-22-10-16,8,0,8,2,0,2,10,0,10,4,23,,,
Ashray Medical Centre,12,0,12,Private,2021-05-22-10-55,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-22-09-53,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-05-22-09-42,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",100,75,25,Private,2021-05-22-21-40,23,21,2,7,7,0,30,28,2,0,11,,,
"B.M. Gupta Hospital, Uttam Nagar",70,21,49,Private,2021-05-22-17-53,19,12,7,1,0,1,20,12,8,0,6,,,
"Bansal Global Hospital, Jahangirpuri",60,15,45,Private,2021-05-22-12-09,9,4,5,1,0,1,10,4,6,0,7,1,1,0
"Bansal Hospital & Research Centre, New Friends Colony",40,14,26,Private,2021-05-22-16-18,8,1,7,2,2,0,10,3,7,,,,,
Bara Hindurao Hospital,250,140,110,Central Government,2021-05-22-09-41,,,,10,10,0,10,10,0,2,16,,,
Base Hospital Delhi Cantt,500,274,226,Central Government,2021-05-22-07-28,,,,50,46,4,50,46,4,1,12,,,
Batra Hospital,300,123,177,Private,2021-05-22-17-46,18,18,0,15,15,0,33,33,0,0,23,12,12,0
"Bensups Hospital, Dwarka",40,10,30,Private,2021-05-22-19-25,12,2,10,3,3,0,15,5,10,1,5,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-05-22-10-37,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,57,24,Private,2021-05-23-00-21,23,20,3,5,5,0,28,25,3,1,4,,,
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,24,16,Private,2021-05-22-13-18,10,10,0,1,1,0,11,11,0,0,6,,,
"Bhagwati Hospital, Rohini",130,22,108,Private,2021-05-22-21-32,13,12,1,2,2,0,15,14,1,0,7,,,
"Bhatia Global Hospital, Paschim Vihar",36,13,23,Private,2021-05-22-17-56,6,4,2,,,,6,4,2,0,8,,,
Bimla Devi Hospital,27,1,26,Private,2021-05-22-12-21,,,,,,,,,,3,0,3,2,1
"BLK Hospital, Pusa Road",317,147,170,Private,2021-05-22-23-30,55,55,0,20,20,0,75,75,0,1,18,43,43,0
"Brahm Shakti Hospital, Budh Vihar",70,40,30,Private,2021-05-22-22-54,9,5,4,2,2,0,11,7,4,1,4,,,
Burari Hospital,500,101,399,Delhi Government,2021-05-22-23-31,85,79,6,30,30,0,115,109,6,1,2,,,
C M PATEL HOSPITAL,15,1,14,Private,2021-05-22-17-50,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,3,24,Central Government,2021-05-22-11-52,,,,,,,,,,5,20,,,
CAREWELL MEDICAL CENTRE,8,3,5,Private,2021-05-22-18-59,,,,,,,,,,0,12,,,
CBR Hospital,25,10,15,Private,2021-05-22-11-54,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,6,34,Private,2021-05-22-17-51,4,2,2,1,1,0,5,3,2,0,18,3,0,3
Central Hospital,31,24,7,Private,2021-05-22-19-40,4,3,1,4,3,1,8,6,2,0,3,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,78,322,Delhi Government,2021-05-22-22-18,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,800,35,765,Delhi Government,2021-05-22-14-59,,,,,,,,,,18,0,,,
"Covid Care Center- Sardar Patel, Chattrpur",565,136,429,Delhi Government,2021-05-22-10-58,,,,,,,,,,1,12,,,
Covid Care Center -CWG AKSHARDHAM,460,47,413,Delhi Government,2021-05-22-09-03,,,,,,,,,,5,23,,,
Cronus Multi speciality Hospital,15,11,4,Private,2021-05-22-17-40,5,4,1,,,,5,4,1,1,4,,,
"Cygnus MLS, Rama Vihar",60,26,34,Private,2021-05-22-13-52,19,19,0,5,5,0,24,24,0,0,3,,,
"Cygnus Sonia Hospital, Nangloi",68,21,47,Private,2021-05-22-22-11,26,9,17,5,3,2,31,12,19,0,17,,,
Deen Dayal Upadhyay hospital,500,281,219,Delhi Government,2021-05-22-22-28,120,64,56,130,118,12,250,182,68,0,21,33,22,11
Deep Chand Bandhu,250,104,146,Delhi Government,2021-05-23-00-07,95,60,35,25,20,5,120,80,40,0,8,,,
Delhi global hospital,14,1,13,Private,2021-05-22-17-19,,,,,,,,,,1,23,,,
Delhi Golden Hospital,15,0,15,Private,2021-05-22-22-58,,,,,,,,,,1,1,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,60,13,Private,2021-05-22-23-14,22,21,1,5,5,0,27,26,1,0,11,12,12,0
Delhi multi speciality hospital,11,1,10,Private,2021-05-22-08-49,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",160,34,126,Private,2021-05-23-00-05,13,13,0,5,5,0,18,18,0,1,0,5,5,0
"Dharamvir Solanki Hospital, Rohini",34,14,20,Private,2021-05-22-19-29,9,7,2,2,2,0,11,9,2,0,10,,,
Divine Multispeciality Hospital and Cancer Centre,35,13,22,Private,2021-05-22-13-29,23,8,15,7,5,2,30,13,17,0,16,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",65,46,19,Private,2021-05-22-16-21,10,10,0,2,2,0,12,12,0,1,10,,,
Dr Baba Saheb Ambedkar Hospital,400,257,143,Delhi Government,2021-05-22-23-06,58,45,13,142,110,32,200,155,45,1,3,,,
Dr Rakesh Multispeciality Hospital,15,7,8,Private,2021-05-22-10-06,5,4,1,1,0,1,6,4,2,1,0,,,
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",36,0,36,Private,2021-05-22-21-08,,,,,,,,,,3,0,,,
East Delhi Medical Centre Mansarover Park,40,12,28,Private,2021-05-22-20-55,10,3,7,,,,10,3,7,0,12,,,
Eden Hospital,8,4,4,Private,2021-05-22-12-38,,,,,,,,,,0,23,,,
Ekansh Hospital,8,2,6,Private,2021-05-22-15-08,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,65,15,50,Central Government,2021-05-22-17-33,,,,5,5,0,5,5,0,3,0,,,
ESIC hospital Okhla,233,71,162,Central Government,2021-05-22-22-47,5,5,0,10,10,0,15,15,0,1,3,,,
"Fortis Escorts Heart Institute, Okhla",112,54,58,Private,2021-05-22-16-02,55,49,6,5,5,0,60,54,6,2,16,16,11,5
"Fortis Hospital, Shalimar Bagh",220,128,92,Private,2021-05-22-17-59,33,33,0,27,27,0,60,60,0,1,23,8,8,0
"Fortis SS Hospital, Vasant Kunj",106,85,21,Private,2021-05-22-22-48,8,8,0,12,12,0,20,20,0,1,23,,,
"Gandhi Nursing Home, Uttam Nagar",60,40,20,Private,2021-05-22-17-00,17,14,3,1,0,1,18,14,4,1,10,8,8,0
"Garg Hospital, Karkardooma",36,10,26,Private,2021-05-22-18-46,4,2,2,,,,4,2,2,0,10,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",70,40,30,Private,2021-05-22-18-50,12,12,0,5,5,0,17,17,0,1,14,8,8,0
"Goyal Hospital, Paschim Vihar",24,3,21,Private,2021-05-22-17-39,7,1,6,,,,7,1,6,0,8,,,
GTB Hospital,1800,420,1380,Delhi Government,2021-05-23-00-02,692,292,400,208,128,80,900,420,480,1,4,,,
Gupta Multispecialty Hospital,14,2,12,Private,2021-05-22-10-58,,,,,,,,,,1,0,,,
"Gupta Multispecialty Hospital, Vivek Vihar",40,12,28,Private,2021-05-22-16-27,6,6,0,,,,6,6,0,0,14,,,
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,0,198,Delhi Government,2021-05-22-10-48,,,,,,,,,,,,,,
"HAHC Hospital, Hamdard Nagar",376,36,340,Private,2021-05-23-00-03,9,9,0,16,13,3,25,22,3,1,8,6,2,4
HANDA NURSING HOME,12,0,12,Private,2021-05-22-16-26,,,,,,,,,,1,12,,,
Hardik Hospital,10,1,9,Private,2021-05-22-09-57,,,,,,,,,,1,4,,,
Highland Care Multispeciality Hospital,30,5,25,Private,2021-05-22-17-08,3,2,1,2,0,2,5,2,3,0,16,,,
Hira’s Multispeciality Hospital,15,1,14,Private,2021-05-22-10-24,,,,,,,,,,0,12,,,
"Holy Family Hospital, Okhla",300,250,50,Private,2021-05-22-13-14,10,10,0,44,44,0,54,54,0,0,6,18,18,0
"IBS Hospital, Lajpat Nagar",39,18,21,Private,2021-05-22-20-09,10,4,6,3,3,0,13,7,6,0,6,,,
"Indian spinal injury centre,Vasant Kunj",160,87,73,Private,2021-05-22-23-33,20,18,2,19,19,0,39,37,2,0,10,12,3,9
"Indira Gandhi Hospital, Dwarka",250,25,225,Delhi Government,2021-05-23-00-07,,,,,,,,,,7,0,,,
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",470,280,190,Private,2021-05-22-22-31,88,88,0,12,12,0,100,100,0,1,18,65,65,0
"Irene Hospital, Kalkaji",35,11,24,Private,2021-05-22-10-25,5,3,2,2,2,0,7,5,2,0,6,,,
"Ishan Hospital, Rohini",13,1,12,Private,2021-05-22-20-32,5,0,5,,,,5,0,5,0,20,,,
"Jain Hospital, Vikas Marg Extn.",42,10,32,Private,2021-05-22-20-20,13,7,6,,,,13,7,6,0,8,2,2,0
"Jaipur Golden Hospital, Rohini",200,162,38,Private,2021-05-22-23-13,50,49,1,15,15,0,65,64,1,0,23,10,10,0
Janakpuri Super Speciality Hospital Society,50,14,36,Delhi Government,2021-05-22-22-53,18,14,4,,,,18,14,4,1,15,,,
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",60,20,40,Private,2021-05-23-00-01,8,6,2,2,2,0,10,8,2,0,12,,,
"Jeewan Mala Hospital, Rohtak Road",60,32,28,Private,2021-05-22-18-16,28,18,10,8,8,0,36,26,10,0,12,6,6,0
"Jeewan Moti Khera Hospital, Nangloi",30,10,20,Private,2021-05-22-20-23,4,1,3,1,1,0,5,2,3,1,23,,,
"Jeewan Nursing Home, Pusa Road",37,16,21,Private,2021-05-23-00-26,7,5,2,,,,7,5,2,0,6,7,7,0
Jivodaya Hospital,20,0,20,Private,2021-05-22-11-06,,,,,,,,,,1,23,20,0,20
Jyoti Nursing Home,22,6,16,Private,2021-05-22-23-40,,,,,,,,,,1,11,,,
K K Surgical & Maternity Centre,40,0,40,Private,2021-05-22-11-01,,,,,,,,,,,,,,
Kalawati Saran Children's Hospital (LHMC),90,31,59,Central Government,2021-05-22-10-38,,,,15,13,2,15,13,2,2,2,14,14,0
"Kalra Hospital, Dwarka",30,4,26,Private,2021-05-22-16-16,,,,,,,,,,4,0,,,
"Kalra Hospital, Kirti Nagar",93,60,33,Private,2021-05-22-20-18,29,29,0,3,2,1,32,31,1,0,10,29,29,0
Kalyani Hospital,35,15,20,Private,2021-05-22-16-49,8,5,3,1,1,0,9,6,3,1,22,,,
"Kapil Multispecialty Hospital, Nathupura",40,6,34,Private,2021-05-22-19-13,4,3,1,1,0,1,5,3,2,1,0,,,
KAPOOR MEDICAL CENTRE,19,4,15,Private,2021-05-22-10-59,,,,,,,,,,0,21,,,
Khandelwal Hospital And Urology Center,30,3,27,Private,2021-05-22-23-02,6,2,4,,,,6,2,4,0,12,,,
khanna hospital,50,8,42,Private,2021-05-22-12-05,7,2,5,1,0,1,8,2,6,0,10,,,
"Konark Hospital, Nangloi",43,8,35,Private,2021-05-22-17-50,,,,,,,,,,1,4,16,16,0
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,6,20,Private,2021-05-22-23-31,6,2,4,,,,6,2,4,0,18,,,
"Kukreja Hospital and Heart Centre, Rajouri Garden",96,28,68,Private,2021-05-22-17-34,26,25,1,,,,26,25,1,0,18,10,10,0
"Kukreja Hospital, Mayur Vihar",20,3,17,Private,2021-05-22-18-30,5,2,3,,,,5,2,3,0,9,,,
"Lalita Hospital, Begumpur",40,7,33,Private,2021-05-22-15-17,3,2,1,1,1,0,4,3,1,,,,,
LHMC,280,141,139,Central Government,2021-05-22-21-24,28,28,0,16,16,0,44,44,0,1,6,27,25,2
Life RAYS HOSPITAL,12,0,12,Private,2021-05-22-09-14,,,,,,,,,,3,20,,,
Lifeline Hospital,50,8,42,Private,2021-05-22-11-29,5,2,3,2,0,2,7,2,5,0,10,,,
Lok Nayak Hospital,1900,493,1407,Delhi Government,2021-05-22-21-47,600,218,382,300,232,68,900,450,450,0,12,,,
Lotus Hospital,15,1,14,Private,2021-05-22-08-40,,,,,,,,,,1,20,,,
Maa Bharti Hospital,8,0,8,Private,2021-05-22-07-33,,,,,,,,,,2,4,,,
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,11,60,Private,2021-05-22-09-38,24,4,20,2,2,0,26,6,20,0,10,20,19,1
Maha Durga Charitable Trust Hospital,160,73,87,Private,2021-05-22-23-32,21,13,8,9,9,0,30,22,8,0,23,,,
"Maharaja Agarsain Multispecialty Hospital, Narela",35,9,26,Private,2021-05-22-18-53,4,4,0,,,,4,4,0,2,5,,,
"Maharaja Agrasen Hospital, Dwarka",47,31,16,Private,2021-05-22-20-09,,,,12,8,4,12,8,4,0,11,4,4,0
"Maharaja Agrasen Hospital, Punjabi Bagh",250,100,150,Private,2021-05-23-00-00,64,56,8,8,8,0,72,64,8,1,0,20,20,0
Makkar Multispeciality Hospital,44,6,38,Private,2021-05-22-15-56,11,6,5,,,,11,6,5,,,,,
Malik Radix Hospital,47,20,27,Private,2021-05-22-16-52,13,10,3,1,1,0,14,11,3,1,0,,,
"MANIPAL HOSPITAL, DWARKA",200,153,47,Private,2021-05-22-15-54,26,26,0,14,14,0,40,40,0,0,11,20,20,0
"Mansaram Hospital, Nangloi",42,5,37,Private,2021-05-22-18-25,9,0,9,1,1,0,10,1,9,1,5,,,
"Mata Chanan Devi Hospital, Janakpuri",200,86,114,Private,2021-05-22-20-07,36,32,4,12,9,3,48,41,7,1,0,,,
"Mata Roop Rani Maggo Hospital, Uttam Nagar",80,65,15,Private,2021-05-22-19-29,9,9,0,7,7,0,16,16,0,0,8,,,
Max East/West Block,255,68,187,Private,2021-05-22-19-26,38,33,5,10,10,0,48,43,5,0,6,10,10,0
"Max Smart Gujarmal Modi hospital ,Saket",250,125,125,Private,2021-05-22-16-57,,,,50,50,0,50,50,0,0,15,,,
"MAX SS HOSPITAL, PATPARGANJ",346,180,166,Private,2021-05-22-10-15,100,95,5,40,40,0,140,135,5,0,12,18,18,0
"Max SS Hospital, Shalimar Bagh",280,161,119,Private,2021-05-22-23-00,62,61,1,30,30,0,92,91,1,0,22,,,
"Medeor Hospital, Qutab Instl. Area",55,21,34,Private,2021-05-22-23-30,8,8,0,4,4,0,12,12,0,0,20,8,7,1
"Medstar Hospital, Paschim Vihar",32,18,14,Private,2021-05-22-18-28,13,9,4,1,1,0,14,10,4,1,5,,,
"Metro Hospital, Lajpat Nagar",33,23,10,Private,2021-05-22-22-08,14,14,0,,,,14,14,0,0,5,,,
"Metro Hospital, Preet Vihar",110,39,71,Private,2021-05-22-23-34,33,16,17,6,4,2,39,20,19,0,10,16,16,0
"MGS Hospital, Punjabi Bagh",60,55,5,Private,2021-05-22-18-28,21,21,0,5,5,0,26,26,0,0,21,8,6,2
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",112,99,13,Private,2021-05-23-00-22,13,13,0,19,19,0,32,32,0,0,3,9,9,0
"National Heart Institute, East of Kailash",54,54,0,Private,2021-05-23-00-03,27,27,0,5,5,0,32,32,0,0,1,22,22,0
National Institute of TB and Respiratory Diseases (LRS TB),77,28,49,Central Government,2021-05-22-09-19,,,,,,,,,,3,0,6,4,2
"Navjeevan Hospital, Pitampura",90,61,29,Private,2021-05-23-00-00,7,7,0,3,3,0,10,10,0,0,6,,,
Nestiva Hospital,20,4,16,Private,2021-05-22-21-53,2,0,2,2,0,2,4,0,4,0,10,,,
Nidaan Hospital,20,3,17,Private,2021-05-22-18-02,5,1,4,2,1,1,7,2,5,0,23,,,
Nijhara Hospital,7,2,5,Private,2021-05-22-07-55,,,,,,,,,,1,23,,,
Nirmal Hospital,20,3,17,Private,2021-05-22-09-59,,,,,,,,,,0,22,,,
Nirmala Hospital,23,7,16,Private,2021-05-22-11-17,2,2,0,1,0,1,3,2,1,1,12,,,
Nirogi Charitable and Medical Research Trust,20,0,20,Private,2021-05-23-00-01,,,,,,,,,,3,20,,,
"NKS Hospital, Gulabi Bagh",82,15,67,Private,2021-05-23-00-05,23,8,15,2,2,0,25,10,15,0,7,,,
Northern Railway,155,75,80,Central Government,2021-05-22-15-48,,,,14,14,0,14,14,0,0,12,12,11,1
Nu life Hospital,48,25,23,Private,2021-05-16-12-09,,,,,,,,,,1,12,,,
Oncoplus Hospital,43,27,16,Private,2021-05-22-12-02,17,17,0,5,5,0,22,22,0,0,6,,,
"Panchsheel Hospital, Yamuna Vihar",40,9,31,Private,2021-05-22-23-55,8,2,6,,,,8,2,6,2,0,,,
