name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,1,21,Private,2021-06-13-17-18,3,0,3,2,0,2,5,0,5,0,15,,,
AASTHA HOSPITAL,40,0,40,Private,2021-06-14-22-32,8,0,8,2,0,2,10,0,10,0,7,2,2,0
Ace Hospital,20,0,20,Private,2021-06-14-12-20,4,0,4,,,,4,0,4,,,16,0,16
Acharyashree Bhikshu Govt. Hospital,150,0,150,Delhi Government,2021-06-15-05-15,,,,30,0,30,30,0,30,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-06-14-10-44,,,,,,,,,,3,0,,,
AIIMS Jhajjar,400,77,323,Central Government,2021-06-14-17-43,,,,100,77,23,100,77,23,0,23,,,
AIIMS Main Delhi,70,14,56,Central Government,2021-06-14-17-36,14,5,9,43,9,34,57,14,43,1,16,87,59,28
"AIIMS, Trauma Delhi",294,135,159,Central Government,2021-06-14-16-32,,,,71,47,24,71,47,24,,,,,
"Akash Healthcare, Dwarka",133,6,127,Private,2021-06-14-21-38,14,1,13,40,3,37,54,4,50,0,14,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-06-13-09-20,,,,,,,,,,7,0,,,
Alshifa Hospital,50,8,42,Private,2021-06-14-09-34,15,1,14,4,0,4,19,1,18,10,5,,,
Ambedkar Nagar hospital,600,2,598,Delhi Government,2021-06-15-04-37,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-06-15-05-25,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-06-14-20-46,3,0,3,2,0,2,5,0,5,1,23,6,1,5
"Apex City Hospital, West Vinod Nagar",28,28,0,Private,2021-06-14-18-53,4,4,0,,,,4,4,0,0,5,,,
