name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-08-26-09-33,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-08-26-09-47,1,0,1,1,0,1,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-08-26-08-47,,,,,,,6,0,,,,,,
AIIMS Main Delhi,38,32,6,Central Government,2021-08-26-09-25,,,,,,,4,8,133,93,40,,,
"AIIMS, Trauma Delhi",21,0,21,Central Government,2021-08-27-00-23,,,,21,0,21,,,,,,21,0,21
"Akash Healthcare, Dwarka",20,9,11,Private,2021-08-26-17-29,5,5,0,7,5,2,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-08-26-09-50,6,0,6,8,0,8,9,0,14,5,9,2,0,2
Ambedkar Nagar hospital,200,2,198,Delhi Government,2021-08-27-05-00,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-08-26-08-30,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,3,7,Private,2021-08-26-07-39,3,0,3,3,0,3,1,23,5,3,2,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-08-26-09-58,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-08-26-10-47,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-08-26-09-56,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-08-26-10-06,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-08-27-00-29,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-08-26-06-53,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-08-26-10-18,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-08-26-10-04,,,,14,0,14,2,0,8,7,1,14,0,14
Base Hospital Delhi Cantt,500,4,496,Central Government,2021-08-26-09-00,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,1,49,Private,2021-08-26-10-02,9,1,8,11,1,10,0,23,99,45,54,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-08-26-07-16,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-08-26-12-16,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,1,8,Private,2021-08-26-18-46,2,0,2,3,1,2,2,13,7,5,2,1,1,0
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,2,8,Private,2021-08-26-16-37,2,0,2,3,0,3,0,10,17,12,5,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,1,13,Private,2021-08-26-08-56,1,0,1,1,0,1,6,12,5,0,5,,,
Bimla Devi Hospital,10,0,10,Private,2021-08-26-11-50,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,12,35,Private,2021-08-26-09-38,9,5,4,12,8,4,1,0,106,98,8,3,3,0
"Brahm Shakti Hospital, Budh Vihar",31,0,31,Private,2021-08-26-14-47,1,0,1,1,0,1,2,12,3,2,1,,,
Burari Hospital,600,0,600,Delhi Government,2021-08-26-10-18,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-08-27-03-19,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-08-26-13-44,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,1,3,Private,2021-08-27-00-34,,,,2,0,2,0,4,6,3,3,2,0,2
"Cygnus MLS, Rama Vihar",9,1,8,Private,2021-08-26-16-34,1,0,1,1,0,1,75,0,15,7,8,,,
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-08-27-05-12,,,,1,0,1,0,17,18,12,6,1,0,1
Deen Dayal Upadhyay hospital,50,2,48,Delhi Government,2021-08-26-15-59,,,,,,,6,8,61,61,0,,,
Deep Chand Bandhu,50,3,47,Delhi Government,2021-08-26-09-07,,,,,,,3,15,10,7,3,,,
Delhi global hospital,3,0,3,Private,2021-08-26-09-21,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,3,7,Private,2021-08-26-09-34,1,1,0,2,2,0,4,8,37,20,17,1,1,0
Delhi multi speciality hospital,2,0,2,Private,2021-08-26-08-58,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,5,15,Private,2021-08-26-10-17,,,,5,2,3,1,8,21,20,1,5,2,3
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-08-26-07-53,4,0,4,5,0,5,3,16,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,0,10,Private,2021-08-26-10-31,,,,8,0,8,,,25,0,25,8,0,8
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",15,0,15,Private,2021-08-26-08-53,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,3,47,Delhi Government,2021-08-26-09-51,,,,12,3,9,4,0,19,12,7,12,3,9
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-08-26-08-49,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-08-26-09-10,,,,,,,0,14,,,,,,
East Delhi Medical Centre Mansarover Park,5,0,5,Private,2021-08-26-11-18,,,,,,,1,20,5,0,5,,,
ESIC Hospital Jhilmil,20,0,20,Central Government,2021-08-26-10-00,5,0,5,5,0,5,14,7,5,5,0,,,
ESIC hospital Okhla,22,0,22,Central Government,2021-08-26-09-42,,,,2,0,2,9,0,15,6,9,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,1,30,Private,2021-08-26-16-03,5,0,5,8,0,8,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",26,3,23,Private,2021-08-26-09-42,4,0,4,6,0,6,5,23,72,65,7,2,0,2
"Fortis SS Hospital, Vasant Kunj",64,2,62,Private,2021-08-26-23-48,18,2,16,22,2,20,2,23,33,32,1,4,0,4
"Gandhi Nursing Home, Uttam Nagar",6,0,6,Private,2021-08-26-07-17,1,0,1,2,0,2,1,12,15,0,15,1,0,1
"Garg Hospital, Karkardooma",5,0,5,Private,2021-08-27-00-05,,,,,,,7,0,4,2,2,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",20,0,20,Private,2021-08-26-09-31,4,0,4,4,0,4,1,23,10,4,6,,,
"Goyal Hospital, Paschim Vihar",5,0,5,Private,2021-08-26-17-20,,,,,,,0,12,,,,,,
GTB Hospital,450,14,436,Delhi Government,2021-08-26-08-53,,,,50,3,47,4,23,45,45,0,50,3,47
Gupta Multispecialty Hospital,14,0,14,Private,2021-08-26-08-58,,,,,,,2,0,4,0,4,,,
"Gupta Multispecialty Hospital, Vivek Vihar",20,0,20,Private,2021-08-26-10-40,2,0,2,2,0,2,3,23,4,0,4,,,
"HAHC Hospital, Hamdard Nagar",66,0,66,Private,2021-08-26-06-58,4,0,4,6,0,6,1,4,30,20,10,2,0,2
HANDA NURSING HOME,4,0,4,Private,2021-08-26-10-40,,,,,,,1,18,6,4,2,,,
Hardik Hospital,10,0,10,Private,2021-08-26-07-36,4,0,4,4,0,4,1,20,,,,,,
"Holy Family Hospital, Okhla",100,15,85,Private,2021-08-26-09-54,5,3,2,23,3,20,1,0,21,21,0,18,0,18
"IBS Hospital, Lajpat Nagar",5,1,4,Private,2021-08-26-09-01,,,,1,0,1,0,6,9,8,1,1,0,1
"Indian spinal injury centre,Vasant Kunj",20,9,11,Private,2021-08-27-00-40,,,,3,3,0,0,14,10,9,1,3,3,0
"Indira Gandhi Hospital, Dwarka",1241,1,1240,Delhi Government,2021-08-27-03-55,85,0,85,330,0,330,3,0,,,,245,0,245
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",62,10,52,Private,2021-08-26-10-53,7,3,4,12,4,8,7,0,153,143,10,5,1,4
"Irene Hospital, Kalkaji",14,0,14,Private,2021-08-26-09-33,1,0,1,2,0,2,1,0,2,0,2,1,0,1
"Ishan Hospital, Rohini",8,1,7,Private,2021-08-26-08-38,,,,,,,,,4,0,4,,,
