name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-12-25-13-46,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-12-25-22-25,1,0,1,1,0,1,2,0,5,2,3,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-12-25-11-55,,,,5,0,5,12,0,,,,5,0,5
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-12-25-08-53,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
"AIIMS, Trauma Delhi",21,2,19,Central Government,2021-12-25-05-48,,,,21,2,19,,,,,,21,2,19
"Akash Healthcare, Dwarka",20,0,20,Private,2021-12-25-17-17,10,0,10,10,0,10,0,16,58,0,58,,,
All India Institute of Ayurveda,10,0,10, ,2021-12-25-10-42,,,,,,,7,0,,,,,,
Alshifa Hospital,18,0,18,Private,2021-12-25-10-25,4,0,4,6,0,6,8,0,11,6,5,2,0,2
Ambedkar Nagar hospital,135,0,135,Delhi Government,2021-12-26-04-41,,,,,,,1,0,,,,,,
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-12-25-09-05,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-12-25-21-09,,,,,,,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-12-25-10-09,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-12-25-10-42,8,0,8,10,0,10,,,14,0,14,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-12-25-14-23,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-12-25-13-43,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-12-26-02-59,18,0,18,20,0,20,0,23,20,20,0,2,0,2
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-12-26-03-40,1,0,1,2,0,2,0,23,,,,1,0,1
Balak Ram Hospital,25,0,25,Delhi Government,2021-12-25-10-27,,,,,,,,,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-12-25-11-50,,,,14,0,14,2,8,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,19,481,Central Government,2021-12-25-07-25,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,11,39,Private,2021-12-25-08-12,3,0,3,8,0,8,0,23,102,40,62,5,0,5
"Bensups Hospital, Dwarka",30,0,30,Private,2021-12-25-08-52,22,0,22,25,0,25,5,10,,,,3,0,3
BH SALVAS HOSPITAL,10,0,10,Private,2021-12-25-09-10,2,0,2,3,0,3,0,20,10,0,10,1,0,1
"Bhagwati Hospital, Rohini",10,0,10,Private,2021-12-25-16-31,1,0,1,2,0,2,0,10,18,12,6,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-12-25-19-15,1,0,1,1,0,1,6,12,5,1,4,,,
Bimla Devi Hospital,10,0,10,Private,2021-12-25-10-54,,,,,,,4,0,6,0,6,,,
"BLK Hospital, Pusa Road",44,3,41,Private,2021-12-26-03-30,5,2,3,9,2,7,6,0,90,90,0,4,0,4
"Brahm Shakti Hospital, Budh Vihar",10,0,10,Private,2021-12-24-14-53,,,,1,0,1,2,12,19,6,13,1,0,1
Burari Hospital,200,0,200,Delhi Government,2021-12-25-00-38,40,0,40,70,0,70,7,12,30,0,30,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-12-25-12-37,,,,,,,2,23,,,,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,7,0,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-12-25-14-11,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-12-26-04-21,,,,2,0,2,0,3,6,4,2,2,0,2
Chaudhri Bram Prakash Aurvedic Charak Sansthan,100,0,100,Delhi Government,2021-12-25-13-08,,,,,,,41,0,,,,,,
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-12-25-09-55,,,,,,,27,13,,,,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,0,596,Delhi Government,2021-12-25-09-06,,,,,,,2,13,,,,,,
covid care center-Sultanpuri,1200,0,1200,Delhi Government,2021-11-02-11-34,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,0,50,Delhi Government,2021-12-25-09-46,,,,,,,5,23,,,,,,
Covid Care Center Narela,50,0,50,Delhi Government,2021-12-25-07-23,,,,,,,,,,,,,,
"Cygnus MLS, Rama Vihar",9,0,9,Private,2021-12-26-05-11,,,,1,0,1,2,0,23,6,17,1,0,1
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-12-26-00-42,5,0,5,6,0,6,0,17,18,11,7,1,0,1
Deen Dayal Upadhyay hospital,100,0,100,Delhi Government,2021-12-26-02-23,,,,25,0,25,1,4,43,43,0,25,0,25
Deep Chand Bandhu,100,0,100,Delhi Government,2021-12-25-14-23,,,,25,0,25,4,15,10,6,4,25,0,25
Delhi global hospital,3,0,3,Private,2021-12-25-08-26,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-12-25-10-50,3,0,3,5,0,5,2,12,34,20,14,2,0,2
Delhi multi speciality hospital,2,0,2,Private,2021-12-25-08-51,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",35,5,30,Private,2021-12-25-23-37,13,0,13,18,0,18,1,8,8,8,0,5,0,5
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-12-25-08-41,4,0,4,5,0,5,0,23,5,0,5,1,0,1
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,0,20,Private,2021-12-25-18-59,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,100,0,100,Delhi Government,2021-12-25-12-12,,,,25,0,25,4,0,24,16,8,25,0,25
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-12-25-09-24,1,0,1,1,0,1,,,,,,,,
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",5,0,5,Private,2021-12-26-00-04,,,,,,,0,14,,,,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-12-25-12-07,,,,,,,3,7,5,5,0,,,
ESIC hospital Okhla,20,0,20,Central Government,2021-12-25-11-55,,,,2,0,2,7,2,15,7,8,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,1,30,Private,2021-12-25-09-14,5,1,4,8,1,7,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",26,0,26,Private,2021-12-25-20-57,4,0,4,6,0,6,5,23,52,52,0,2,0,2
"Fortis SS Hospital, Vasant Kunj",18,11,7,Private,2021-12-26-00-04,9,9,0,11,9,2,2,23,37,26,11,2,0,2
Galaxy Hospital,8,0,8,Private,2021-12-26-01-52,2,0,2,2,0,2,5,0,1,0,1,,,
"Garg Hospital, Karkardooma",5,0,5,Private,2021-12-26-00-44,,,,,,,7,0,4,2,2,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",8,0,8,Private,2021-12-25-10-45,1,0,1,2,0,2,1,23,10,7,3,1,0,1
"Goyal Hospital, Paschim Vihar",3,0,3,Private,2021-12-25-17-18,,,,,,,0,12,7,2,5,,,
GTB Hospital,600,0,600,Delhi Government,2021-12-26-01-04,410,0,410,550,0,550,4,6,8,3,5,140,0,140
Gupta Multispecialty Hospital,14,0,14,Private,2021-12-26-02-37,,,,,,,2,0,4,0,4,,,
"Gupta Multispecialty Hospital, Vivek Vihar",5,0,5,Private,2021-12-26-03-47,1,0,1,1,0,1,3,23,5,0,5,,,
"HAHC Hospital, Hamdard Nagar",50,0,50,Private,2021-12-25-08-34,1,0,1,4,0,4,1,4,29,19,10,3,0,3
HANDA NURSING HOME,4,0,4,Private,2021-12-25-15-58,,,,,,,1,18,6,0,6,,,
Hardik Hospital,10,0,10,Private,2021-12-25-08-58,4,0,4,4,0,4,1,20,,,,,,
"Holy Family Hospital, Okhla",35,2,33,Private,2021-12-25-09-00,,,,14,0,14,0,20,18,0,18,14,0,14
"IBS Hospital, Lajpat Nagar",7,0,7,Private,2021-12-25-09-47,,,,,,,0,6,10,4,6,,,
"Indian spinal injury centre,Vasant Kunj",20,0,20,Private,2021-12-26-04-02,,,,3,0,3,1,2,10,6,4,3,0,3
"Indira Gandhi Hospital, Dwarka",1241,0,1241,Delhi Government,2021-12-25-11-32,85,0,85,330,0,330,5,0,,,,245,0,245
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",72,1,71,Private,2021-12-26-04-48,4,1,3,12,1,11,10,0,149,113,36,8,0,8
"Irene Hospital, Kalkaji",5,0,5,Private,2021-12-25-09-52,,,,1,0,1,1,0,4,0,4,1,0,1
"Ishan Hospital, Rohini",13,0,13,Private,2021-12-25-14-03,,,,,,,0,23,3,0,3,,,
"Jaipur Golden Hospital, Rohini",24,0,24,Private,2021-12-26-00-14,,,,4,0,4,0,12,81,50,31,4,0,4
Janakpuri Super Speciality Hospital Society,100,0,100,Delhi Government,2021-12-25-15-43,50,0,50,50,0,50,5,0,10,10,0,,,
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",10,0,10,Private,2021-12-25-12-02,,,,2,0,2,5,11,,,,2,0,2
"Jeewan Moti Khera Hospital, Nangloi",5,0,5,Private,2021-12-25-17-02,,,,1,0,1,1,23,6,0,6,1,0,1
"Jeewan Nursing Home, Pusa Road",5,0,5,Private,2021-12-25-20-02,,,,,,,0,23,7,7,0,,,
Jivodaya Hospital,40,0,40,Private,2021-12-25-14-40,,,,,,,1,23,,,,,,
Jyoti Nursing Home,3,0,3,Private,2021-12-25-09-02,,,,,,,1,11,,,,,,
Kalawati Saran Children's Hospital (LHMC),15,0,15,Central Government,2021-12-25-08-27,,,,5,0,5,5,12,35,31,4,5,0,5
"Kalra Hospital, Kirti Nagar",12,0,12,Private,2021-12-25-17-21,2,0,2,3,0,3,1,12,38,38,0,1,0,1
"Kapil Multispecialty Hospital, Nathupura",10,0,10,Private,2021-12-25-09-33,,,,,,,4,0,5,0,5,,,
Khandelwal Hospital And Urology Center,5,0,5,Private,2021-12-25-08-02,1,0,1,1,0,1,0,10,4,0,4,,,
khanna hospital,5,0,5,Private,2021-12-25-08-46,1,0,1,2,0,2,0,10,,,,1,0,1
"Konark Hospital, Nangloi",8,0,8,Private,2021-12-25-18-04,3,0,3,3,0,3,5,23,,,,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",5,0,5,Private,2021-12-25-11-10,,,,,,,0,18,8,0,8,,,
"Kukreja Hospital and Heart Centre, Rajouri Garden",12,0,12,Private,2021-12-25-17-49,,,,,,,0,23,32,13,19,,,
"Lalita Hospital, Begumpur",5,0,5,Private,2021-12-25-10-15,1,0,1,2,0,2,,,,,,1,0,1
LHMC,93,46,47,Central Government,2021-12-25-11-30,5,2,3,21,2,19,1,10,27,20,7,16,0,16
