name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-05-08-49,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,1,18,Private,2021-01-05-22-41,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Acharyashree Bhikshu Govt. Hospital,25,1,24,Delhi Government,2021-01-05-12-12,,,,5,0,5,12,0,,,,5,0,5
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-01-05-08-49,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,22,15,7,Central Government,2021-01-05-17-57,,,,,,,5,0,108,83,25,,,
"AIIMS, Trauma Delhi",103,85,18,Central Government,2021-01-06-05-43,,,,21,20,1,,,,,,21,20,1
"Akash Healthcare, Dwarka",20,8,12,Private,2021-01-05-17-21,8,7,1,10,8,2,0,16,58,0,58,2,1,1
Alshifa Hospital,18,4,14,Private,2021-01-05-10-58,4,0,4,6,0,6,4,0,11,5,6,2,0,2
Ambedkar Nagar hospital,135,13,122,Delhi Government,2021-01-06-05-41,,,,,,,1,0,,,,,,
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-05-09-04,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,1,19,Private,2021-01-05-20-51,5,0,5,5,0,5,1,23,5,3,2,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-05-10-49,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-01-05-09-56,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-05-13-30,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-05-10-54,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-01-05-06-18,18,0,18,20,0,20,0,23,20,20,0,2,0,2
"B.M. Gupta Hospital, Uttam Nagar",40,2,38,Private,2021-01-06-04-33,2,0,2,3,0,3,0,23,,,,1,0,1
