name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-19-09-17,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,2,17,Private,2021-01-19-17-19,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Ace Hospital,6,1,5,Private,2021-01-19-14-18,3,0,3,3,0,3,2,23,1,0,1,,,
Acharyashree Bhikshu Govt. Hospital,150,1,149,Delhi Government,2021-01-19-11-22,,,,30,0,30,12,0,,,,30,0,30
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-01-19-08-44,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,100,63,37,Central Government,2021-01-19-18-06,,,,44,15,29,5,14,93,64,29,44,15,29
"AIIMS, Trauma Delhi",265,191,74,Central Government,2021-01-19-17-03,,,,71,38,33,,,,,,71,38,33
"Akash Healthcare, Dwarka",79,36,43,Private,2021-01-19-19-01,14,11,3,24,13,11,0,16,44,33,11,10,2,8
Alshifa Hospital,18,4,14,Private,2021-01-19-10-34,4,0,4,6,1,5,10,0,11,4,7,2,1,1
Ambedkar Nagar hospital,300,13,287,Delhi Government,2021-01-20-04-58,40,1,39,50,1,49,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-19-09-09,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,2,18,Private,2021-01-19-12-14,5,0,5,5,0,5,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-19-09-42,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,4,0,4,Private,2021-01-19-10-13,,,,,,,0,21,4,3,1,,,
Arya Hospital,24,0,24,Private,2021-01-19-09-51,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-19-10-04,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-19-10-45,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,22,19,Private,2021-01-20-01-02,8,2,6,10,3,7,0,18,20,15,5,2,1,1
"B.M. Gupta Hospital, Uttam Nagar",40,7,33,Private,2021-01-20-04-57,2,0,2,3,0,3,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,5,15,Private,2021-01-19-10-51,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-01-19-07-53,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,26,224,Central Government,2021-01-19-09-56,,,,14,0,14,3,5,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,215,285,Central Government,2021-01-19-07-16,,,,50,6,44,2,12,,,,50,6,44
Batra Hospital,200,39,161,Private,2021-01-19-11-42,39,8,31,44,9,35,0,23,66,45,21,5,1,4
"Bensups Hospital, Dwarka",25,0,25,Private,2021-01-19-00-07,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-01-19-12-47,5,0,5,7,0,7,4,20,5,0,5,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,15,19,Private,2021-01-19-18-02,6,5,1,7,6,1,2,15,3,3,0,1,1,0
"Bhagwan Mahavir Hospital, Madhuban Chowk",20,0,20,Private,2021-01-19-12-58,5,0,5,5,0,5,0,20,6,0,6,,,
"Bhagwati Hospital, Rohini",40,12,28,Private,2021-01-19-17-02,7,5,2,8,5,3,0,10,10,10,0,1,0,1
"Bhatia Global Hospital, Paschim Vihar",20,0,20,Private,2021-01-19-17-18,2,0,2,2,0,2,6,12,4,2,2,,,
Bimla Devi Hospital,10,1,9,Private,2021-01-19-10-47,5,0,5,7,0,7,4,0,7,0,7,2,0,2
"BLK Hospital, Pusa Road",186,68,118,Private,2021-01-20-05-30,40,28,12,47,35,12,6,0,80,80,0,7,7,0
"Brahm Shakti Hospital, Budh Vihar",40,4,36,Private,2021-01-19-11-13,4,2,2,5,2,3,2,12,7,5,2,1,0,1
Burari Hospital,800,12,788,Delhi Government,2021-01-19-15-24,145,0,145,195,2,193,7,12,,,,50,2,48
C M PATEL HOSPITAL,3,0,3,Private,2021-01-19-10-41,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-01-19-17-00,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,10,8,2,Private,2021-01-20-00-23,2,2,0,4,2,2,0,3,4,4,0,2,0,2
"Cygnus MLS, Rama Vihar",34,6,28,Private,2021-01-19-21-49,8,0,8,9,0,9,15,0,15,6,9,1,0,1
"Cygnus Sonia Hospital, Nangloi",28,4,24,Private,2021-01-19-17-15,7,4,3,8,4,4,0,17,18,11,7,1,0,1
Deen Dayal Upadhyay hospital,150,38,112,Delhi Government,2021-01-20-05-43,50,25,25,100,35,65,4,12,43,43,0,50,10,40
Deep Chand Bandhu,150,15,135,Delhi Government,2021-01-19-20-40,50,0,50,75,4,71,3,12,10,2,8,25,4,21
Delhi global hospital,3,0,3,Private,2021-01-19-06-30,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",42,12,30,Private,2021-01-19-12-02,13,5,8,15,5,10,6,11,24,19,5,2,0,2
Delhi multi speciality hospital,2,0,2,Private,2021-01-19-08-04,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",80,18,62,Private,2021-01-20-04-01,13,6,7,18,6,12,1,8,8,0,8,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,1,20,Private,2021-01-19-11-17,4,0,4,5,0,5,3,23,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,2,8,Private,2021-01-19-12-09,,,,,,,,,,,,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",22,3,19,Private,2021-01-19-12-21,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,150,26,124,Delhi Government,2021-01-19-11-56,,,,75,14,61,4,0,12,12,0,75,14,61
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-01-19-10-07,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-01-19-22-03,,,,,,,1,4,,,,,,
East Delhi Medical Centre Mansarover Park,20,2,18,Private,2021-01-19-11-26,2,2,0,2,2,0,2,20,5,1,4,,,
