name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-07-05-09-58,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-07-05-09-27,1,0,1,1,0,1,2,0,5,2,3,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-07-05-09-49,,,,,,,6,0,,,,,,
AIIMS Main Delhi,15,0,15,Central Government,2021-07-05-10-16,,,,,,,4,8,133,100,33,,,
"AIIMS, Trauma Delhi",2,0,2,Central Government,2021-07-05-00-17,,,,2,0,2,,,,,,2,0,2
"Akash Healthcare, Dwarka",20,0,20,Private,2021-07-05-08-59,5,0,5,7,0,7,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-07-05-10-37,6,0,6,8,0,8,4,0,14,2,12,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-05-07-16,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-07-05-10-05,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-07-05-14-51,3,0,3,4,0,4,1,23,5,5,0,1,0,1
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-07-05-09-40,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-07-05-09-26,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-07-05-00-11,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-07-05-09-44,,,,,,,,,,,,,,
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-07-05-09-15,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-07-05-10-01,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-07-05-09-30,,,,14,0,14,3,0,8,8,0,14,0,14
Base Hospital Delhi Cantt,44,0,44,Central Government,2021-07-01-08-59,,,,10,0,10,2,12,,,,10,0,10
Batra Hospital,50,0,50,Private,2021-07-05-02-55,9,0,9,11,0,11,0,23,99,50,49,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-07-05-10-02,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,28,1,27,Private,2021-07-05-10-42,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,0,9,Private,2021-07-05-16-04,2,0,2,3,0,3,2,15,7,6,1,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",12,0,12,Private,2021-07-05-08-53,2,0,2,3,0,3,0,10,17,14,3,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-07-05-08-28,1,0,1,1,0,1,6,12,5,1,4,,,
Bimla Devi Hospital,10,0,10,Private,2021-07-05-09-38,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,0,47,Private,2021-07-05-10-01,9,0,9,12,0,12,1,0,150,118,32,3,0,3
"Brahm Shakti Hospital, Budh Vihar",9,0,9,Private,2021-07-05-10-11,,,,1,0,1,3,0,15,2,13,1,0,1
Burari Hospital,600,0,600,Delhi Government,2021-07-05-10-05,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-07-05-00-31,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-07-05-11-33,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-07-05-14-19,,,,2,0,2,0,4,6,3,3,2,0,2
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-07-05-16-55,1,0,1,1,0,1,0,17,18,16,2,,,
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-07-05-09-09,,,,,,,4,6,61,61,0,,,
Deep Chand Bandhu,50,0,50,Delhi Government,2021-07-05-10-20,,,,,,,3,15,10,7,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,0,10,Private,2021-07-05-12-39,1,0,1,2,0,2,1,16,37,16,21,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-07-05-09-43,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,0,20,Private,2021-07-05-07-17,,,,5,0,5,,,21,0,21,5,0,5
