name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,17,5,Private,2021-05-20-17-11,3,3,0,2,2,0,5,5,0,0,8,,,
AASTHA HOSPITAL,40,20,20,Private,2021-05-20-22-44,8,5,3,2,1,1,10,6,4,0,7,2,1,1
Acharyashree Bhikshu Govt. Hospital,150,28,122,Delhi Government,2021-05-20-23-17,,,,30,7,23,30,7,23,1,6,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,1,11,Private,2021-05-20-10-31,,,,,,,,,,1,0,,,
AIIMS Jhajjar,400,215,185,Central Government,2021-05-20-18-41,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,152,150,Central Government,2021-05-20-17-08,29,20,9,43,43,0,72,63,9,0,9,72,38,34
"AIIMS, Trauma Delhi",294,265,29,Central Government,2021-05-20-16-47,,,,71,58,13,71,58,13,,,,,
"Akash Healthcare, Dwarka",160,160,0,Private,2021-05-20-17-12,14,14,0,40,40,0,54,54,0,0,14,17,17,0
Alshifa Hospital,50,33,17,Private,2021-05-20-15-44,16,9,7,3,1,2,19,10,9,2,2,,,
Ambedkar Nagar hospital,450,72,378,Delhi Government,2021-05-20-20-05,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,1,9,Private,2021-05-20-22-39,1,1,0,,,,1,1,0,0,18,,,
"Ansari Hospital, Sagarpur",40,18,22,Private,2021-05-20-15-15,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,9,19,Private,2021-05-20-13-44,4,4,0,,,,4,4,0,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-20-08-11,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,2,29,Private,2021-05-20-17-34,7,2,5,,,,7,2,5,,,,,
ARK Hospital,30,2,28,Private,2021-05-20-07-44,5,2,3,,,,5,2,3,0,5,20,0,20
Arogya Hospital,20,15,5,Private,2021-05-20-10-59,10,6,4,,,,10,6,4,0,15,,,
Arya Hospital,24,6,18,Private,2021-05-20-09-48,8,2,6,2,0,2,10,2,8,1,23,,,
Ashray Medical Centre,12,0,12,Private,2021-05-20-10-51,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-20-09-15,,,,,,,,,,4,0,,,
Astha Hospital,10,1,9,Private,2021-05-20-10-45,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",118,82,36,Private,2021-05-20-22-21,23,18,5,7,7,0,30,25,5,0,20,,,
"B.M. Gupta Hospital, Uttam Nagar",70,28,42,Private,2021-05-20-17-40,19,16,3,1,1,0,20,17,3,0,6,,,
Balak Ram Hospital,100,0,100,Delhi Government,2021-05-20-07-57,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,16,44,Private,2021-05-20-07-50,9,3,6,1,0,1,10,3,7,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,34,6,Private,2021-05-20-07-41,8,6,2,2,2,0,10,8,2,,,,,
Bara Hindurao Hospital,250,155,95,Central Government,2021-05-20-15-09,,,,10,10,0,10,10,0,1,18,,,
Base Hospital Delhi Cantt,500,310,190,Central Government,2021-05-20-07-13,,,,50,45,5,50,45,5,1,12,,,
Batra Hospital,300,123,177,Private,2021-05-20-22-37,18,12,6,15,15,0,33,27,6,0,23,12,12,0
"Bensups Hospital, Dwarka",40,13,27,Private,2021-05-20-17-09,12,4,8,3,3,0,15,7,8,1,2,,,
