name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,0,22,Private,2021-10-30-09-17,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,12,0,12,Private,2021-10-31-17-19,1,0,1,1,0,1,2,0,2,,,10,2,8
Ace Hospital,30,0,30,Private,2021-10-21-17-12,4,0,4,,,,4,0,4,,,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-10-31-16-44,,,,5,0,5,5,0,5,12,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-10-31-07-16,,,,,,,,,,6,0,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-10-31-17-16,,,,100,0,100,100,0,100,0,23,,,
"AIIMS, Trauma Delhi",94,4,90,Central Government,2021-10-31-16-45,,,,32,4,28,32,4,28,,,,,
"Akash Healthcare, Dwarka",20,0,20,Private,2021-10-31-07-40,10,0,10,,,,10,0,10,0,16,58,0,58
All India Institute of Ayurveda,21,0,21, ,2021-10-31-10-21,,,,,,,,,,7,0,,,
Alshifa Hospital,18,0,18,Private,2021-10-31-08-46,4,0,4,2,0,2,6,0,6,8,0,11,6,5
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-10-31-16-25,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-10-31-13-24,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-10-31-11-59,,,,,,,,,,1,23,5,3,2
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-10-31-12-59,4,0,4,,,,4,0,4,1,0,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-10-28-08-45,5,0,5,,,,5,0,5,0,6,,,
Arya Hospital,24,0,24,Private,2021-10-31-12-14,10,0,10,2,0,2,12,0,12,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-10-31-10-25,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-10-31-13-30,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-10-31-13-32,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-10-31-06-36,18,0,18,2,0,2,20,0,20,0,23,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-10-31-13-11,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-10-31-09-46,,,,,,,,,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-10-31-08-05,,,,14,0,14,14,0,14,6,0,8,5,3
Base Hospital Delhi Cantt,500,5,495,Central Government,2021-10-31-09-02,,,,50,1,49,50,1,49,2,12,,,
Batra Hospital,50,0,50,Private,2021-10-31-04-29,,,,5,0,5,5,0,5,0,23,60,56,4
"Bensups Hospital, Dwarka",30,0,30,Private,2021-10-31-07-39,12,0,12,3,0,3,15,0,15,5,10,,,
