name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,0,22,Private,2021-10-30-09-17,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,12,0,12,Private,2021-10-30-17-19,1,0,1,1,0,1,2,0,2,,,10,2,8
Ace Hospital,30,0,30,Private,2021-10-21-17-12,4,0,4,,,,4,0,4,,,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-10-30-11-32,,,,5,0,5,5,0,5,12,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-10-30-09-04,,,,,,,,,,6,0,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-10-30-17-20,,,,100,0,100,100,0,100,0,23,,,
"AIIMS, Trauma Delhi",94,7,87,Central Government,2021-10-30-05-47,,,,32,6,26,32,6,26,,,,,
"Akash Healthcare, Dwarka",20,0,20,Private,2021-10-30-17-10,10,0,10,,,,10,0,10,0,16,58,0,58
All India Institute of Ayurveda,21,0,21, ,2021-10-30-10-42,,,,,,,,,,7,0,,,
Alshifa Hospital,18,0,18,Private,2021-10-30-15-39,4,0,4,2,0,2,6,0,6,3,0,11,8,3
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-10-30-16-48,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-10-30-09-05,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-10-30-10-23,,,,,,,,,,1,23,5,5,0
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-10-30-10-44,4,0,4,,,,4,0,4,1,0,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-10-28-08-45,5,0,5,,,,5,0,5,0,6,,,
Arya Hospital,24,0,24,Private,2021-10-30-13-53,10,0,10,2,0,2,12,0,12,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-10-30-09-11,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-10-30-09-36,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-10-30-09-53,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-10-30-06-03,18,0,18,2,0,2,20,0,20,0,23,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-10-30-17-18,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-10-24-09-38,,,,,,,,,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-10-30-08-13,,,,14,0,14,14,0,14,7,0,8,5,3
Base Hospital Delhi Cantt,500,7,493,Central Government,2021-10-30-07-17,,,,50,2,48,50,2,48,2,12,,,
Batra Hospital,50,0,50,Private,2021-10-30-09-26,,,,5,0,5,5,0,5,0,23,60,54,6
"Bensups Hospital, Dwarka",30,0,30,Private,2021-10-30-09-09,12,0,12,3,0,3,15,0,15,5,10,,,
BH SALVAS HOSPITAL,10,0,10,Private,2021-10-30-08-26,2,0,2,1,0,1,3,0,3,0,20,10,0,10
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-10-30-17-15,13,0,13,2,0,2,15,0,15,0,10,5,5,0
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-10-30-17-17,1,0,1,,,,1,0,1,6,12,5,3,2
Bimla Devi Hospital,10,0,10,Private,2021-10-30-07-06,,,,,,,,,,4,0,6,0,6
"BLK Hospital, Pusa Road",140,4,136,Private,2021-10-30-13-21,21,0,21,7,0,7,28,0,28,7,0,90,90,0
"Brahm Shakti Hospital, Budh Vihar",10,0,10,Private,2021-10-30-08-47,,,,1,0,1,1,0,1,2,12,19,8,11
Burari Hospital,300,1,299,Delhi Government,2021-10-30-07-12,70,0,70,30,0,30,100,0,100,7,12,,,
C M PATEL HOSPITAL,15,0,15,Private,2021-10-30-11-26,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,7,0,,,
CBR Hospital,20,0,20,Private,2021-10-30-11-00,3,0,3,,,,3,0,3,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-10-30-17-21,5,0,5,1,0,1,6,0,6,1,19,3,0,3
Central Hospital,16,0,16,Private,2021-10-30-15-51,,,,4,0,4,4,0,4,0,3,4,4,0
Chaudhri Bram Prakash Aurvedic Charak Sansthan,100,0,100,Delhi Government,2021-10-30-09-20,,,,,,,,,,41,0,,,
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-10-30-09-55,,,,,,,,,,27,13,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,0,596,Delhi Government,2021-10-30-09-14,,,,,,,,,,2,13,,,
covid care center-Sultanpuri,1200,0,1200,Delhi Government,2021-10-29-10-39,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,0,50,Delhi Government,2021-10-30-09-14,,,,,,,,,,5,23,,,
Covid Care Center Narela,50,0,50,Delhi Government,2021-10-30-10-04,,,,,,,,,,,,,,
"Cygnus MLS, Rama Vihar",27,0,27,Private,2021-10-30-17-04,,,,5,0,5,5,0,5,2,0,19,9,10
"Cygnus Sonia Hospital, Nangloi",6,0,6,Private,2021-10-30-14-11,5,0,5,1,0,1,6,0,6,0,17,18,15,3
Deen Dayal Upadhyay hospital,100,0,100,Delhi Government,2021-10-30-16-05,,,,25,0,25,25,0,25,0,10,43,43,0
Deep Chand Bandhu,100,0,100,Delhi Government,2021-10-30-17-17,,,,25,0,25,25,0,25,2,15,10,8,2
Delhi global hospital,3,0,3,Private,2021-10-30-08-15,3,0,3,,,,3,0,3,1,23,4,1,3
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-10-30-10-44,3,0,3,2,0,2,5,0,5,3,14,34,16,18
Delhi multi speciality hospital,2,0,2,Private,2021-10-30-06-59,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",35,0,35,Private,2021-10-30-16-02,13,0,13,5,0,5,18,0,18,1,8,8,8,0
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-10-30-11-07,4,0,4,1,0,1,5,0,5,0,23,5,0,5
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,0,20,Private,2021-10-30-11-18,,,,2,0,2,2,0,2,1,20,8,8,0
Dr Baba Saheb Ambedkar Hospital,110,1,109,Delhi Government,2021-10-30-08-59,1,0,1,30,1,29,31,1,30,1,7,24,14,10
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-10-30-10-22,1,0,1,,,,1,0,1,,,2,0,2
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-10-30-11-31,,,,,,,,,,3,12,5,5,0
ESIC hospital Okhla,20,0,20,Central Government,2021-10-30-09-36,,,,2,0,2,2,0,2,3,7,15,7,8
"Fortis Escorts Heart Institute, Okhla",31,0,31,Private,2021-10-30-16-47,5,0,5,3,0,3,8,0,8,2,3,16,13,3
