name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,25,0,25,Private,2021-08-14-10-13,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,12,0,12,Private,2021-08-14-17-16,1,0,1,1,0,1,2,0,2,,,10,2,8
Ace Hospital,30,0,30,Private,2021-08-14-11-52,4,0,4,,,,4,0,4,,,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-08-14-16-21,,,,5,0,5,5,0,5,12,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-08-14-09-10,,,,,,,,,,6,0,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-08-14-17-25,,,,100,0,100,100,0,100,0,23,,,
AIIMS Main Delhi,13,0,13,Central Government,2021-08-14-16-05,,,,,,,,,,3,0,92,83,9
"AIIMS, Trauma Delhi",294,19,275,Central Government,2021-08-14-16-33,,,,71,13,58,71,13,58,,,,,
"Akash Healthcare, Dwarka",60,1,59,Private,2021-08-14-17-19,30,1,29,10,0,10,40,1,39,0,16,28,0,28
All India Institute of Ayurveda,21,0,21, ,2021-08-14-10-49,,,,,,,,,,7,0,,,
Alshifa Hospital,18,0,18,Private,2021-08-14-10-39,4,0,4,2,0,2,6,0,6,15,0,11,5,6
Ambedkar Nagar hospital,200,1,199,Delhi Government,2021-08-14-17-19,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-08-14-15-17,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-08-14-11-30,,,,,,,,,,1,23,5,5,0
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-08-14-09-26,4,0,4,,,,4,0,4,1,0,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-08-14-09-37,5,0,5,,,,5,0,5,0,6,,,
Arya Hospital,24,0,24,Private,2021-08-14-10-17,8,0,8,2,0,2,10,0,10,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-08-14-10-47,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-08-14-13-17,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-08-14-10-12,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-08-14-07-32,18,0,18,2,0,2,20,0,20,0,23,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-08-14-16-25,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-08-14-08-13,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",10,0,10,Private,2021-08-14-06-55,,,,,,,,,,0,7,9,0,9
Bara Hindurao Hospital,250,7,243,Central Government,2021-08-14-09-58,,,,14,0,14,14,0,14,1,6,4,2,2
Base Hospital Delhi Cantt,500,22,478,Central Government,2021-08-14-07-10,,,,50,2,48,50,2,48,2,12,,,
Batra Hospital,148,0,148,Private,2021-08-14-09-25,3,0,3,5,0,5,8,0,8,0,23,52,45,7
"Bensups Hospital, Dwarka",30,0,30,Private,2021-08-14-12-01,12,0,12,3,0,3,15,0,15,5,10,,,
BH SALVAS HOSPITAL,10,0,10,Private,2021-08-14-10-30,2,0,2,1,0,1,3,0,3,0,20,10,0,10
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-08-14-15-43,13,0,13,2,0,2,15,0,15,0,10,5,5,0
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-08-14-17-15,1,0,1,,,,1,0,1,6,12,5,1,4
Bimla Devi Hospital,10,0,10,Private,2021-08-14-11-32,6,0,6,,,,6,0,6,4,0,4,0,4
"BLK Hospital, Pusa Road",140,2,138,Private,2021-08-14-15-30,21,0,21,7,1,6,28,1,27,5,0,90,90,0
"Brahm Shakti Hospital, Budh Vihar",30,0,30,Private,2021-08-14-10-35,5,0,5,1,0,1,6,0,6,2,12,17,10,7
Burari Hospital,300,0,300,Delhi Government,2021-08-14-07-53,70,0,70,30,0,30,100,0,100,7,12,,,
C M PATEL HOSPITAL,15,0,15,Private,2021-08-14-10-49,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,7,0,,,
CBR Hospital,20,0,20,Private,2021-08-14-13-32,3,0,3,,,,3,0,3,,,,,
