name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-07-28-09-22,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-07-29-09-41,1,0,1,1,0,1,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-07-29-10-34,,,,,,,6,0,,,,,,
AIIMS Main Delhi,33,19,14,Central Government,2021-07-29-09-28,,,,,,,4,8,133,103,30,,,
"AIIMS, Trauma Delhi",21,1,20,Central Government,2021-07-29-00-23,,,,21,1,20,,,,,,21,1,20
"Akash Healthcare, Dwarka",20,1,19,Private,2021-07-29-09-59,5,0,5,7,0,7,0,16,44,31,13,2,0,2
Alshifa Hospital,18,1,17,Private,2021-07-29-15-19,3,0,3,5,0,5,12,0,11,2,9,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-29-14-37,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-07-29-08-28,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-07-29-15-55,3,0,3,3,0,3,1,23,5,1,4,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-07-29-09-42,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-07-29-10-34,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-07-29-11-53,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-07-29-14-38,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-07-29-00-18,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,2,8,Private,2021-07-29-07-05,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-07-29-10-38,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-07-29-09-15,,,,14,0,14,4,18,8,6,2,14,0,14
Base Hospital Delhi Cantt,500,9,491,Central Government,2021-07-29-08-52,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,1,49,Private,2021-07-29-09-54,9,1,8,11,1,10,0,23,99,54,45,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-07-29-10-27,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-07-29-09-11,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,1,8,Private,2021-07-29-16-04,2,0,2,3,0,3,2,15,7,3,4,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,1,9,Private,2021-07-29-17-01,2,0,2,3,0,3,0,10,17,14,3,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,1,13,Private,2021-07-29-08-42,1,0,1,1,0,1,6,12,5,0,5,,,
Bimla Devi Hospital,10,0,10,Private,2021-07-29-10-06,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,6,41,Private,2021-07-29-12-35,9,1,8,12,3,9,1,0,106,106,0,3,2,1
"Brahm Shakti Hospital, Budh Vihar",31,0,31,Private,2021-07-29-10-40,1,0,1,1,0,1,2,12,3,3,0,,,
Burari Hospital,600,4,596,Delhi Government,2021-07-29-11-00,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-07-29-11-16,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-07-29-17-04,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,1,3,Private,2021-07-29-15-26,,,,2,0,2,0,4,6,6,0,2,0,2
"Cygnus MLS, Rama Vihar",9,0,9,Private,2021-07-29-17-02,1,0,1,1,0,1,75,0,15,7,8,,,
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-07-29-15-33,,,,1,0,1,0,17,18,14,4,1,0,1
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-07-29-15-59,,,,,,,3,10,61,61,0,,,
Deep Chand Bandhu,50,4,46,Delhi Government,2021-07-29-08-03,,,,,,,3,15,10,7,3,,,
Delhi global hospital,3,0,3,Private,2021-07-29-11-17,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,1,9,Private,2021-07-29-09-43,1,0,1,2,0,2,3,4,37,20,17,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-07-29-09-01,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,0,20,Private,2021-07-29-14-20,,,,5,0,5,1,8,21,20,1,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-07-29-11-27,4,0,4,5,0,5,3,16,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,0,10,Private,2021-07-29-09-32,,,,,,,,,,,,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",15,0,15,Private,2021-07-29-09-25,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,2,48,Delhi Government,2021-07-29-16-42,,,,6,1,5,4,0,19,12,7,6,1,5
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-07-29-12-09,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-07-29-09-29,,,,,,,1,11,,,,,,
East Delhi Medical Centre Mansarover Park,5,0,5,Private,2021-07-29-10-52,,,,,,,1,20,5,4,1,,,
ESIC Hospital Jhilmil,20,0,20,Central Government,2021-07-29-09-48,5,0,5,5,0,5,10,8,5,5,0,,,
ESIC hospital Okhla,22,1,21,Central Government,2021-07-29-11-02,,,,2,0,2,13,0,15,5,10,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,6,25,Private,2021-07-29-16-11,5,1,4,8,2,6,2,3,16,13,3,3,1,2
"Fortis Hospital, Shalimar Bagh",26,5,21,Private,2021-07-29-09-29,4,2,2,6,2,4,3,23,72,60,12,2,0,2
"Fortis SS Hospital, Vasant Kunj",64,4,60,Private,2021-07-29-09-58,18,3,15,22,3,19,2,23,33,27,6,4,0,4
