name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,19,3,Private,2021-05-17-17-14,3,3,0,2,2,0,5,5,0,0,8,,,
AASTHA HOSPITAL,40,32,8,Private,2021-05-17-17-55,8,7,1,2,1,1,10,8,2,0,7,2,1,1
Acharyashree Bhikshu Govt. Hospital,150,42,108,Delhi Government,2021-05-17-20-03,,,,30,17,13,30,17,13,0,18,,,
AIIMS Jhajjar,400,249,151,Central Government,2021-05-17-18-22,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,181,121,Central Government,2021-05-17-17-03,29,29,0,43,38,5,72,67,5,0,10,72,41,31
"AIIMS, Trauma Delhi",294,281,13,Central Government,2021-05-17-16-45,,,,71,69,2,71,69,2,,,,,
"Akash Healthcare, Dwarka",230,230,0,Private,2021-05-17-17-21,14,14,0,40,40,0,54,54,0,0,15,17,17,0
Alshifa Hospital,50,50,0,Private,2021-05-17-12-55,16,16,0,3,3,0,19,19,0,1,15,,,
AMAR LEELA HOSPITAL PVT LTD,30,17,13,Private,2021-05-17-09-50,,,,,,,,,,1,4,8,8,0
Ambedkar Nagar hospital,400,92,308,Delhi Government,2021-05-17-20-20,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,5,5,Private,2021-05-17-18-02,,,,,,,,,,0,16,,,
"Ansari Hospital, Sagarpur",40,24,16,Private,2021-05-17-19-34,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,19,9,Private,2021-05-17-07-35,4,4,0,,,,4,4,0,0,3,4,4,0
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-17-17-28,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,6,25,Private,2021-05-17-18-00,7,4,3,,,,7,4,3,,,,,
ARK Hospital,30,6,24,Private,2021-05-17-09-39,5,4,1,,,,5,4,1,1,3,20,0,20
Arogya Hospital,30,21,9,Private,2021-05-17-10-49,10,10,0,,,,10,10,0,0,20,,,
Arya Hospital,24,20,4,Private,2021-05-17-14-51,8,8,0,2,2,0,10,10,0,0,10,,,
Ashray Medical Centre,12,5,7,Private,2021-05-17-11-15,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-17-13-11,,,,,,,,,,4,0,,,
Astha Hospital,10,1,9,Private,2021-05-17-09-39,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",118,105,13,Private,2021-05-17-17-22,23,23,0,7,7,0,30,30,0,0,6,,,
"B.M. Gupta Hospital, Uttam Nagar",70,51,19,Private,2021-05-17-17-31,19,19,0,1,1,0,20,20,0,0,7,,,
Balak Ram Hospital,100,1,99,Delhi Government,2021-05-17-08-18,,,,,,,,,,2,0,,,
"Bansal Global Hospital, Jahangirpuri",60,21,39,Private,2021-05-17-08-29,9,3,6,1,1,0,10,4,6,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,34,6,Private,2021-05-17-11-39,8,6,2,2,2,0,10,8,2,,,,,
Bara Hindurao Hospital,250,180,70,Central Government,2021-05-17-10-24,,,,10,10,0,10,10,0,2,0,,,
Base Hospital Delhi Cantt,500,480,20,Central Government,2021-05-17-06-44,,,,50,45,5,50,45,5,1,12,,,
Batra Hospital,300,180,120,Private,2021-05-17-09-06,18,18,0,20,20,0,38,38,0,0,23,12,12,0
