name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-16-12-26,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,1,18,Private,2021-01-16-17-21,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Acharyashree Bhikshu Govt. Hospital,150,1,149,Delhi Government,2021-01-16-14-38,,,,30,0,30,12,0,,,,30,0,30
Adarsh Multispeciality Hospital & Trauma Centre,10,1,9,Private,2021-01-16-09-51,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,129,62,67,Central Government,2021-01-16-16-42,,,,44,5,39,4,14,93,73,20,44,5,39
"AIIMS, Trauma Delhi",177,141,36,Central Government,2021-01-16-06-19,,,,41,33,8,,,,,,41,33,8
"Akash Healthcare, Dwarka",79,35,44,Private,2021-01-16-16-48,21,18,3,24,21,3,0,16,44,33,11,3,3,0
Alshifa Hospital,18,6,12,Private,2021-01-16-10-55,4,0,4,6,1,5,4,0,11,3,8,2,1,1
Ambedkar Nagar hospital,300,11,289,Delhi Government,2021-01-16-17-31,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-16-09-16,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,5,15,Private,2021-01-16-14-37,5,0,5,5,0,5,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-16-09-57,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,3,3,0,Private,2021-01-16-12-53,,,,,,,0,21,4,0,4,,,
Arya Hospital,24,1,23,Private,2021-01-16-13-17,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-16-11-55,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-16-11-00,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,22,19,Private,2021-01-16-01-34,8,2,6,10,3,7,0,18,20,15,5,2,1,1
"B.M. Gupta Hospital, Uttam Nagar",40,4,36,Private,2021-01-16-14-08,2,0,2,3,0,3,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,4,16,Private,2021-01-16-10-27,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-01-16-09-12,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,20,230,Central Government,2021-01-16-10-42,,,,14,0,14,7,18,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,214,286,Central Government,2021-01-16-08-00,,,,50,8,42,2,12,,,,50,8,42
Batra Hospital,200,31,169,Private,2021-01-16-10-23,39,8,31,44,8,36,0,23,66,44,22,5,0,5
"Bensups Hospital, Dwarka",25,0,25,Private,2021-01-16-11-13,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,0,22,Private,2021-01-16-12-51,5,0,5,7,0,7,4,20,5,0,5,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,17,17,Private,2021-01-16-10-02,6,5,1,7,5,2,2,21,3,3,0,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",20,0,20,Private,2021-01-16-13-12,5,0,5,5,0,5,0,20,6,2,4,,,
"Bhagwati Hospital, Rohini",40,10,30,Private,2021-01-16-16-44,7,3,4,8,3,5,0,10,10,10,0,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-01-16-17-15,1,0,1,1,0,1,6,12,5,2,3,,,
Bimla Devi Hospital,10,1,9,Private,2021-01-16-08-27,5,0,5,7,0,7,4,0,7,0,7,2,0,2
"BLK Hospital, Pusa Road",186,51,135,Private,2021-01-16-15-54,39,17,22,47,25,22,6,0,80,80,0,8,8,0
"Brahm Shakti Hospital, Budh Vihar",40,2,38,Private,2021-01-16-10-55,4,1,3,5,1,4,2,12,7,5,2,1,0,1
Burari Hospital,800,31,769,Delhi Government,2021-01-16-09-21,145,3,142,195,4,191,7,12,,,,50,1,49
C M PATEL HOSPITAL,3,1,2,Private,2021-01-16-10-17,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,1,19,Private,2021-01-16-17-04,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,10,6,4,Private,2021-01-16-17-08,2,2,0,4,2,2,0,3,4,4,0,2,0,2
"Cygnus MLS, Rama Vihar",34,7,27,Private,2021-01-16-09-45,8,0,8,9,0,9,15,0,15,6,9,1,0,1
"Cygnus Sonia Hospital, Nangloi",28,8,20,Private,2021-01-16-17-01,7,7,0,8,8,0,0,17,18,11,7,1,1,0
Deen Dayal Upadhyay hospital,150,31,119,Delhi Government,2021-01-16-16-02,50,0,50,100,10,90,5,15,43,43,0,50,10,40
Deep Chand Bandhu,150,26,124,Delhi Government,2021-01-16-13-27,50,0,50,75,4,71,3,12,10,2,8,25,4,21
Delhi global hospital,3,0,3,Private,2021-01-16-06-37,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",42,12,30,Private,2021-01-16-11-01,13,4,9,15,5,10,7,2,24,19,5,2,1,1
Delhi multi speciality hospital,2,0,2,Private,2021-01-16-10-32,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",80,18,62,Private,2021-01-16-16-02,13,6,7,18,6,12,1,8,8,0,8,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,1,20,Private,2021-01-16-11-18,4,0,4,5,0,5,3,23,5,0,5,1,0,1
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",22,5,17,Private,2021-01-16-13-55,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,150,39,111,Delhi Government,2021-01-16-12-39,,,,75,12,63,4,0,12,12,0,75,12,63
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-01-16-10-22,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-01-16-15-29,,,,,,,1,4,,,,,,
East Delhi Medical Centre Mansarover Park,20,1,19,Private,2021-01-16-11-42,2,1,1,2,1,1,2,20,5,2,3,,,
Eden Hospital,5,2,3,Private,2021-01-16-07-24,,,,,,,1,23,,,,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-01-16-11-24,,,,,,,5,7,5,5,0,,,
ESIC hospital Okhla,48,8,40,Central Government,2021-01-16-11-20,,,,2,0,2,15,0,15,3,12,2,0,2
"Fortis Escorts Heart Institute, Okhla",123,32,91,Private,2021-01-16-09-05,21,9,12,27,10,17,2,3,16,13,3,6,1,5
"Fortis Hospital, Shalimar Bagh",105,47,58,Private,2021-01-16-16-02,26,25,1,32,31,1,3,23,46,44,2,6,6,0
"Fortis SS Hospital, Vasant Kunj",64,16,48,Private,2021-01-16-16-39,20,9,11,22,9,13,2,23,33,20,13,2,0,2
Galaxy Hospital,8,1,7,Private,2021-01-16-01-15,2,0,2,2,0,2,5,0,1,0,1,,,
"Gandhi Nursing Home, Uttam Nagar",30,20,10,Private,2021-01-16-11-58,10,9,1,12,10,2,1,12,15,10,5,2,1,1
