name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,0,22,Private,2021-06-24-13-40,3,0,3,2,0,2,5,0,5,0,22,,,
AASTHA HOSPITAL,40,1,39,Private,2021-06-25-16-13,8,1,7,2,0,2,10,1,9,1,0,2,2,0
Ace Hospital,30,0,30,Private,2021-06-25-11-50,4,0,4,,,,4,0,4,,,26,0,26
Acharyashree Bhikshu Govt. Hospital,150,0,150,Delhi Government,2021-06-25-15-54,,,,30,0,30,30,0,30,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-06-25-09-44,,,,,,,,,,7,0,,,
AIIMS Jhajjar,400,59,341,Central Government,2021-06-25-08-44,,,,100,59,41,100,59,41,0,23,,,
AIIMS Main Delhi,70,0,70,Central Government,2021-06-25-16-42,14,0,14,43,0,43,57,0,57,2,12,87,61,26
"AIIMS, Trauma Delhi",294,102,192,Central Government,2021-06-25-16-44,,,,71,48,23,71,48,23,,,,,
"Akash Healthcare, Dwarka",133,0,133,Private,2021-06-25-17-20,14,0,14,40,0,40,54,0,54,0,6,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-06-25-10-12,,,,,,,,,,7,0,,,
Alshifa Hospital,49,19,30,Private,2021-06-25-09-31,15,6,9,4,0,4,19,6,13,0,12,,,
Ambedkar Nagar hospital,600,1,599,Delhi Government,2021-06-25-17-24,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-06-25-16-01,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-06-25-13-24,3,0,3,2,0,2,5,0,5,1,23,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-06-25-09-53,4,0,4,,,,4,0,4,1,2,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-06-25-09-56,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,0,31,Private,2021-06-25-15-19,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-06-25-08-15,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,6,0,6,Private,2021-06-24-12-27,6,0,6,,,,6,0,6,0,15,4,4,0
Arya Hospital,24,0,24,Private,2021-06-25-16-06,8,0,8,2,0,2,10,0,10,4,0,10,0,10
Ashray Medical Centre,12,0,12,Private,2021-06-25-10-10,2,0,2,,,,2,0,2,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-06-25-08-50,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-06-25-10-35,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-06-25-16-39,18,0,18,2,0,2,20,0,20,0,22,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",70,0,70,Private,2021-06-25-15-52,19,0,19,1,0,1,20,0,20,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-06-25-08-12,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-06-25-00-05,9,0,9,1,0,1,10,0,10,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,0,40,Private,2021-06-25-07-09,8,0,8,2,0,2,10,0,10,,,,,
Bara Hindurao Hospital,250,5,245,Central Government,2021-06-25-09-39,,,,10,2,8,10,2,8,34,0,,,
Base Hospital Delhi Cantt,500,19,481,Central Government,2021-06-25-06-44,,,,50,4,46,50,4,46,2,12,,,
Batra Hospital,300,1,299,Private,2021-06-25-14-03,18,0,18,15,0,15,33,0,33,0,23,12,12,0
"Bensups Hospital, Dwarka",30,0,30,Private,2021-06-25-16-50,12,0,12,3,0,3,15,0,15,5,10,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-06-25-12-18,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",10,0,10,Private,2021-06-25-16-01,5,0,5,2,0,2,7,0,7,1,18,10,10,0
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,0,40,Private,2021-06-25-16-26,10,0,10,1,0,1,11,0,11,0,20,,,
"Bhagwati Hospital, Rohini",130,0,130,Private,2021-06-25-15-42,13,0,13,2,0,2,15,0,15,0,10,,,
"Bhatia Global Hospital, Paschim Vihar",33,0,33,Private,2021-06-25-13-44,3,0,3,,,,3,0,3,4,20,3,3,0
Bimla Devi Hospital,10,0,10,Private,2021-06-25-15-38,,,,,,,,,,4,0,,,
"BLK Hospital, Pusa Road",317,7,310,Private,2021-06-25-17-29,68,3,65,7,1,6,75,4,71,8,0,43,43,0
"Brahm Shakti Hospital, Budh Vihar",80,0,80,Private,2021-06-25-11-06,9,0,9,2,0,2,11,0,11,2,22,2,2,0
Burari Hospital,700,7,693,Delhi Government,2021-06-25-15-51,85,7,78,30,0,30,115,7,108,2,0,,,
C M PATEL HOSPITAL,15,0,15,Private,2021-06-24-11-05,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,7,0,,,
CAREWELL MEDICAL CENTRE,8,0,8,Private,2021-06-25-10-16,,,,,,,,,,0,12,,,
CBR Hospital,25,10,15,Private,2021-06-25-11-58,3,3,0,,,,3,3,0,1,7,,,
