name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,2,20,Private,2021-06-05-13-11,3,0,3,2,1,1,5,1,4,0,12,,,
AASTHA HOSPITAL,40,1,39,Private,2021-06-06-10-34,8,1,7,2,0,2,10,1,9,0,7,2,2,0
Ace Hospital,20,0,20,Private,2021-06-05-12-32,4,0,4,,,,4,0,4,,,16,0,16
Acharyashree Bhikshu Govt. Hospital,150,3,147,Delhi Government,2021-06-06-09-47,,,,30,3,27,30,3,27,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-06-06-08-39,,,,,,,,,,3,0,,,
AIIMS Jhajjar,400,103,297,Central Government,2021-06-06-09-36,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,99,62,37,Central Government,2021-06-06-10-17,14,4,10,43,37,6,57,41,16,2,21,87,61,26
"AIIMS, Trauma Delhi",294,138,156,Central Government,2021-06-06-05-53,,,,71,44,27,71,44,27,,,,,
"Akash Healthcare, Dwarka",133,50,83,Private,2021-06-06-07-34,14,4,10,40,40,0,54,44,10,0,12,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-06-05-08-33,,,,,,,,,,7,0,,,
Alshifa Hospital,50,10,40,Private,2021-06-06-08-38,15,3,12,4,1,3,19,4,15,2,22,,,
Ambedkar Nagar hospital,600,7,593,Delhi Government,2021-06-06-11-11,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-06-06-11-32,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-06-06-11-52,3,0,3,2,0,2,5,0,5,1,23,6,4,2
"Apex City Hospital, West Vinod Nagar",28,28,0,Private,2021-06-06-07-19,4,4,0,,,,4,4,0,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-06-05-09-31,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,0,31,Private,2021-06-06-09-47,7,0,7,,,,7,0,7,,,,,
