name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-22-09-39,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,1,18,Private,2021-01-22-17-18,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Ace Hospital,6,1,5,Private,2021-01-22-14-25,3,1,2,3,1,2,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,4,6,Private,2021-01-22-10-40,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,100,52,48,Central Government,2021-01-22-17-35,,,,15,15,0,3,14,93,63,30,15,15,0
"AIIMS, Trauma Delhi",265,182,83,Central Government,2021-01-23-05-46,,,,71,52,19,,,,,,71,52,19
"Akash Healthcare, Dwarka",79,39,40,Private,2021-01-22-17-55,14,11,3,24,13,11,0,16,44,33,11,10,2,8
Alshifa Hospital,18,2,16,Private,2021-01-22-10-12,4,1,3,6,1,5,7,0,11,5,6,2,0,2
Ambedkar Nagar hospital,300,12,288,Delhi Government,2021-01-23-05-21,40,1,39,50,1,49,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-22-10-56,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-01-22-20-49,5,0,5,5,0,5,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-22-09-50,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,4,0,4,Private,2021-01-22-12-31,,,,,,,0,21,4,2,2,,,
Arya Hospital,24,0,24,Private,2021-01-22-10-14,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-22-13-23,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-22-11-13,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,22,19,Private,2021-01-23-01-17,8,2,6,10,3,7,0,18,20,15,5,2,1,1
"B.M. Gupta Hospital, Uttam Nagar",40,4,36,Private,2021-01-23-05-33,2,0,2,3,0,3,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,3,17,Private,2021-01-22-10-36,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-01-22-07-29,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,14,236,Central Government,2021-01-22-09-37,,,,14,0,14,4,0,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,224,276,Central Government,2021-01-22-06-53,,,,50,7,43,2,12,,,,50,7,43
Batra Hospital,200,33,167,Private,2021-01-22-11-34,39,5,34,44,5,39,0,23,66,39,27,5,0,5
