name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-09-10-09-26,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-09-11-10-53,1,0,1,1,0,1,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-09-11-10-10,,,,,,,6,0,,,,,,
AIIMS Main Delhi,38,11,27,Central Government,2021-09-11-09-38,,,,,,,4,8,133,93,40,,,
"AIIMS, Trauma Delhi",21,0,21,Central Government,2021-09-11-05-57,,,,21,0,21,,,,,,21,0,21
"Akash Healthcare, Dwarka",20,0,20,Private,2021-09-11-07-57,5,0,5,7,0,7,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-09-11-09-42,6,0,6,8,0,8,9,0,14,3,11,2,0,2
Ambedkar Nagar hospital,200,1,199,Delhi Government,2021-09-11-15-25,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-09-11-07-34,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-09-11-07-39,3,0,3,3,0,3,1,23,5,5,0,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-09-11-10-11,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-09-11-09-49,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-09-11-10-57,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-09-10-10-29,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-09-11-01-12,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-09-11-06-51,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-09-10-10-22,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-09-11-10-51,,,,14,0,14,4,0,8,7,1,14,0,14
Base Hospital Delhi Cantt,500,4,496,Central Government,2021-09-10-08-51,,,,50,0,50,2,12,,,,50,0,50
