name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,18,4,Private,2021-05-15-15-13,3,3,0,2,2,0,5,5,0,0,8,,,
AASTHA HOSPITAL,40,36,4,Private,2021-05-15-22-56,8,7,1,2,2,0,10,9,1,0,7,2,2,0
Acharyashree Bhikshu Govt. Hospital,150,47,103,Delhi Government,2021-05-15-23-08,16,16,0,9,9,0,25,25,0,0,18,,,
AIIMS Jhajjar,400,280,120,Central Government,2021-05-15-18-35,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,185,117,Central Government,2021-05-15-17-51,29,29,0,43,35,8,72,64,8,0,11,72,41,31
"AIIMS, Trauma Delhi",294,271,23,Central Government,2021-05-15-05-26,,,,71,69,2,71,69,2,,,,,
"Akash Healthcare, Dwarka",261,261,0,Private,2021-05-15-17-15,14,14,0,40,40,0,54,54,0,0,9,17,17,0
Alshifa Hospital,50,50,0,Private,2021-05-15-16-00,16,16,0,3,3,0,19,19,0,1,7,,,
AMAR LEELA HOSPITAL PVT LTD,30,18,12,Private,2021-05-15-10-57,,,,,,,,,,1,12,8,5,3
Ambedkar Nagar hospital,400,100,300,Delhi Government,2021-05-16-03-00,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,8,2,Private,2021-05-16-05-02,1,1,0,,,,1,1,0,0,21,,,
"Ansari Hospital, Sagarpur",40,28,12,Private,2021-05-15-21-15,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,20,8,Private,2021-05-15-07-21,4,4,0,,,,4,4,0,0,3,4,4,0
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-15-08-49,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,8,23,Private,2021-05-15-19-04,7,5,2,,,,7,5,2,,,,,
