name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-31-11-43,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,1,18,Private,2021-01-31-14-25,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Ace Hospital,6,0,6,Private,2021-01-31-06-30,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,1,9,Private,2021-01-31-09-04,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,100,40,60,Central Government,2021-01-31-16-45,,,,15,15,0,5,21,93,66,27,15,15,0
"AIIMS, Trauma Delhi",265,181,84,Central Government,2021-01-31-05-42,,,,71,52,19,,,,,,71,52,19
"Akash Healthcare, Dwarka",79,15,64,Private,2021-01-31-14-56,14,3,11,24,3,21,0,16,44,31,13,10,0,10
Alshifa Hospital,18,1,17,Private,2021-01-31-10-04,4,0,4,6,0,6,8,0,11,5,6,2,0,2
Ambedkar Nagar hospital,300,4,296,Delhi Government,2021-01-31-16-29,40,2,38,50,2,48,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-31-10-30,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-01-31-07-36,5,0,5,5,0,5,1,23,5,3,2,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-31-09-46,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,4,0,4,Private,2021-01-31-11-23,,,,,,,0,21,4,1,3,,,
Arya Hospital,24,0,24,Private,2021-01-31-09-52,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-31-09-48,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-31-11-01,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,16,25,Private,2021-01-31-01-43,8,2,6,10,3,7,0,18,20,15,5,2,1,1
"B.M. Gupta Hospital, Uttam Nagar",40,1,39,Private,2021-01-31-16-19,2,0,2,3,0,3,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-01-31-12-39,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-01-31-07-22,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,2,248,Central Government,2021-01-31-10-10,,,,14,0,14,3,12,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,177,323,Central Government,2021-01-31-06-47,,,,50,7,43,2,12,,,,50,7,43
Batra Hospital,200,24,176,Private,2021-01-31-10-14,39,8,31,44,11,33,0,23,66,45,21,5,3,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-01-31-11-48,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-01-31-09-26,5,0,5,7,0,7,4,20,5,0,5,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,4,30,Private,2021-01-31-16-19,6,4,2,7,4,3,2,15,3,3,0,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",20,0,20,Private,2021-01-31-09-12,5,0,5,5,0,5,0,20,6,3,3,,,
"Bhagwati Hospital, Rohini",40,6,34,Private,2021-01-31-15-58,7,3,4,8,3,5,0,10,10,10,0,1,0,1
"Bhatia Global Hospital, Paschim Vihar",20,0,20,Private,2021-01-31-15-28,2,0,2,2,0,2,6,12,4,0,4,,,
Bimla Devi Hospital,10,0,10,Private,2021-01-31-08-14,5,0,5,7,0,7,4,0,7,0,7,2,0,2
"BLK Hospital, Pusa Road",186,39,147,Private,2021-01-31-13-30,34,8,26,47,21,26,3,0,80,80,0,13,13,0
"Brahm Shakti Hospital, Budh Vihar",40,1,39,Private,2021-01-31-11-18,4,1,3,5,1,4,2,12,7,5,2,1,0,1
Burari Hospital,800,5,795,Delhi Government,2021-01-31-07-49,145,1,144,195,2,193,7,12,,,,50,1,49
C M PATEL HOSPITAL,3,0,3,Private,2021-01-31-11-04,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-01-31-14-02,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,10,1,9,Private,2021-01-31-16-08,2,1,1,4,1,3,0,3,4,3,1,2,0,2
"Cygnus MLS, Rama Vihar",34,0,34,Private,2021-01-31-16-29,8,0,8,9,0,9,15,0,15,6,9,1,0,1
"Cygnus Sonia Hospital, Nangloi",28,3,25,Private,2021-01-31-15-35,7,3,4,8,3,5,0,17,18,8,10,1,0,1
Deen Dayal Upadhyay hospital,150,21,129,Delhi Government,2021-01-31-16-00,50,11,39,100,21,79,3,16,43,0,43,50,10,40
Deep Chand Bandhu,150,15,135,Delhi Government,2021-01-31-15-22,50,0,50,75,4,71,3,12,10,2,8,25,4,21
Delhi global hospital,3,0,3,Private,2021-01-31-06-20,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",42,5,37,Private,2021-01-31-10-30,13,3,10,15,4,11,5,5,24,19,5,2,1,1
Delhi multi speciality hospital,2,0,2,Private,2021-01-31-09-26,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",80,7,73,Private,2021-01-31-15-58,13,4,9,18,4,14,1,8,8,0,8,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-01-31-11-09,4,0,4,5,0,5,3,23,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,2,8,Private,2021-01-31-12-11,,,,,,,,,,,,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",22,1,21,Private,2021-01-31-11-17,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,150,16,134,Delhi Government,2021-01-31-12-43,,,,75,6,69,4,0,12,12,0,75,6,69
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-01-31-09-55,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-01-31-15-28,,,,,,,0,21,,,,,,
East Delhi Medical Centre Mansarover Park,20,2,18,Private,2021-01-31-11-51,2,1,1,2,1,1,2,20,5,5,0,,,
Eden Hospital,5,3,2,Private,2021-01-29-13-50,,,,,,,1,23,,,,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-01-31-13-43,,,,,,,4,3,5,5,0,,,
ESIC hospital Okhla,48,2,46,Central Government,2021-01-31-09-26,,,,2,0,2,15,0,15,2,13,2,0,2
"Fortis Escorts Heart Institute, Okhla",123,17,106,Private,2021-01-31-16-02,21,6,15,27,7,20,2,3,16,13,3,6,1,5
"Fortis Hospital, Shalimar Bagh",105,26,79,Private,2021-01-31-16-22,26,15,11,32,19,13,4,23,46,42,4,6,4,2
"Fortis SS Hospital, Vasant Kunj",64,12,52,Private,2021-01-31-16-25,18,7,11,22,8,14,2,23,33,26,7,4,1,3
Galaxy Hospital,8,1,7,Private,2021-01-31-08-53,2,0,2,2,0,2,5,0,1,0,1,,,
"Gandhi Nursing Home, Uttam Nagar",30,7,23,Private,2021-01-31-10-34,10,5,5,12,5,7,1,12,15,5,10,2,0,2
"Garg Hospital, Karkardooma",22,1,21,Private,2021-01-31-16-32,2,0,2,2,0,2,10,0,2,1,1,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",40,0,40,Private,2021-01-31-10-01,7,0,7,8,0,8,1,23,10,3,7,1,0,1
"Goyal Hospital, Paschim Vihar",12,0,12,Private,2021-01-31-15-17,7,0,7,7,0,7,0,12,,,,,,
GTB Hospital,750,34,716,Delhi Government,2021-01-31-16-04,410,3,407,550,5,545,4,16,8,8,0,140,2,138
Gupta Multispecialty Hospital,14,4,10,Private,2021-01-31-12-21,,,,,,,2,0,4,0,4,,,
"Gupta Multispecialty Hospital, Vivek Vihar",20,5,15,Private,2021-01-31-09-35,2,0,2,2,0,2,3,23,4,3,1,,,
"HAHC Hospital, Hamdard Nagar",230,1,229,Private,2021-01-31-08-36,11,0,11,16,0,16,1,4,29,6,23,5,0,5
HANDA NURSING HOME,4,0,4,Private,2021-01-31-15-26,,,,,,,1,18,6,0,6,,,
Hardik Hospital,10,0,10,Private,2021-01-31-08-21,4,0,4,4,0,4,1,20,,,,,,
"Holy Family Hospital, Okhla",138,31,107,Private,2021-01-31-09-21,,,,23,14,9,1,0,18,18,0,23,14,9
"IBS Hospital, Lajpat Nagar",20,3,17,Private,2021-01-31-08-31,8,0,8,10,0,10,0,6,10,0,10,2,0,2
"Indian spinal injury centre,Vasant Kunj",80,20,60,Private,2021-01-31-16-16,6,5,1,12,7,5,1,10,10,7,3,6,2,4
"Indira Gandhi Hospital, Dwarka",1241,1,1240,Delhi Government,2021-01-31-09-20,85,0,85,330,0,330,3,0,,,,245,0,245
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",280,35,245,Private,2021-01-31-10-58,45,16,29,55,22,33,18,0,110,90,20,10,6,4
"Irene Hospital, Kalkaji",14,0,14,Private,2021-01-31-09-50,2,0,2,3,0,3,1,0,4,0,4,1,0,1
"Ishan Hospital, Rohini",13,0,13,Private,2021-01-31-08-21,5,0,5,5,0,5,0,23,1,0,1,,,
"Jain Hospital, Vikas Marg Extn.",21,12,9,Private,2021-01-31-10-48,7,1,6,7,1,6,0,23,6,3,3,,,
"Jaipur Golden Hospital, Rohini",97,17,80,Private,2021-01-31-00-23,28,7,21,34,10,24,0,12,53,32,21,6,3,3
Janakpuri Super Speciality Hospital Society,100,0,100,Delhi Government,2021-01-31-11-32,50,0,50,50,0,50,5,0,10,9,1,,,
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",40,1,39,Private,2021-01-31-13-07,1,0,1,2,0,2,3,21,,,,1,0,1
"Jeewan Mala Hospital, Rohtak Road",30,1,29,Private,2021-01-31-10-21,7,0,7,7,0,7,0,12,8,8,0,,,
"Jeewan Moti Khera Hospital, Nangloi",20,0,20,Private,2021-01-31-15-29,2,0,2,3,0,3,1,23,4,0,4,1,0,1
