name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,15,7,Private,2021-05-22-11-42,3,2,1,2,2,0,5,4,1,0,8,,,
AASTHA HOSPITAL,40,18,22,Private,2021-05-22-14-06,8,5,3,2,1,1,10,6,4,0,7,2,1,1
Acharyashree Bhikshu Govt. Hospital,150,26,124,Delhi Government,2021-05-22-13-25,,,,30,9,21,30,9,21,1,12,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-05-22-10-28,,,,,,,,,,1,0,,,
AIIMS Jhajjar,400,204,196,Central Government,2021-05-22-09-41,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,144,158,Central Government,2021-05-22-14-06,29,19,10,43,43,0,72,62,10,0,12,72,41,31
"AIIMS, Trauma Delhi",294,264,30,Central Government,2021-05-22-05-43,,,,71,59,12,71,59,12,,,,,
"Akash Healthcare, Dwarka",160,160,0,Private,2021-05-22-12-51,14,14,0,40,40,0,54,54,0,0,5,17,17,0
Alshifa Hospital,50,27,23,Private,2021-05-22-12-10,16,11,5,3,3,0,19,14,5,1,19,,,
Ambedkar Nagar hospital,450,53,397,Delhi Government,2021-05-22-13-38,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,1,9,Private,2021-05-22-10-33,1,1,0,,,,1,1,0,1,3,,,
"Ansari Hospital, Sagarpur",40,13,27,Private,2021-05-22-13-22,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,1,27,Private,2021-05-22-00-18,4,1,3,,,,4,1,3,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-22-08-26,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,3,28,Private,2021-05-22-13-49,7,3,4,,,,7,3,4,,,,,
ARK Hospital,30,0,30,Private,2021-05-22-09-57,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,20,16,4,Private,2021-05-22-10-36,10,6,4,,,,10,6,4,0,15,,,
Arya Hospital,24,4,20,Private,2021-05-22-10-16,8,0,8,2,0,2,10,0,10,4,23,,,
Ashray Medical Centre,12,0,12,Private,2021-05-22-10-55,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-22-09-53,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-05-22-09-42,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",118,78,40,Private,2021-05-22-12-54,23,21,2,7,7,0,30,28,2,0,8,,,
"B.M. Gupta Hospital, Uttam Nagar",70,21,49,Private,2021-05-22-12-25,19,12,7,1,0,1,20,12,8,0,6,,,
"Bansal Global Hospital, Jahangirpuri",60,15,45,Private,2021-05-22-12-09,9,4,5,1,0,1,10,4,6,0,7,1,1,0
"Bansal Hospital & Research Centre, New Friends Colony",40,14,26,Private,2021-05-22-12-06,8,1,7,2,2,0,10,3,7,,,,,
Bara Hindurao Hospital,250,140,110,Central Government,2021-05-22-09-41,,,,10,10,0,10,10,0,2,16,,,
Base Hospital Delhi Cantt,500,274,226,Central Government,2021-05-22-07-28,,,,50,46,4,50,46,4,1,12,,,
Batra Hospital,300,123,177,Private,2021-05-22-07-46,18,18,0,15,15,0,33,33,0,0,23,12,12,0
"Bensups Hospital, Dwarka",40,12,28,Private,2021-05-22-11-20,12,3,9,3,3,0,15,6,9,0,16,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-05-22-10-37,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,57,24,Private,2021-05-22-14-12,23,20,3,5,5,0,28,25,3,0,18,,,
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,24,16,Private,2021-05-22-13-18,10,10,0,1,1,0,11,11,0,0,6,,,
"Bhagwati Hospital, Rohini",130,27,103,Private,2021-05-22-13-42,13,12,1,2,2,0,15,14,1,0,7,,,
"Bhatia Global Hospital, Paschim Vihar",36,15,21,Private,2021-05-22-13-49,6,4,2,,,,6,4,2,0,8,,,
Bimla Devi Hospital,27,1,26,Private,2021-05-22-12-21,,,,,,,,,,3,0,3,2,1
"BLK Hospital, Pusa Road",317,159,158,Private,2021-05-22-13-30,55,55,0,20,20,0,75,75,0,1,16,43,43,0
"Brahm Shakti Hospital, Budh Vihar",70,40,30,Private,2021-05-22-14-09,9,5,4,2,2,0,11,7,4,0,17,,,
Burari Hospital,500,101,399,Delhi Government,2021-05-22-08-09,85,71,14,30,30,0,115,101,14,1,2,,,
C M PATEL HOSPITAL,15,1,14,Private,2021-05-22-09-11,,,,,,,,,,2,23,,,
