name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,0,22,Private,2021-10-23-10-53,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,12,0,12,Private,2021-10-24-17-21,1,0,1,1,0,1,2,0,2,,,10,2,8
Ace Hospital,30,0,30,Private,2021-10-21-17-12,4,0,4,,,,4,0,4,,,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-10-24-14-09,,,,5,0,5,5,0,5,12,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-10-24-09-22,,,,,,,,,,6,0,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-10-24-17-05,,,,100,0,100,100,0,100,0,23,,,
"AIIMS, Trauma Delhi",94,4,90,Central Government,2021-10-24-05-43,,,,32,4,28,32,4,28,,,,,
"Akash Healthcare, Dwarka",4,0,4,Private,2021-10-24-17-04,2,0,2,,,,2,0,2,0,16,66,0,66
All India Institute of Ayurveda,21,0,21, ,2021-10-24-10-42,,,,,,,,,,7,0,,,
Alshifa Hospital,18,0,18,Private,2021-10-24-10-17,4,0,4,2,0,2,6,0,6,9,0,11,9,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-10-24-17-01,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-10-24-13-01,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-10-24-16-53,,,,,,,,,,1,23,5,5,0
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-10-24-09-44,4,0,4,,,,4,0,4,1,0,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-10-24-10-43,5,0,5,,,,5,0,5,0,6,,,
Arya Hospital,24,0,24,Private,2021-10-24-14-33,10,0,10,2,0,2,12,0,12,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-10-24-10-33,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-10-24-09-32,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-10-24-14-18,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-10-24-06-44,18,0,18,2,0,2,20,0,20,0,23,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-10-24-12-25,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-10-24-09-38,,,,,,,,,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-10-24-10-26,,,,14,0,14,14,0,14,5,18,8,5,3
Base Hospital Delhi Cantt,500,4,496,Central Government,2021-10-24-08-35,,,,50,1,49,50,1,49,2,12,,,
Batra Hospital,50,0,50,Private,2021-10-24-11-01,,,,5,0,5,5,0,5,0,23,60,54,6
"Bensups Hospital, Dwarka",30,0,30,Private,2021-10-24-00-51,12,0,12,3,0,3,15,0,15,5,10,,,
BH SALVAS HOSPITAL,10,0,10,Private,2021-10-24-09-24,2,0,2,1,0,1,3,0,3,0,20,10,0,10
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-10-24-14-15,13,0,13,2,0,2,15,0,15,0,10,5,5,0
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-10-24-17-20,1,0,1,,,,1,0,1,6,12,5,3,2
Bimla Devi Hospital,10,0,10,Private,2021-10-24-05-55,,,,,,,,,,4,0,6,0,6
"BLK Hospital, Pusa Road",140,1,139,Private,2021-10-24-15-21,21,1,20,7,0,7,28,1,27,6,0,90,90,0
"Brahm Shakti Hospital, Budh Vihar",10,0,10,Private,2021-10-24-11-45,,,,1,0,1,1,0,1,2,12,19,9,10
Burari Hospital,300,0,300,Delhi Government,2021-10-24-09-29,70,0,70,30,0,30,100,0,100,7,12,,,
C M PATEL HOSPITAL,15,0,15,Private,2021-10-24-10-17,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,7,0,,,
CBR Hospital,20,0,20,Private,2021-10-24-11-24,3,0,3,,,,3,0,3,,,,,
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-10-24-14-19,5,0,5,1,0,1,6,0,6,1,19,3,0,3
Central Hospital,16,0,16,Private,2021-10-24-14-53,,,,4,0,4,4,0,4,0,3,4,4,0
Chaudhri Bram Prakash Aurvedic Charak Sansthan,100,0,100,Delhi Government,2021-10-24-10-26,,,,,,,,,,41,0,,,
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-10-24-10-02,,,,,,,,,,27,13,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,0,596,Delhi Government,2021-10-24-09-08,,,,,,,,,,2,13,,,
covid care center-Sultanpuri,1200,0,1200,Delhi Government,2021-10-22-10-40,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,0,50,Delhi Government,2021-10-24-09-27,,,,,,,,,,5,23,,,
Covid Care Center Narela,50,0,50,Delhi Government,2021-10-24-06-58,,,,,,,,,,,,,,
