name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,21,21,0,Private,2021-05-13-17-02,3,3,0,2,2,0,5,5,0,0,6,,,
AASTHA HOSPITAL,40,38,2,Private,2021-05-13-21-57,8,7,1,2,2,0,10,9,1,0,7,2,2,0
Acharyashree Bhikshu Govt. Hospital,130,49,81,Delhi Government,2021-05-13-21-31,7,7,0,6,6,0,13,13,0,0,18,,,
AIIMS Jhajjar,400,336,64,Central Government,2021-05-13-19-00,,,,100,100,0,100,100,0,0,16,,,
AIIMS Main Delhi,302,202,100,Central Government,2021-05-13-19-03,29,29,0,43,40,3,72,69,3,0,13,72,41,31
"AIIMS, Trauma Delhi",294,282,12,Central Government,2021-05-13-16-39,,,,71,66,5,71,66,5,,,,,
"Akash Healthcare, Dwarka",261,261,0,Private,2021-05-13-17-20,14,14,0,40,40,0,54,54,0,0,10,17,17,0
Alshifa Hospital,50,50,0,Private,2021-05-13-13-55,16,16,0,3,3,0,19,19,0,1,8,,,
Ambedkar Nagar hospital,300,104,196,Delhi Government,2021-05-13-22-11,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,10,0,Private,2021-05-13-23-31,1,1,0,,,,1,1,0,0,21,,,
"Ansari Hospital, Sagarpur",40,26,14,Private,2021-05-13-19-26,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,22,6,Private,2021-05-13-07-36,4,4,0,,,,4,4,0,0,2,4,4,0
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-13-07-39,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,14,17,Private,2021-05-13-18-46,7,7,0,,,,7,7,0,,,,,
ARK Hospital,30,13,17,Private,2021-05-13-08-02,5,3,2,,,,5,3,2,1,4,20,0,20
Arogya Hospital,30,22,8,Private,2021-05-13-10-35,10,10,0,,,,10,10,0,0,20,,,
Arya Hospital,24,24,0,Private,2021-05-13-09-52,8,8,0,2,2,0,10,10,0,0,10,,,
Ashray Medical Centre,12,5,7,Private,2021-05-13-11-38,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-13-09-16,,,,,,,,,,4,0,,,
Astha Hospital,10,2,8,Private,2021-05-13-09-52,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",118,118,0,Private,2021-05-13-21-52,23,23,0,7,7,0,30,30,0,0,2,,,
"B.M. Gupta Hospital, Uttam Nagar",70,63,7,Private,2021-05-13-17-30,19,19,0,1,1,0,20,20,0,0,8,,,
"Bansal Global Hospital, Jahangirpuri",60,31,29,Private,2021-05-13-13-00,9,9,0,1,1,0,10,10,0,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,34,6,Private,2021-05-13-13-44,8,6,2,2,2,0,10,8,2,,,,,
Bara Hindurao Hospital,250,220,30,Central Government,2021-05-13-20-52,,,,10,10,0,10,10,0,1,0,,,
Base Hospital Delhi Cantt,500,500,0,Central Government,2021-05-13-06-53,,,,50,50,0,50,50,0,1,12,,,
Batra Hospital,300,225,75,Private,2021-05-13-13-11,18,18,0,20,20,0,38,38,0,0,23,12,12,0
"Bensups Hospital, Dwarka",40,25,15,Private,2021-05-13-18-18,12,12,0,3,3,0,15,15,0,1,10,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-05-13-10-52,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,81,0,Private,2021-05-13-22-45,23,23,0,5,5,0,28,28,0,0,6,,,
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,35,5,Private,2021-05-13-14-09,10,10,0,1,1,0,11,11,0,0,6,,,
"Bhagwati Hospital, Rohini",130,71,59,Private,2021-05-13-17-40,13,13,0,2,2,0,15,15,0,0,7,,,
"Bhatia Global Hospital, Paschim Vihar",36,26,10,Private,2021-05-13-20-27,10,10,0,,,,10,10,0,0,6,,,
Bimla Devi Hospital,27,17,10,Private,2021-05-13-10-52,,,,,,,,,,1,0,6,6,0
"BLK Hospital, Pusa Road",285,242,43,Private,2021-05-13-23-30,67,67,0,8,8,0,75,75,0,1,0,69,60,9
"Brahm Shakti Hospital, Budh Vihar",80,65,15,Private,2021-05-13-19-47,10,10,0,1,1,0,11,11,0,0,16,,,
Burari Hospital,370,220,150,Delhi Government,2021-05-13-22-37,40,40,0,30,30,0,70,70,0,0,10,,,
C M PATEL HOSPITAL,15,7,8,Private,2021-05-13-16-49,,,,,,,,,,2,23,,,
CAREWELL MEDICAL CENTRE,8,2,6,Private,2021-05-13-13-10,,,,,,,,,,0,10,,,
