name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-02-11-08-56,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,1,18,Private,2021-02-11-17-19,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Ace Hospital,6,0,6,Private,2021-02-11-09-05,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-02-11-08-49,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,56,10,46,Central Government,2021-02-11-17-42,,,,15,8,7,1,14,93,73,20,15,8,7
"AIIMS, Trauma Delhi",265,94,171,Central Government,2021-02-12-05-44,,,,71,51,20,,,,,,71,51,20
"Akash Healthcare, Dwarka",79,6,73,Private,2021-02-11-19-23,14,4,10,24,5,19,0,16,44,41,3,10,1,9
Alshifa Hospital,18,0,18,Private,2021-02-11-09-38,4,0,4,6,0,6,5,0,11,5,6,2,0,2
Ambedkar Nagar hospital,300,1,299,Delhi Government,2021-02-12-05-30,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-02-11-09-52,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-02-11-15-13,5,0,5,5,0,5,1,23,5,1,4,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-02-11-09-18,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,4,0,4,Private,2021-02-11-10-29,,,,,,,0,21,4,0,4,,,
Arya Hospital,24,1,23,Private,2021-02-11-09-46,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-02-11-08-02,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-02-11-11-16,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,16,25,Private,2021-02-12-00-55,8,2,6,10,3,7,0,18,20,15,5,2,1,1
"B.M. Gupta Hospital, Uttam Nagar",40,0,40,Private,2021-02-12-01-53,2,0,2,3,0,3,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,1,19,Private,2021-02-11-11-46,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-02-11-07-23,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,6,244,Central Government,2021-02-11-09-35,,,,14,1,13,0,20,8,5,3,14,1,13
Base Hospital Delhi Cantt,500,76,424,Central Government,2021-02-11-06-59,,,,50,6,44,2,12,,,,50,6,44
Batra Hospital,200,3,197,Private,2021-02-11-09-21,39,2,37,44,3,41,0,23,66,46,20,5,1,4
"Bensups Hospital, Dwarka",25,0,25,Private,2021-02-11-11-15,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-02-11-10-17,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,1,33,Private,2021-02-11-18-06,6,0,6,7,0,7,2,13,3,3,0,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",20,0,20,Private,2021-02-11-16-50,5,0,5,5,0,5,0,20,6,0,6,,,
"Bhagwati Hospital, Rohini",40,2,38,Private,2021-02-11-15-44,7,2,5,8,2,6,0,10,10,10,0,1,0,1
"Bhatia Global Hospital, Paschim Vihar",20,0,20,Private,2021-02-11-17-17,2,0,2,2,0,2,6,12,4,4,0,,,
Bimla Devi Hospital,10,0,10,Private,2021-02-11-09-51,5,0,5,7,0,7,4,0,7,0,7,2,0,2
"BLK Hospital, Pusa Road",186,22,164,Private,2021-02-12-05-30,44,6,38,47,9,38,,,80,80,0,3,3,0
"Brahm Shakti Hospital, Budh Vihar",40,0,40,Private,2021-02-11-10-57,4,0,4,5,0,5,2,12,7,4,3,1,0,1
