name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-08-08-59,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,0,19,Private,2021-01-08-17-35,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Acharyashree Bhikshu Govt. Hospital,125,0,125,Delhi Government,2021-01-08-12-57,,,,25,0,25,12,0,,,,25,0,25
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-01-08-09-08,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,55,27,28,Central Government,2021-01-08-18-25,,,,,,,3,9,108,75,33,,,
"AIIMS, Trauma Delhi",103,79,24,Central Government,2021-01-08-16-38,,,,21,17,4,,,,,,21,17,4
"Akash Healthcare, Dwarka",79,18,61,Private,2021-01-08-17-24,14,7,7,24,7,17,0,16,44,30,14,10,0,10
Alshifa Hospital,18,5,13,Private,2021-01-08-11-04,4,1,3,6,1,5,12,0,11,5,6,2,0,2
Ambedkar Nagar hospital,300,10,290,Delhi Government,2021-01-09-04-58,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-08-10-08,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-01-08-20-57,5,0,5,5,0,5,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-08-07-55,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,6,6,0,Private,2021-01-08-09-53,,,,,,,0,21,4,1,3,,,
Arya Hospital,24,0,24,Private,2021-01-08-11-25,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-08-11-09,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-08-10-40,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,7,34,Private,2021-01-08-00-34,9,3,6,10,3,7,0,20,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",40,9,31,Private,2021-01-09-04-25,2,0,2,3,0,3,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,2,18,Private,2021-01-09-05-27,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-01-08-08-25,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,5,245,Central Government,2021-01-08-10-37,,,,14,0,14,5,18,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,229,271,Central Government,2021-01-08-10-33,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,200,7,193,Private,2021-01-08-11-41,39,0,39,44,0,44,0,23,66,41,25,5,0,5
"Bensups Hospital, Dwarka",20,0,20,Private,2021-01-08-13-48,7,0,7,10,0,10,5,10,,,,3,0,3
BH SALVAS HOSPITAL,22,0,22,Private,2021-01-08-12-51,5,0,5,7,0,7,4,20,5,0,5,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,5,29,Private,2021-01-08-18-16,3,3,0,4,4,0,2,17,6,6,0,1,1,0
"Bhagwati Hospital, Rohini",40,5,35,Private,2021-01-08-22-45,7,0,7,8,1,7,0,10,10,10,0,1,1,0
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-01-08-20-19,1,0,1,1,0,1,6,12,5,2,3,,,
Bimla Devi Hospital,10,0,10,Private,2021-01-08-08-39,,,,,,,4,0,6,0,6,,,
"BLK Hospital, Pusa Road",186,43,143,Private,2021-01-09-05-35,44,5,39,47,7,40,3,0,80,80,0,3,2,1
"Brahm Shakti Hospital, Budh Vihar",40,1,39,Private,2021-01-08-12-34,4,1,3,5,1,4,2,12,7,5,2,1,0,1
Burari Hospital,800,16,784,Delhi Government,2021-01-08-14-56,165,2,163,195,2,193,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,1,2,Private,2021-01-08-11-28,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-01-08-22-46,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,8,2,6,Private,2021-01-08-22-57,1,0,1,3,0,3,0,3,5,2,3,2,0,2
"Cygnus MLS, Rama Vihar",34,5,29,Private,2021-01-08-17-24,8,0,8,9,0,9,15,0,15,6,9,1,0,1
"Cygnus Sonia Hospital, Nangloi",28,3,25,Private,2021-01-09-01-35,7,2,5,8,2,6,0,17,18,8,10,1,0,1
Deen Dayal Upadhyay hospital,150,18,132,Delhi Government,2021-01-09-04-08,50,0,50,100,5,95,3,10,43,43,0,50,5,45
Deep Chand Bandhu,150,16,134,Delhi Government,2021-01-08-19-18,50,0,50,75,0,75,4,15,10,4,6,25,0,25
Delhi global hospital,3,0,3,Private,2021-01-08-06-21,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",42,10,32,Private,2021-01-08-10-27,13,1,12,15,1,14,6,6,24,19,5,2,0,2
Delhi multi speciality hospital,2,0,2,Private,2021-01-08-08-13,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",35,7,28,Private,2021-01-09-00-07,13,1,12,18,1,17,1,8,8,0,8,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,1,20,Private,2021-01-08-11-08,4,1,3,5,1,4,5,23,5,0,5,1,0,1
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,2,18,Private,2021-01-08-14-33,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,150,20,130,Delhi Government,2021-01-08-09-57,50,2,48,75,8,67,4,0,24,16,8,25,6,19
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-01-08-10-35,,,,1,0,1,1,0,,,,1,0,1
