name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
AASTHA HOSPITAL,40,40,0,Private,2021-05-04-17-47,8,8,0,2,2,0,2,2,0,10,10,0
Acharyashree Bhikshu Govt. Hospital,108,108,0,Delhi Government,2021-05-04-21-22,13,13,0,,,,,,,13,13,0
AIIMS Jhajjar,489,489,0,Central Government,2021-05-04-18-06,,,,,,,50,50,0,50,50,0
AIIMS Main Delhi,251,179,72,Central Government,2021-05-04-16-10,57,55,2,86,33,53,,,,57,55,2
"AIIMS, Trauma Delhi",294,289,5,Central Government,2021-05-04-16-50,,,,,,,71,69,2,71,69,2
"Akash Healthcare, Dwarka",261,261,0,Private,2021-05-04-17-40,16,16,0,17,17,0,38,38,0,54,54,0
Alshifa Hospital,40,40,0,Private,2021-05-04-14-21,16,16,0,,,,3,3,0,19,19,0
Ambedkar Nagar hospital,300,300,0,Delhi Government,2021-05-04-21-20,20,20,0,,,,,,,20,20,0
"Ansari Hospital, Sagarpur",40,40,0,Private,2021-05-04-06-48,3,3,0,,,,2,2,0,5,5,0
"Apex City Hospital, West Vinod Nagar",28,28,0,Private,2021-05-04-16-14,4,4,0,4,4,0,,,,4,4,0
Ardent Ganpati,41,11,30,Private,2021-05-04-15-52,4,4,0,,,,,,,4,4,0
Arya Hospital,24,24,0,Private,2021-05-04-17-04,8,8,0,,,,2,2,0,10,10,0
"Ayushman Hospital, Dwarka",118,118,0,Private,2021-05-04-14-47,23,23,0,,,,7,7,0,30,30,0
"B.M. Gupta Hospital, Uttam Nagar",70,70,0,Private,2021-05-04-17-33,19,19,0,,,,1,1,0,20,20,0
"Bansal Global Hospital, Jahangirpuri",43,28,15,Private,2021-05-04-18-41,9,6,3,1,0,1,1,0,1,10,6,4
"Bansal Hospital & Research Centre, New Friends Colony",40,40,0,Private,2021-05-04-19-48,8,8,0,2,2,0,2,2,0,10,10,0
