name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-10-25-08-50,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-10-25-09-41,1,0,1,1,0,1,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-10-25-09-37,,,,,,,6,0,,,,,,
AIIMS Main Delhi,5,2,3,Central Government,2021-10-25-09-17,,,,,,,4,8,133,106,27,,,
"AIIMS, Trauma Delhi",11,0,11,Central Government,2021-10-26-00-38,,,,11,0,11,,,,,,11,0,11
"Akash Healthcare, Dwarka",20,0,20,Private,2021-10-25-08-36,5,0,5,7,0,7,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-10-25-09-21,6,0,6,8,0,8,10,0,14,1,13,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-10-25-07-04,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-10-25-06-12,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-10-25-13-42,3,0,3,3,0,3,1,23,5,1,4,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-10-25-09-48,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-10-25-09-51,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-10-26-01-21,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-10-25-12-43,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-10-26-00-27,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-10-25-09-29,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-10-25-10-36,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-10-25-09-46,,,,14,0,14,4,0,8,8,0,14,0,14
Base Hospital Delhi Cantt,108,1,107,Central Government,2021-10-14-09-17,,,,12,0,12,2,12,,,,12,0,12
Batra Hospital,50,1,49,Private,2021-10-25-12-08,9,1,8,11,1,10,0,23,99,54,45,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-10-25-09-37,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-10-25-06-38,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,0,9,Private,2021-10-25-18-05,2,0,2,3,0,3,2,13,7,5,2,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,3,7,Private,2021-10-25-08-18,2,0,2,3,0,3,0,10,17,14,3,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-10-25-07-35,1,0,1,1,0,1,6,12,5,0,5,,,
Bimla Devi Hospital,10,0,10,Private,2021-10-25-06-56,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,1,46,Private,2021-10-25-07-41,9,0,9,12,0,12,1,0,106,88,18,3,0,3
"Brahm Shakti Hospital, Budh Vihar",31,0,31,Private,2021-10-21-11-57,1,0,1,1,0,1,2,0,3,3,0,,,
Burari Hospital,600,0,600,Delhi Government,2021-10-25-09-46,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-10-25-00-43,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-10-25-09-49,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-10-26-00-21,,,,2,0,2,0,4,6,3,3,2,0,2
"Cygnus MLS, Rama Vihar",9,0,9,Private,2021-10-25-16-41,1,0,1,1,0,1,75,0,15,7,8,,,
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-10-25-17-21,,,,1,0,1,0,17,18,12,6,1,0,1
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-10-25-16-06,,,,,,,4,8,61,61,0,,,
Deep Chand Bandhu,50,0,50,Delhi Government,2021-10-25-09-54,,,,,,,3,15,10,7,3,,,
Delhi global hospital,3,0,3,Private,2021-10-25-11-09,3,0,3,3,0,3,1,23,4,1,3,,,
