name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,25,0,25,Private,2021-07-18-10-45,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,40,0,40,Private,2021-07-18-20-53,8,0,8,2,0,2,10,0,10,,,2,2,0
Ace Hospital,30,0,30,Private,2021-07-18-12-06,4,0,4,,,,4,0,4,,,26,0,26
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-07-18-21-44,,,,5,0,5,5,0,5,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-07-18-11-39,,,,,,,,,,7,0,,,
AIIMS Jhajjar,400,30,370,Central Government,2021-07-18-17-42,,,,100,30,70,100,30,70,0,23,,,
AIIMS Main Delhi,13,0,13,Central Government,2021-07-18-17-13,,,,,,,,,,3,19,92,74,18
"AIIMS, Trauma Delhi",294,51,243,Central Government,2021-07-18-05-48,,,,71,20,51,71,20,51,,,,,
"Akash Healthcare, Dwarka",60,1,59,Private,2021-07-18-17-41,30,1,29,10,0,10,40,1,39,0,16,28,0,28
All India Institute of Ayurveda,47,0,47, ,2021-07-18-15-33,,,,,,,,,,7,0,,,
Alshifa Hospital,49,0,49,Private,2021-07-18-09-44,23,0,23,4,0,4,27,0,27,19,0,,,
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-19-04-56,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-07-18-21-50,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-07-18-20-46,3,0,3,2,0,2,5,0,5,1,23,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-07-18-11-13,4,0,4,,,,4,0,4,1,2,,,
Ardent Ganpati,31,0,31,Private,2021-07-18-17-40,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-07-18-10-13,5,0,5,,,,5,0,5,0,6,,,
Arogya Hospital,6,0,6,Private,2021-07-18-11-37,6,0,6,,,,6,0,6,0,23,4,3,1
Arya Hospital,24,0,24,Private,2021-07-18-11-56,8,0,8,2,0,2,10,0,10,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-07-18-11-36,2,0,2,,,,2,0,2,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-07-18-14-02,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-07-18-08-55,,,,,,,,,,2,18,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-07-18-11-19,18,0,18,2,0,2,20,0,20,0,23,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-07-18-20-48,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-07-18-08-37,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-07-18-08-37,9,0,9,1,0,1,10,0,10,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",30,0,30,Private,2021-07-18-15-13,,,,2,0,2,2,0,2,1,0,6,3,3
Bara Hindurao Hospital,250,7,243,Central Government,2021-07-18-12-07,,,,10,0,10,10,0,10,7,0,4,4,0
Base Hospital Delhi Cantt,500,25,475,Central Government,2021-07-18-07-35,,,,50,4,46,50,4,46,2,12,,,
Batra Hospital,300,0,300,Private,2021-07-18-12-13,18,0,18,15,0,15,33,0,33,0,23,12,12,0
"Bensups Hospital, Dwarka",30,0,30,Private,2021-07-18-08-19,12,0,12,3,0,3,15,0,15,5,10,,,
BH SALVAS HOSPITAL,10,0,10,Private,2021-07-18-09-31,2,0,2,1,0,1,3,0,3,0,20,10,0,10
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-07-18-18-26,13,0,13,2,0,2,15,0,15,0,10,,,
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-07-18-17-32,1,0,1,,,,1,0,1,6,12,5,1,4
Bimla Devi Hospital,10,0,10,Private,2021-07-18-13-03,,,,,,,,,,4,0,6,0,6
"BLK Hospital, Pusa Road",140,3,137,Private,2021-07-19-03-30,21,1,20,7,2,5,28,3,25,8,0,90,77,13
"Brahm Shakti Hospital, Budh Vihar",30,0,30,Private,2021-07-18-15-28,2,0,2,1,0,1,3,0,3,2,12,10,8,2
Burari Hospital,300,0,300,Delhi Government,2021-07-18-19-56,70,0,70,30,0,30,100,0,100,7,12,,,
