name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-02-17-09-11,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,0,19,Private,2021-02-17-14-24,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Ace Hospital,6,0,6,Private,2021-02-17-06-05,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-02-17-08-54,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,11,1,10,Central Government,2021-02-17-16-32,,,,,,,3,9,108,75,33,,,
"AIIMS, Trauma Delhi",265,45,220,Central Government,2021-02-17-17-08,,,,71,26,45,,,,,,71,26,45
"Akash Healthcare, Dwarka",79,4,75,Private,2021-02-17-09-50,14,4,10,24,4,20,0,16,44,43,1,10,0,10
Alshifa Hospital,18,0,18,Private,2021-02-17-09-59,4,0,4,6,0,6,4,0,11,4,7,2,0,2
Ambedkar Nagar hospital,300,0,300,Delhi Government,2021-02-17-17-21,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-02-17-09-59,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-02-17-16-04,5,0,5,5,0,5,1,23,5,1,4,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-02-17-09-33,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,4,0,4,Private,2021-02-17-10-54,,,,,,,0,21,4,1,3,,,
Arya Hospital,24,0,24,Private,2021-02-17-09-52,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-02-17-09-51,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-02-17-11-24,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,4,37,Private,2021-02-17-10-49,8,3,5,10,4,6,0,18,20,20,0,2,1,1
"B.M. Gupta Hospital, Uttam Nagar",40,0,40,Private,2021-02-17-15-37,2,0,2,3,0,3,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,1,19,Private,2021-02-17-14-08,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-02-17-07-24,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,1,249,Central Government,2021-02-17-09-22,,,,14,0,14,2,12,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,42,458,Central Government,2021-02-17-06-54,,,,50,7,43,2,12,,,,50,7,43
Batra Hospital,200,1,199,Private,2021-02-17-09-51,39,1,38,44,1,43,0,23,66,51,15,5,0,5
"Bensups Hospital, Dwarka",25,0,25,Private,2021-02-17-11-26,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-02-17-10-25,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,2,32,Private,2021-02-17-16-05,6,1,5,7,1,6,2,15,3,3,0,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",20,0,20,Private,2021-02-17-08-49,5,0,5,5,0,5,0,20,6,1,5,,,
"Bhagwati Hospital, Rohini",40,0,40,Private,2021-02-17-16-00,7,0,7,8,0,8,0,10,10,10,0,1,0,1
"Bhatia Global Hospital, Paschim Vihar",20,0,20,Private,2021-02-17-17-15,2,0,2,2,0,2,6,12,4,2,2,,,
Bimla Devi Hospital,10,0,10,Private,2021-02-17-07-54,5,0,5,7,0,7,4,0,7,0,7,2,0,2
"BLK Hospital, Pusa Road",186,12,174,Private,2021-02-17-15-30,44,7,37,47,9,38,7,0,80,80,0,3,2,1
"Brahm Shakti Hospital, Budh Vihar",40,0,40,Private,2021-02-17-11-19,4,0,4,5,0,5,2,12,7,4,3,1,0,1
Burari Hospital,800,0,800,Delhi Government,2021-02-17-08-16,145,0,145,195,0,195,7,12,,,,50,0,50
C M PATEL HOSPITAL,3,0,3,Private,2021-02-17-11-41,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-02-17-17-14,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,10,1,9,Private,2021-02-17-15-29,2,0,2,4,0,4,0,3,4,4,0,2,0,2
"Cygnus MLS, Rama Vihar",34,2,32,Private,2021-02-17-17-21,8,1,7,9,1,8,15,0,15,4,11,1,0,1
"Cygnus Sonia Hospital, Nangloi",28,1,27,Private,2021-02-17-09-10,7,1,6,8,1,7,0,17,18,13,5,1,0,1
Deen Dayal Upadhyay hospital,150,3,147,Delhi Government,2021-02-17-15-57,50,0,50,100,3,97,5,16,43,43,0,50,3,47
Deep Chand Bandhu,150,2,148,Delhi Government,2021-02-17-15-55,50,0,50,75,0,75,3,15,10,2,8,25,0,25
Delhi global hospital,3,0,3,Private,2021-02-17-07-34,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",42,2,40,Private,2021-02-17-10-44,13,1,12,15,1,14,3,8,24,19,5,2,0,2
Delhi multi speciality hospital,2,0,2,Private,2021-02-17-09-26,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",80,3,77,Private,2021-02-17-16-02,13,1,12,18,1,17,1,8,8,0,8,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-02-17-11-33,4,0,4,5,0,5,3,16,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,2,8,Private,2021-02-17-09-08,,,,,,,,,,,,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",22,1,21,Private,2021-02-17-11-18,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,150,6,144,Delhi Government,2021-02-17-10-39,,,,75,3,72,4,0,12,8,4,75,3,72
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-02-17-09-49,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-02-17-08-49,,,,,,,0,14,,,,,,
East Delhi Medical Centre Mansarover Park,20,1,19,Private,2021-02-17-11-15,2,1,1,2,1,1,2,20,5,3,2,,,
Eden Hospital,5,0,5,Private,2021-02-17-13-39,,,,,,,1,23,,,,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-02-17-13-11,,,,,,,3,19,5,5,0,,,
ESIC hospital Okhla,48,0,48,Central Government,2021-02-17-09-29,,,,2,0,2,17,0,15,6,9,2,0,2
"Fortis Escorts Heart Institute, Okhla",123,0,123,Private,2021-02-17-16-11,21,0,21,27,0,27,2,3,16,13,3,6,0,6
"Fortis Hospital, Shalimar Bagh",105,0,105,Private,2021-02-17-15-38,26,0,26,32,0,32,4,23,46,42,4,6,0,6
"Fortis SS Hospital, Vasant Kunj",64,1,63,Private,2021-02-17-16-12,18,1,17,22,1,21,2,23,33,18,15,4,0,4
Galaxy Hospital,8,0,8,Private,2021-02-17-11-39,1,0,1,1,0,1,5,0,2,0,2,,,
"Gandhi Nursing Home, Uttam Nagar",30,0,30,Private,2021-02-17-10-33,10,0,10,12,0,12,1,12,15,0,15,2,0,2
"Garg Hospital, Karkardooma",22,0,22,Private,2021-02-17-13-03,2,0,2,2,0,2,10,0,2,2,0,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",40,0,40,Private,2021-02-17-08-34,7,0,7,8,0,8,1,23,10,9,1,1,0,1
"Goyal Hospital, Paschim Vihar",12,1,11,Private,2021-02-17-17-21,7,1,6,7,1,6,0,12,,,,,,
GTB Hospital,750,4,746,Delhi Government,2021-02-17-16-52,410,0,410,550,0,550,4,15,8,4,4,140,0,140
Gupta Multispecialty Hospital,14,0,14,Private,2021-02-17-10-13,,,,,,,2,0,4,0,4,,,
"Gupta Multispecialty Hospital, Vivek Vihar",20,0,20,Private,2021-02-17-09-55,2,0,2,2,0,2,3,23,4,0,4,,,
"HAHC Hospital, Hamdard Nagar",230,1,229,Private,2021-02-17-08-28,11,0,11,16,0,16,1,4,29,10,19,5,0,5
HANDA NURSING HOME,4,0,4,Private,2021-02-17-09-36,,,,,,,1,18,6,0,6,,,
Hardik Hospital,10,0,10,Private,2021-02-17-08-59,4,0,4,4,0,4,1,20,,,,,,
"Holy Family Hospital, Okhla",138,15,123,Private,2021-02-17-09-00,,,,23,6,17,1,0,18,18,0,23,6,17
"IBS Hospital, Lajpat Nagar",20,0,20,Private,2021-02-17-10-22,8,0,8,10,0,10,0,6,10,0,10,2,0,2
"Indian spinal injury centre,Vasant Kunj",80,7,73,Private,2021-02-17-16-38,6,0,6,12,2,10,0,21,10,10,0,6,2,4
"Indira Gandhi Hospital, Dwarka",1241,2,1239,Delhi Government,2021-02-17-09-18,85,0,85,330,0,330,3,0,,,,245,0,245
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",280,13,267,Private,2021-02-17-10-36,45,6,39,55,10,45,15,0,110,81,29,10,4,6
"Irene Hospital, Kalkaji",14,0,14,Private,2021-02-17-09-41,2,0,2,3,0,3,1,0,4,0,4,1,0,1
"Ishan Hospital, Rohini",13,0,13,Private,2021-02-17-08-38,5,0,5,5,0,5,0,23,2,0,2,,,
"Jain Hospital, Vikas Marg Extn.",15,0,15,Private,2021-02-17-09-52,5,0,5,5,0,5,0,23,4,2,2,,,
"Jaipur Golden Hospital, Rohini",97,6,91,Private,2021-02-17-00-18,28,6,22,34,6,28,0,12,53,45,8,6,0,6
Janakpuri Super Speciality Hospital Society,100,0,100,Delhi Government,2021-02-17-11-14,50,0,50,50,0,50,5,0,10,8,2,,,
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",40,0,40,Private,2021-02-17-13-12,1,0,1,2,0,2,3,12,,,,1,0,1
"Jeewan Mala Hospital, Rohtak Road",30,0,30,Private,2021-02-17-10-24,7,0,7,7,0,7,0,12,8,8,0,,,
