name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,25,0,25,Private,2021-07-19-11-24,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,40,0,40,Private,2021-07-19-22-20,8,0,8,2,0,2,10,0,10,,,2,2,0
Ace Hospital,30,0,30,Private,2021-07-19-16-34,4,0,4,,,,4,0,4,,,26,0,26
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-07-19-17-28,,,,5,0,5,5,0,5,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-07-19-14-02,,,,,,,,,,7,0,,,
AIIMS Jhajjar,400,28,372,Central Government,2021-07-19-17-56,,,,100,28,72,100,28,72,0,23,,,
AIIMS Main Delhi,13,0,13,Central Government,2021-07-19-17-46,,,,,,,,,,3,0,92,72,20
"AIIMS, Trauma Delhi",294,46,248,Central Government,2021-07-19-16-55,,,,71,21,50,71,21,50,,,,,
"Akash Healthcare, Dwarka",60,1,59,Private,2021-07-19-17-24,30,1,29,10,0,10,40,1,39,0,16,28,0,28
All India Institute of Ayurveda,47,0,47, ,2021-07-19-10-46,,,,,,,,,,7,0,,,
Alshifa Hospital,49,0,49,Private,2021-07-19-11-54,23,0,23,4,0,4,27,0,27,18,0,,,
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-20-04-13,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-07-19-21-53,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-07-19-15-45,3,0,3,2,0,2,5,0,5,1,23,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-07-19-07-19,4,0,4,,,,4,0,4,1,2,,,
Ardent Ganpati,31,0,31,Private,2021-07-19-17-25,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-07-19-10-20,5,0,5,,,,5,0,5,0,6,,,
Arogya Hospital,6,0,6,Private,2021-07-19-12-16,6,0,6,,,,6,0,6,0,23,4,4,0
Arya Hospital,24,0,24,Private,2021-07-19-09-43,8,0,8,2,0,2,10,0,10,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-07-19-11-16,2,0,2,,,,2,0,2,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-07-19-14-29,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-07-19-10-22,,,,,,,,,,2,18,,,
