name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,25,0,25,Private,2021-07-27-11-03,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,40,0,40,Private,2021-07-27-22-20,8,0,8,2,0,2,10,0,10,,,2,2,0
Ace Hospital,30,0,30,Private,2021-07-27-12-24,4,0,4,,,,4,0,4,,,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-07-27-20-33,,,,5,0,5,5,0,5,10,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-07-27-11-42,,,,,,,,,,7,0,,,
AIIMS Jhajjar,400,12,388,Central Government,2021-07-27-18-20,,,,100,12,88,100,12,88,0,23,,,
AIIMS Main Delhi,13,0,13,Central Government,2021-07-27-16-37,,,,,,,,,,3,0,92,77,15
"AIIMS, Trauma Delhi",294,29,265,Central Government,2021-07-27-16-40,,,,71,17,54,71,17,54,,,,,
"Akash Healthcare, Dwarka",60,0,60,Private,2021-07-27-17-29,30,0,30,10,0,10,40,0,40,0,16,28,0,28
All India Institute of Ayurveda,47,0,47, ,2021-07-27-11-58,,,,,,,,,,7,0,,,
Alshifa Hospital,20,0,20,Private,2021-07-27-10-35,5,0,5,4,0,4,9,0,9,11,0,10,6,4
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-28-05-09,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-07-27-21-12,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-07-27-20-43,3,0,3,2,0,2,5,0,5,1,23,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-07-27-07-34,4,0,4,,,,4,0,4,1,2,,,
Ardent Ganpati,31,0,31,Private,2021-07-27-17-18,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-07-27-01-40,5,0,5,,,,5,0,5,0,6,,,
Arogya Hospital,6,0,6,Private,2021-07-27-14-23,6,0,6,,,,6,0,6,0,23,4,1,3
Arya Hospital,24,0,24,Private,2021-07-27-11-55,8,0,8,2,0,2,10,0,10,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-07-27-12-42,2,0,2,,,,2,0,2,1,23,,,
