name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,19,3,Private,2021-05-19-15-45,3,3,0,2,2,0,5,5,0,0,8,,,
AASTHA HOSPITAL,40,20,20,Private,2021-05-19-17-28,8,5,3,2,1,1,10,6,4,0,7,2,1,1
Acharyashree Bhikshu Govt. Hospital,150,34,116,Delhi Government,2021-05-19-19-32,,,,30,13,17,30,13,17,1,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,1,11,Private,2021-05-19-10-43,,,,,,,,,,1,0,,,
AIIMS Jhajjar,400,239,161,Central Government,2021-05-19-17-45,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,167,135,Central Government,2021-05-19-16-59,29,23,6,43,43,0,72,66,6,0,7,72,40,32
"AIIMS, Trauma Delhi",294,283,11,Central Government,2021-05-19-16-45,,,,71,69,2,71,69,2,,,,,
"Akash Healthcare, Dwarka",180,180,0,Private,2021-05-19-17-25,14,14,0,40,40,0,54,54,0,0,15,17,17,0
Alshifa Hospital,50,46,4,Private,2021-05-19-08-56,16,12,4,3,3,0,19,15,4,1,4,,,
Ambedkar Nagar hospital,450,71,379,Delhi Government,2021-05-19-19-06,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,3,7,Private,2021-05-19-16-02,1,1,0,,,,1,1,0,1,13,,,
"Ansari Hospital, Sagarpur",40,18,22,Private,2021-05-19-19-19,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,9,19,Private,2021-05-19-07-34,4,2,2,,,,4,2,2,0,3,4,2,2
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-19-08-39,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,3,28,Private,2021-05-19-18-13,7,3,4,,,,7,3,4,,,,,
ARK Hospital,30,3,27,Private,2021-05-19-11-42,5,3,2,,,,5,3,2,0,5,20,0,20
Arogya Hospital,30,18,12,Private,2021-05-19-13-21,10,8,2,,,,10,8,2,0,20,,,
Arya Hospital,24,7,17,Private,2021-05-19-10-01,8,3,5,2,0,2,10,3,7,1,23,,,
Ashray Medical Centre,12,0,12,Private,2021-05-19-11-12,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-19-09-35,,,,,,,,,,4,0,,,
Astha Hospital,10,1,9,Private,2021-05-19-10-03,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",118,87,31,Private,2021-05-19-18-45,23,17,6,7,7,0,30,24,6,0,18,,,
"B.M. Gupta Hospital, Uttam Nagar",70,37,33,Private,2021-05-19-17-33,19,19,0,1,1,0,20,20,0,0,6,,,
Balak Ram Hospital,100,0,100,Delhi Government,2021-05-19-08-10,,,,,,,,,,2,0,,,
"Bansal Global Hospital, Jahangirpuri",60,17,43,Private,2021-05-19-08-44,9,4,5,1,0,1,10,4,6,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,34,6,Private,2021-05-19-07-14,8,6,2,2,2,0,10,8,2,,,,,
Bara Hindurao Hospital,250,165,85,Central Government,2021-05-19-15-18,,,,10,10,0,10,10,0,1,2,,,
Base Hospital Delhi Cantt,500,309,191,Central Government,2021-05-19-07-19,,,,50,47,3,50,47,3,1,12,,,
