name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,13,9,Private,2021-05-24-16-45,3,1,2,2,2,0,5,3,2,0,8,,,
AASTHA HOSPITAL,40,8,32,Private,2021-05-24-22-22,8,1,7,2,1,1,10,2,8,0,7,2,1,1
Ace Hospital,20,0,20,Private,2021-05-24-13-19,4,0,4,,,,4,0,4,,,16,0,16
Acharyashree Bhikshu Govt. Hospital,150,22,128,Delhi Government,2021-05-24-20-47,,,,30,7,23,30,7,23,1,12,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-05-24-17-40,,,,,,,,,,1,0,,,
AIIMS Jhajjar,400,189,211,Central Government,2021-05-24-17-38,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,143,159,Central Government,2021-05-24-17-56,29,29,0,43,37,6,72,66,6,0,11,72,42,30
"AIIMS, Trauma Delhi",294,257,37,Central Government,2021-05-24-16-44,,,,71,59,12,71,59,12,,,,,
"Akash Healthcare, Dwarka",160,160,0,Private,2021-05-24-17-54,14,14,0,40,40,0,54,54,0,0,12,17,17,0
All India Institute of Ayurveda,47,4,43, ,2021-05-24-10-23,,,,,,,,,,2,0,,,
Alshifa Hospital,50,22,28,Private,2021-05-24-16-52,15,9,6,4,3,1,19,12,7,2,9,,,
Ambedkar Nagar hospital,525,41,484,Delhi Government,2021-05-24-20-26,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-05-24-22-21,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,10,30,Private,2021-05-24-21-53,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,2,26,Private,2021-05-24-07-29,4,0,4,,,,4,0,4,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-24-09-24,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,3,28,Private,2021-05-24-17-37,7,3,4,,,,7,3,4,,,,,
ARK Hospital,30,0,30,Private,2021-05-24-15-27,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,20,10,10,Private,2021-05-24-11-32,10,6,4,,,,10,6,4,0,20,,,
Arya Hospital,24,3,21,Private,2021-05-24-10-28,8,0,8,2,0,2,10,0,10,4,23,,,
Ashray Medical Centre,12,0,12,Private,2021-05-24-10-55,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-24-09-44,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-05-24-09-53,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",80,52,28,Private,2021-05-24-20-40,25,20,5,5,5,0,30,25,5,0,8,,,
"B.M. Gupta Hospital, Uttam Nagar",70,17,53,Private,2021-05-24-17-38,19,11,8,1,0,1,20,11,9,0,6,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-05-24-16-37,,,,,,,,,,2,0,,,
"Bansal Global Hospital, Jahangirpuri",60,9,51,Private,2021-05-24-08-23,9,2,7,1,0,1,10,2,8,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,14,26,Private,2021-05-24-08-54,8,1,7,2,2,0,10,3,7,,,,,
Bara Hindurao Hospital,250,102,148,Central Government,2021-05-24-09-45,,,,10,10,0,10,10,0,2,9,,,
Base Hospital Delhi Cantt,300,240,60,Central Government,2021-05-24-09-16,,,,50,48,2,50,48,2,1,12,,,
Batra Hospital,300,90,210,Private,2021-05-24-16-38,18,12,6,15,15,0,33,27,6,0,23,12,12,0
"Bensups Hospital, Dwarka",30,6,24,Private,2021-05-24-17-44,12,0,12,3,3,0,15,3,12,1,10,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-05-24-08-43,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,27,54,Private,2021-05-24-22-06,23,16,7,5,2,3,28,18,10,1,6,,,
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,14,26,Private,2021-05-24-15-40,10,10,0,1,1,0,11,11,0,0,12,,,
"Bhagwati Hospital, Rohini",130,14,116,Private,2021-05-24-23-14,13,5,8,2,2,0,15,7,8,0,7,,,
"Bhatia Global Hospital, Paschim Vihar",36,11,25,Private,2021-05-24-21-03,6,4,2,,,,6,4,2,0,8,,,
Bimla Devi Hospital,27,0,27,Private,2021-05-24-11-52,,,,,,,,,,2,0,3,2,1
"BLK Hospital, Pusa Road",317,125,192,Private,2021-05-24-23-30,61,56,5,14,14,0,75,70,5,1,0,43,43,0
"Brahm Shakti Hospital, Budh Vihar",80,12,68,Private,2021-05-24-21-04,9,3,6,2,1,1,11,4,7,0,8,2,2,0
Burari Hospital,700,105,595,Delhi Government,2021-05-24-22-00,85,75,10,30,30,0,115,105,10,0,12,,,
C M PATEL HOSPITAL,15,2,13,Private,2021-05-24-07-34,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,3,24,Central Government,2021-05-24-11-37,,,,,,,,,,4,12,,,
CAREWELL MEDICAL CENTRE,8,4,4,Private,2021-05-24-08-44,,,,,,,,,,0,12,,,
CBR Hospital,25,10,15,Private,2021-05-24-11-26,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,4,36,Private,2021-05-24-17-38,4,3,1,1,1,0,5,4,1,0,16,3,0,3
Central Hospital,31,24,7,Private,2021-05-24-22-00,4,3,1,4,3,1,8,6,2,0,3,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,79,321,Delhi Government,2021-05-24-22-36,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,800,27,773,Delhi Government,2021-05-24-18-03,,,,,,,,,,17,0,,,
"Covid Care Center- Sardar Patel, Chattrpur",565,129,436,Delhi Government,2021-05-24-16-50,,,,,,,,,,1,16,,,
Covid Care Center -CWG AKSHARDHAM,460,42,418,Delhi Government,2021-05-24-16-35,,,,,,,,,,5,23,,,
Cronus Multi speciality Hospital,10,6,4,Private,2021-05-24-22-38,5,2,3,,,,5,2,3,1,18,,,
"Cygnus MLS, Rama Vihar",60,22,38,Private,2021-05-24-20-22,19,13,6,5,5,0,24,18,6,0,3,,,
"Cygnus Sonia Hospital, Nangloi",68,16,52,Private,2021-05-24-18-27,26,7,19,5,3,2,31,10,21,0,17,,,
Deen Dayal Upadhyay hospital,500,235,265,Delhi Government,2021-05-24-22-24,120,49,71,130,109,21,250,158,92,0,14,33,22,11
Deep Chand Bandhu,250,100,150,Delhi Government,2021-05-24-22-14,95,53,42,25,20,5,120,73,47,0,9,,,
Delhi global hospital,14,1,13,Private,2021-05-24-17-16,,,,,,,,,,1,16,,,
Delhi Golden Hospital,15,0,15,Private,2021-05-24-22-21,,,,,,,,,,1,1,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,57,16,Private,2021-05-24-21-01,22,19,3,5,5,0,27,24,3,1,19,12,12,0
Delhi multi speciality hospital,11,1,10,Private,2021-05-24-17-36,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",160,20,140,Private,2021-05-24-21-58,13,7,6,5,5,0,18,12,6,0,22,5,5,0
"Dharamvir Solanki Hospital, Rohini",34,11,23,Private,2021-05-24-22-48,9,5,4,2,2,0,11,7,4,0,17,,,
Divine Multispeciality Hospital and Cancer Centre,35,10,25,Private,2021-05-24-14-51,23,7,16,7,3,4,30,10,20,0,14,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",65,43,22,Private,2021-05-24-17-12,10,10,0,2,2,0,12,12,0,1,20,,,
Dr Baba Saheb Ambedkar Hospital,400,236,164,Delhi Government,2021-05-24-23-39,58,39,19,142,105,37,200,144,56,0,18,,,
Dr Rakesh Multispeciality Hospital,15,5,10,Private,2021-05-24-10-24,5,3,2,1,0,1,6,3,3,1,0,,,
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",36,1,35,Private,2021-05-24-21-05,,,,,,,,,,1,12,,,
East Delhi Medical Centre Mansarover Park,30,7,23,Private,2021-05-24-22-06,6,1,5,,,,6,1,5,2,15,4,2,2
Eden Hospital,8,4,4,Private,2021-05-24-11-42,,,,,,,,,,0,23,,,
Ekansh Hospital,8,2,6,Private,2021-05-24-22-15,,,,,,,,,,,,,,
