name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,0,22,Private,2021-06-21-09-40,3,0,3,2,0,2,5,0,5,0,22,,,
AASTHA HOSPITAL,40,1,39,Private,2021-06-23-22-40,8,1,7,2,0,2,10,1,9,1,0,2,2,0
Ace Hospital,30,0,30,Private,2021-06-23-11-51,4,0,4,,,,4,0,4,,,26,0,26
Acharyashree Bhikshu Govt. Hospital,150,0,150,Delhi Government,2021-06-24-00-38,,,,30,0,30,30,0,30,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-06-23-14-59,,,,,,,,,,7,0,,,
AIIMS Jhajjar,400,63,337,Central Government,2021-06-23-17-58,,,,100,63,37,100,63,37,0,23,,,
AIIMS Main Delhi,70,0,70,Central Government,2021-06-23-17-41,14,0,14,43,0,43,57,0,57,2,21,87,61,26
"AIIMS, Trauma Delhi",294,112,182,Central Government,2021-06-23-16-28,,,,71,50,21,71,50,21,,,,,
"Akash Healthcare, Dwarka",133,0,133,Private,2021-06-23-22-44,14,0,14,40,0,40,54,0,54,0,4,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-06-23-08-25,,,,,,,,,,7,0,,,
Alshifa Hospital,49,8,41,Private,2021-06-23-09-24,15,8,7,4,0,4,19,8,11,2,2,,,
Ambedkar Nagar hospital,600,1,599,Delhi Government,2021-06-24-04-42,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-06-24-02-00,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-06-24-00-35,3,0,3,2,0,2,5,0,5,1,23,6,3,3
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-06-23-20-01,4,0,4,,,,4,0,4,1,2,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-06-23-09-34,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,0,31,Private,2021-06-23-17-33,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-06-23-06-16,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,6,0,6,Private,2021-06-23-10-33,6,0,6,,,,6,0,6,0,16,4,3,1
Arya Hospital,24,0,24,Private,2021-06-23-19-52,8,0,8,2,0,2,10,0,10,4,0,10,0,10
