name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-10-19-13-46,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-10-20-09-17,1,0,1,1,0,1,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-10-20-08-41,,,,,,,6,0,,,,,,
AIIMS Main Delhi,5,3,2,Central Government,2021-10-20-09-37,,,,,,,4,8,133,109,24,,,
"AIIMS, Trauma Delhi",21,0,21,Central Government,2021-10-21-01-34,,,,21,0,21,,,,,,21,0,21
"Akash Healthcare, Dwarka",20,0,20,Private,2021-10-20-17-04,5,0,5,7,0,7,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-10-20-09-30,6,0,6,8,0,8,15,0,14,3,11,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-10-20-07-42,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-10-20-07-15,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-10-20-15-40,3,0,3,3,0,3,1,23,5,5,0,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-10-20-09-33,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-10-20-09-40,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-10-20-10-54,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-10-20-08-59,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-10-21-01-17,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-10-20-08-59,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-10-19-10-54,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-10-20-09-50,,,,14,0,14,3,12,8,8,0,14,0,14
Base Hospital Delhi Cantt,108,1,107,Central Government,2021-10-14-09-17,,,,12,0,12,2,12,,,,12,0,12
Batra Hospital,50,1,49,Private,2021-10-20-09-28,9,1,8,11,1,10,0,23,99,44,55,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-10-20-08-54,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-10-20-06-21,5,0,5,7,0,7,4,20,7,0,7,2,0,2
