name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,0,22,Private,2021-09-06-09-43,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,12,0,12,Private,2021-09-06-17-17,1,0,1,1,0,1,2,0,2,,,10,2,8
Ace Hospital,30,0,30,Private,2021-09-06-10-29,4,0,4,,,,4,0,4,,,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-09-06-15-52,,,,5,0,5,5,0,5,12,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-09-06-10-52,,,,,,,,,,6,0,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-09-06-17-20,,,,100,0,100,100,0,100,0,23,,,
AIIMS Main Delhi,13,0,13,Central Government,2021-09-06-16-30,,,,,,,,,,2,12,92,79,13
"AIIMS, Trauma Delhi",294,8,286,Central Government,2021-09-06-05-40,,,,71,8,63,71,8,63,,,,,
"Akash Healthcare, Dwarka",60,0,60,Private,2021-09-06-17-29,30,0,30,10,0,10,40,0,40,0,16,28,0,28
All India Institute of Ayurveda,21,0,21, ,2021-09-06-10-43,,,,,,,,,,7,0,,,
Alshifa Hospital,18,0,18,Private,2021-09-06-09-45,4,0,4,2,0,2,6,0,6,18,0,11,6,5
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-09-06-16-37,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-09-06-17-29,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-09-06-12-19,,,,,,,,,,1,23,5,2,3
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-09-06-14-30,4,0,4,,,,4,0,4,1,0,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-09-06-11-00,5,0,5,,,,5,0,5,0,6,,,
Arya Hospital,24,0,24,Private,2021-09-06-09-06,10,0,10,2,0,2,12,0,12,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-09-06-11-43,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-09-06-09-28,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-09-06-10-41,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-09-06-08-06,18,0,18,2,0,2,20,0,20,0,23,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-09-06-16-33,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-09-06-08-22,,,,,,,,,,,,,,
Bara Hindurao Hospital,250,5,245,Central Government,2021-09-06-09-49,,,,14,0,14,14,0,14,0,12,4,3,1
Base Hospital Delhi Cantt,500,20,480,Central Government,2021-09-06-09-47,,,,50,1,49,50,1,49,2,12,,,
Batra Hospital,148,0,148,Private,2021-09-06-10-26,3,0,3,5,0,5,8,0,8,0,23,52,37,15
"Bensups Hospital, Dwarka",30,0,30,Private,2021-09-06-00-33,12,0,12,3,0,3,15,0,15,5,10,,,
