name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,25,0,25,Private,2021-07-17-16-11,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,40,0,40,Private,2021-07-17-16-07,8,0,8,2,0,2,10,0,10,,,2,2,0
Ace Hospital,30,0,30,Private,2021-07-17-11-42,4,0,4,,,,4,0,4,,,26,0,26
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-07-17-12-33,,,,5,0,5,5,0,5,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-07-17-10-46,,,,,,,,,,7,0,,,
AIIMS Jhajjar,400,29,371,Central Government,2021-07-17-17-20,,,,100,29,71,100,29,71,0,23,,,
AIIMS Main Delhi,13,0,13,Central Government,2021-07-17-16-12,,,,,,,,,,2,2,92,74,18
"AIIMS, Trauma Delhi",294,49,245,Central Government,2021-07-17-05-56,,,,71,20,51,71,20,51,,,,,
"Akash Healthcare, Dwarka",60,3,57,Private,2021-07-17-17-28,30,3,27,10,0,10,40,3,37,0,16,28,0,28
All India Institute of Ayurveda,47,0,47, ,2021-07-17-10-26,,,,,,,,,,7,0,,,
Alshifa Hospital,49,0,49,Private,2021-07-17-10-08,23,0,23,4,0,4,27,0,27,20,0,,,
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-17-16-40,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-07-17-14-06,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-07-17-16-49,3,0,3,2,0,2,5,0,5,1,23,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-07-17-13-26,4,0,4,,,,4,0,4,1,2,,,
Ardent Ganpati,31,0,31,Private,2021-07-17-15-55,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-07-17-12-42,5,0,5,,,,5,0,5,0,6,,,
Arogya Hospital,6,0,6,Private,2021-07-17-13-34,6,0,6,,,,6,0,6,0,23,4,4,0
