name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-08-03-09-06,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-08-03-10-07,1,0,1,1,0,1,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-08-03-09-34,,,,,,,6,0,,,,,,
AIIMS Main Delhi,33,27,6,Central Government,2021-08-03-09-26,,,,,,,4,8,133,111,22,,,
"AIIMS, Trauma Delhi",21,1,20,Central Government,2021-08-03-01-31,,,,21,1,20,,,,,,21,1,20
"Akash Healthcare, Dwarka",20,1,19,Private,2021-08-03-09-21,5,0,5,7,0,7,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-08-03-09-42,6,0,6,8,0,8,8,0,14,8,6,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-08-03-13-03,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-08-03-11-42,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-08-03-12-02,3,0,3,3,0,3,1,23,5,5,0,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-08-03-10-12,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-08-03-11-06,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-08-03-00-20,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-08-02-10-52,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-08-03-00-19,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,1,9,Private,2021-08-03-06-56,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-08-03-11-07,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-08-03-09-28,,,,14,0,14,4,0,8,6,2,14,0,14
Base Hospital Delhi Cantt,500,10,490,Central Government,2021-08-03-08-50,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,5,45,Private,2021-08-03-11-01,9,5,4,11,5,6,0,23,99,52,47,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-08-03-10-08,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-08-03-09-58,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,0,9,Private,2021-08-03-10-02,2,0,2,3,0,3,2,21,7,3,4,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,4,6,Private,2021-08-03-13-40,2,1,1,3,1,2,0,10,17,12,5,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,1,13,Private,2021-08-03-08-45,1,0,1,1,0,1,6,12,5,0,5,,,
Bimla Devi Hospital,10,2,8,Private,2021-08-03-08-58,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,14,33,Private,2021-08-03-11-19,9,2,7,12,4,8,1,0,106,106,0,3,2,1
"Brahm Shakti Hospital, Budh Vihar",31,0,31,Private,2021-08-03-10-05,1,0,1,1,0,1,2,12,3,3,0,,,
Burari Hospital,600,4,596,Delhi Government,2021-08-03-09-43,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-08-03-11-41,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-08-03-08-59,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,3,1,Private,2021-08-03-13-58,,,,2,1,1,0,4,6,6,0,2,1,1
"Cygnus MLS, Rama Vihar",9,0,9,Private,2021-08-03-09-26,1,0,1,1,0,1,75,0,15,7,8,,,
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-08-03-08-23,,,,1,0,1,0,17,18,11,7,1,0,1
Deen Dayal Upadhyay hospital,50,1,49,Delhi Government,2021-08-03-12-01,,,,,,,6,14,61,61,0,,,
Deep Chand Bandhu,50,5,45,Delhi Government,2021-08-03-07-26,,,,,,,3,15,10,7,3,,,
Delhi global hospital,3,0,3,Private,2021-08-03-09-38,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,0,10,Private,2021-08-03-11-51,1,0,1,2,0,2,4,4,37,16,21,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-08-03-09-03,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,7,13,Private,2021-08-03-11-46,,,,5,0,5,1,8,21,20,1,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-08-03-08-38,4,0,4,5,0,5,3,16,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,0,10,Private,2021-08-03-09-52,,,,,,,,,,,,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",15,0,15,Private,2021-08-03-07-55,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,1,49,Delhi Government,2021-08-03-10-19,,,,6,0,6,4,0,19,12,7,6,0,6
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-08-03-08-38,,,,1,0,1,1,0,,,,1,0,1
