name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours
Aashlok Hospital,25,0,25,Private,2021-07-04-12-06,,,,,,,,,,,,,,
AASTHA HOSPITAL,40,0,40,Private,2021-07-04-22-53,8,0,8,2,2,0,2,0,2,10,0,10,,
Ace Hospital,30,0,30,Private,2021-07-03-12-20,4,0,4,26,0,26,,,,4,0,4,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-07-04-22-03,,,,,,,5,0,5,5,0,5,3,0
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-07-04-11-54,,,,,,,,,,,,,5,0
AIIMS Jhajjar,400,46,354,Central Government,2021-07-04-17-15,,,,,,,100,46,54,100,46,54,0,23
AIIMS Main Delhi,13,0,13,Central Government,2021-07-04-17-26,,,,87,63,24,,,,,,,2,14
"AIIMS, Trauma Delhi",294,65,229,Central Government,2021-07-04-05-22,,,,,,,71,31,40,71,31,40,,
"Akash Healthcare, Dwarka",133,0,133,Private,2021-07-04-17-14,14,0,14,17,17,0,40,0,40,54,0,54,0,14
All India Institute of Ayurveda,47,0,47, ,2021-07-04-09-23,,,,,,,,,,,,,7,0
Alshifa Hospital,49,31,18,Private,2021-07-04-11-17,23,4,19,,,,4,2,2,27,6,21,1,4
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-05-04-29,,,,,,,,,,,,,1,0
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-07-04-09-44,1,0,1,,,,,,,1,0,1,0,3
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-07-04-18-27,3,0,3,,,,2,0,2,5,0,5,1,23
"Apex City Hospital, West Vinod Nagar",15,0,15,Private,2021-07-04-12-36,2,0,2,,,,,,,2,0,2,1,2
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-07-03-09-44,,,,,,,3,0,3,3,0,3,1,20
Ardent Ganpati,31,0,31,Private,2021-07-04-17-30,7,0,7,,,,,,,7,0,7,,
ARK Hospital,30,0,30,Private,2021-07-04-10-52,5,0,5,,,,,,,5,0,5,0,6
Arogya Hospital,6,0,6,Private,2021-07-04-12-03,6,0,6,4,4,0,,,,6,0,6,0,20
Arya Hospital,24,0,24,Private,2021-07-04-19-41,8,0,8,14,0,14,2,0,2,10,0,10,4,0
Ashray Medical Centre,12,0,12,Private,2021-07-04-11-13,2,0,2,,,,,,,2,0,2,1,23
Asian Multispeciality Hospital,15,0,15,Private,2021-07-04-08-51,,,,,,,,,,,,,4,0
Astha Hospital,10,0,10,Private,2021-07-04-10-20,,,,,,,,,,,,,2,18
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-07-04-11-31,18,0,18,20,20,0,2,0,2,20,0,20,0,23
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-07-05-01-57,7,0,7,,,,1,0,1,8,0,8,0,23
Balak Ram Hospital,25,0,25,Delhi Government,2021-07-03-08-03,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-07-04-08-03,9,0,9,1,0,1,1,0,1,10,0,10,0,7
"Bansal Hospital & Research Centre, New Friends Colony",40,0,40,Private,2021-07-04-09-26,8,0,8,,,,2,0,2,10,0,10,,
Bara Hindurao Hospital,250,2,248,Central Government,2021-07-04-10-49,,,,4,0,4,10,1,9,10,1,9,9,0
Base Hospital Delhi Cantt,500,17,483,Central Government,2021-07-04-06-33,,,,,,,50,5,45,50,5,45,2,12
Batra Hospital,300,0,300,Private,2021-07-04-13-40,18,0,18,12,12,0,15,0,15,33,0,33,0,23
"Bensups Hospital, Dwarka",30,0,30,Private,2021-07-04-18-02,12,0,12,,,,3,0,3,15,0,15,5,10
BH SALVAS HOSPITAL,40,30,10,Private,2021-07-04-16-33,7,7,0,5,5,0,1,1,0,8,8,0,0,8
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-07-04-09-37,13,0,13,,,,2,0,2,15,0,15,0,10
"Bhatia Global Hospital, Paschim Vihar",33,0,33,Private,2021-07-04-23-03,3,0,3,3,1,2,,,,3,0,3,5,0
Bimla Devi Hospital,10,0,10,Private,2021-07-04-13-22,,,,6,2,4,,,,,,,4,0
"BLK Hospital, Pusa Road",140,5,135,Private,2021-07-04-23-32,21,0,21,90,90,0,7,2,5,28,2,26,5,0
"Brahm Shakti Hospital, Budh Vihar",30,0,30,Private,2021-07-04-15-06,1,0,1,8,6,2,2,0,2,3,0,3,1,2
Burari Hospital,300,2,298,Delhi Government,2021-07-05-02-10,70,2,68,,,,30,0,30,100,2,98,3,14
C M PATEL HOSPITAL,15,0,15,Private,2021-07-04-10-23,,,,,,,,,,,,,2,23
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,,,,7,0
CAREWELL MEDICAL CENTRE,8,0,8,Private,2021-07-04-10-31,,,,,,,,,,,,,0,12
CBR Hospital,25,10,15,Private,2021-07-04-14-00,3,3,0,,,,,,,3,3,0,1,7
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-07-04-17-35,4,0,4,3,0,3,1,0,1,5,0,5,1,20
Central Hospital,16,0,16,Private,2021-07-05-05-06,,,,4,4,0,4,0,4,4,0,4,0,3
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-07-04-15-58,,,,,,,,,,,,,27,13
"Covid Care Center- Sardar Patel, Chattrpur",596,6,590,Delhi Government,2021-07-04-13-12,,,,,,,,,,,,,1,23
Covid Care Center -CWG AKSHARDHAM,460,4,456,Delhi Government,2021-07-04-08-22,,,,,,,,,,,,,5,23
Cronus Multi speciality Hospital,10,0,10,Private,2021-07-04-15-12,5,0,5,,,,,,,5,0,5,1,8
"Cygnus MLS, Rama Vihar",60,0,60,Private,2021-07-04-22-05,19,0,19,,,,5,0,5,24,0,24,0,3
"Cygnus Sonia Hospital, Nangloi",68,1,67,Private,2021-07-05-00-18,26,1,25,,,,5,0,5,31,1,30,0,17
Deen Dayal Upadhyay hospital,100,9,91,Delhi Government,2021-07-05-04-28,,,,43,0,43,25,7,18,25,7,18,0,9
Deep Chand Bandhu,100,12,88,Delhi Government,2021-07-05-04-31,5,0,5,10,1,9,20,6,14,25,6,19,4,18
Delhi global hospital,14,3,11,Private,2021-07-04-17-24,3,0,3,3,0,3,,,,3,0,3,1,23
Delhi Golden Hospital,15,0,15,Private,2021-07-04-22-09,,,,,,,,,,,,,,
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-07-04-13-22,3,0,3,34,17,17,2,0,2,5,0,5,3,8
Delhi multi speciality hospital,11,0,11,Private,2021-07-04-16-34,,,,,,,,,,,,,1,15
"Dharamshila Narayana Hosp., Vasundhra Enclave",103,0,103,Private,2021-07-05-02-04,13,0,13,5,5,0,5,0,5,18,0,18,1,8
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-07-04-09-18,4,0,4,5,3,2,1,0,1,5,0,5,0,23
Divine Multispeciality Hospital and Cancer Centre,35,10,25,Private,2021-07-04-12-31,16,2,14,9,3,6,10,1,9,26,3,23,0,22
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,1,19,Private,2021-07-04-10-52,,,,8,8,0,2,1,1,2,1,1,1,20
Dr Baba Saheb Ambedkar Hospital,100,25,75,Delhi Government,2021-07-04-12-19,,,,12,0,12,25,17,8,25,17,8,0,18
Dr Rakesh Multispeciality Hospital,15,0,15,Private,2021-07-04-09-51,5,0,5,,,,1,0,1,6,0,6,,
East Delhi Medical Centre Mansarover Park,13,0,13,Private,2021-07-05-04-05,3,0,3,7,3,4,,,,3,0,3,1,20
Eden Hospital,8,0,8,Private,2021-07-04-07-47,,,,,,,,,,,,,0,23
Ekansh Hospital,8,0,8,Private,2021-07-04-09-42,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,76,0,76,Central Government,2021-07-04-23-04,,,,5,5,0,5,0,5,5,0,5,7,0
ESIC hospital Okhla,20,1,19,Central Government,2021-07-04-18-56,,,,27,3,24,2,0,2,2,0,2,6,6
"Fortis Escorts Heart Institute, Okhla",112,0,112,Private,2021-07-04-08-39,55,0,55,16,12,4,5,0,5,60,0,60,2,1
"Fortis Hospital, Shalimar Bagh",78,0,78,Private,2021-07-04-14-21,15,0,15,48,44,4,5,0,5,20,0,20,4,23
"Fortis SS Hospital, Vasant Kunj",106,1,105,Private,2021-07-05-03-18,20,1,19,,,,12,0,12,32,1,31,2,23
Galaxy Hospital,8,0,8,Private,2021-07-04-16-13,2,0,2,1,0,1,,,,2,0,2,5,0
"Gandhi Nursing Home, Uttam Nagar",25,1,24,Private,2021-07-04-07-21,8,1,7,15,15,0,2,0,2,10,1,9,1,12
"Garg Hospital, Karkardooma",36,0,36,Private,2021-07-04-09-06,4,0,4,,,,,,,4,0,4,0,12
"Goyal Hospital & Urology Centre, Krishna Nagar",24,0,24,Private,2021-07-04-10-05,2,0,2,8,6,2,2,0,2,4,0,4,1,23
"Goyal Hospital, Paschim Vihar",24,0,24,Private,2021-07-04-17-38,7,0,7,,,,,,,7,0,7,0,12
GTB Hospital,600,14,586,Delhi Government,2021-07-05-04-04,410,-6,416,,,,140,14,126,550,8,542,3,6
Gupta Multispecialty Hospital,14,0,14,Private,2021-07-04-18-52,,,,4,0,4,,,,,,,2,0
"Gupta Multispecialty Hospital, Vivek Vihar",40,0,40,Private,2021-07-04-13-27,6,0,6,,,,,,,6,0,6,2,20
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,0,198,Delhi Government,2021-07-01-10-44,,,,,,,,,,,,,,
"HAHC Hospital, Hamdard Nagar",141,0,141,Private,2021-07-05-02-19,4,0,4,29,2,27,8,0,8,12,0,12,1,4
HANDA NURSING HOME,12,0,12,Private,2021-07-04-10-15,,,,6,0,6,,,,,,,1,18
Hardik Hospital,10,0,10,Private,2021-07-04-12-19,4,0,4,,,,,,,4,0,4,1,20
Highland Care Multispeciality Hospital,30,0,30,Private,2021-07-04-11-04,5,0,5,,,,,,,5,0,5,0,15
Hira’s Multispeciality Hospital,15,0,15,Private,2021-07-03-09-20,,,,,,,,,,,,,0,12
"Holy Family Hospital, Okhla",100,1,99,Private,2021-07-03-09-49,,,,18,18,0,14,1,13,14,1,13,0,20
"IBS Hospital, Lajpat Nagar",7,0,7,Private,2021-07-04-07-42,,,,10,4,6,,,,,,,0,6
"Indian spinal injury centre,Vasant Kunj",60,8,52,Private,2021-07-05-04-15,,,,10,7,3,9,8,1,9,8,1,2,0
"Indira Gandhi Hospital, Dwarka",250,1,249,Delhi Government,2021-07-04-12-19,,,,73,0,73,15,0,15,15,0,15,8,0
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",215,3,212,Private,2021-07-05-00-53,36,1,35,117,105,12,12,1,11,48,2,46,3,0
"Irene Hospital, Kalkaji",34,0,34,Private,2021-07-04-13-29,3,0,3,,,,2,0,2,5,0,5,1,0
"Ishan Hospital, Rohini",13,0,13,Private,2021-07-04-19-11,5,0,5,,,,,,,5,0,5,0,15
"Jaipur Golden Hospital, Rohini",72,14,58,Private,2021-07-05-01-17,8,8,0,11,11,0,4,0,4,12,8,4,0,16
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",60,0,60,Private,2021-07-04-16-08,,,,10,3,7,,,,,,,0,14
"Jeewan Mala Hospital, Rohtak Road",45,0,45,Private,2021-07-04-14-52,15,0,15,8,8,0,8,0,8,23,0,23,0,12
"Jeewan Moti Khera Hospital, Nangloi",30,0,30,Private,2021-07-04-17-37,3,0,3,2,0,2,2,0,2,5,0,5,1,23
