name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-05-19-09-17,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-05-19-09-23,,,,1,0,1,2,0,5,2,3,1,0,1
Ace Hospital,6,0,6,Private,2021-05-16-11-18,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-05-19-08-41,,,,,,,6,0,,,,,,
AIIMS Main Delhi,21,7,14,Central Government,2021-05-17-10-24,,,,,,,4,8,108,78,30,,,
"AIIMS, Trauma Delhi",21,0,21,Central Government,2021-05-19-16-55,,,,21,0,21,,,,,,21,0,21
"Akash Healthcare, Dwarka",20,2,18,Private,2021-05-19-09-31,8,2,6,10,2,8,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-05-19-09-20,3,0,3,5,0,5,8,0,11,1,10,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-05-19-16-34,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-05-19-08-45,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-05-19-11-16,3,0,3,3,0,3,1,23,5,4,1,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-05-19-09-47,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-05-19-08-43,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-05-19-11-45,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-05-19-10-49,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-05-19-00-23,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-05-19-09-06,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-05-18-10-31,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-05-19-06-59,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-05-19-09-28,,,,14,0,14,1,0,8,6,2,14,0,14
Base Hospital Delhi Cantt,500,1,499,Central Government,2021-05-19-06-38,,,,50,1,49,2,12,,,,50,1,49
Batra Hospital,50,1,49,Private,2021-05-19-07-17,9,0,9,11,0,11,0,23,99,40,59,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-05-19-10-23,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-05-19-08-41,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,0,9,Private,2021-05-19-16-02,2,0,2,3,0,3,2,15,7,3,4,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,1,9,Private,2021-05-19-14-13,2,0,2,3,0,3,0,10,17,13,4,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-05-19-09-43,1,0,1,1,0,1,6,12,5,2,3,,,
Bimla Devi Hospital,10,1,9,Private,2021-05-19-09-03,,,,,,,3,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,4,43,Private,2021-05-19-11-36,9,2,7,12,3,9,3,0,106,106,0,3,1,2
"Brahm Shakti Hospital, Budh Vihar",40,0,40,Private,2021-05-19-11-07,4,0,4,5,0,5,2,12,7,6,1,1,0,1
Burari Hospital,600,0,600,Delhi Government,2021-05-19-09-40,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-05-19-10-48,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-05-19-14-06,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-05-19-14-53,,,,2,0,2,0,3,6,6,0,2,0,2
"Cygnus MLS, Rama Vihar",9,1,8,Private,2021-05-19-17-09,1,0,1,1,0,1,75,0,15,5,10,,,
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-05-19-13-52,,,,1,0,1,0,17,18,10,8,1,0,1
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-05-19-15-59,,,,,,,6,10,43,43,0,,,
Deep Chand Bandhu,50,1,49,Delhi Government,2021-05-19-08-57,,,,,,,3,15,10,6,4,,,
Delhi global hospital,3,0,3,Private,2021-05-19-09-30,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,0,10,Private,2021-05-19-10-21,1,0,1,2,0,2,3,8,37,13,24,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-05-19-08-49,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,1,19,Private,2021-05-19-16-03,,,,5,0,5,1,8,21,20,1,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-05-19-09-07,4,0,4,5,0,5,3,16,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,0,10,Private,2021-05-19-08-55,,,,,,,,,,,,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",15,0,15,Private,2021-05-19-09-16,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,0,50,Delhi Government,2021-05-19-08-44,,,,12,0,12,4,0,24,16,8,12,0,12
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-05-19-08-27,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-05-19-09-33,,,,,,,0,14,,,,,,
East Delhi Medical Centre Mansarover Park,5,0,5,Private,2021-05-19-11-36,,,,,,,1,20,5,5,0,,,
ESIC Hospital Jhilmil,20,0,20,Central Government,2021-05-19-10-34,5,0,5,5,0,5,15,7,5,5,0,,,
ESIC hospital Okhla,22,0,22,Central Government,2021-05-19-09-34,,,,2,0,2,11,0,15,6,9,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,1,30,Private,2021-05-19-16-08,4,0,4,7,0,7,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",26,2,24,Private,2021-05-19-09-43,4,2,2,6,2,4,3,23,72,67,5,2,0,2
"Fortis SS Hospital, Vasant Kunj",64,1,63,Private,2021-05-19-17-18,18,0,18,22,0,22,2,23,33,26,7,4,0,4
Galaxy Hospital,8,0,8,Private,2021-05-19-09-36,,,,,,,4,6,,,,,,
"Gandhi Nursing Home, Uttam Nagar",6,2,4,Private,2021-05-19-10-27,1,0,1,2,0,2,1,12,15,0,15,1,0,1
"Garg Hospital, Karkardooma",5,0,5,Private,2021-05-19-10-59,,,,,,,7,0,4,3,1,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",20,0,20,Private,2021-05-19-10-33,4,0,4,4,0,4,1,23,10,4,6,,,
"Goyal Hospital, Paschim Vihar",5,0,5,Private,2021-05-19-14-16,,,,,,,0,12,,,,,,
GTB Hospital,100,5,95,Delhi Government,2021-05-19-07-43,,,,,,,4,0,8,8,0,,,
Gupta Multispecialty Hospital,14,0,14,Private,2021-05-19-10-50,,,,,,,2,0,4,0,4,,,
"Gupta Multispecialty Hospital, Vivek Vihar",20,0,20,Private,2021-05-19-09-45,2,0,2,2,0,2,3,23,4,0,4,,,
"HAHC Hospital, Hamdard Nagar",66,0,66,Private,2021-05-19-09-04,4,0,4,6,0,6,1,4,29,15,14,2,0,2
