name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-08-20-11-43,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,1,4,Private,2021-08-20-15-19,1,0,1,1,0,1,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-08-20-09-49,,,,,,,6,0,,,,,,
AIIMS Main Delhi,38,32,6,Central Government,2021-08-20-12-23,,,,,,,4,8,133,108,25,,,
"AIIMS, Trauma Delhi",21,0,21,Central Government,2021-08-21-01-03,,,,21,0,21,,,,,,21,0,21
"Akash Healthcare, Dwarka",20,11,9,Private,2021-08-20-18-33,5,5,0,7,5,2,0,16,44,31,13,2,0,2
Alshifa Hospital,18,2,16,Private,2021-08-20-09-42,6,0,6,8,0,8,5,0,14,2,12,2,0,2
Ambedkar Nagar hospital,200,5,195,Delhi Government,2021-08-21-04-35,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-08-20-08-49,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,2,8,Private,2021-08-20-17-03,3,0,3,3,0,3,1,23,5,4,1,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-08-20-09-40,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-08-20-10-43,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-08-19-11-36,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-08-20-11-29,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-08-21-00-29,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,1,9,Private,2021-08-20-08-00,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-08-20-10-18,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-08-20-09-17,,,,14,0,14,7,0,8,6,2,14,0,14
Base Hospital Delhi Cantt,500,5,495,Central Government,2021-08-20-08-47,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,2,48,Private,2021-08-20-09-18,9,2,7,11,2,9,0,23,99,54,45,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-08-20-09-54,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-08-20-09-56,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,3,6,Private,2021-08-20-18-02,2,2,0,3,2,1,2,13,7,5,2,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,5,5,Private,2021-08-20-16-15,2,1,1,3,1,2,0,10,17,12,5,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-08-20-09-05,1,0,1,1,0,1,6,12,5,0,5,,,
Bimla Devi Hospital,10,0,10,Private,2021-08-20-08-02,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,17,30,Private,2021-08-20-10-50,9,8,1,12,11,1,1,0,106,88,18,3,3,0
"Brahm Shakti Hospital, Budh Vihar",31,0,31,Private,2021-08-20-11-18,1,0,1,1,0,1,2,12,3,2,1,,,
Burari Hospital,600,8,592,Delhi Government,2021-08-20-09-48,70,1,69,100,1,99,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-08-20-12-25,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-08-20-14-20,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-08-21-00-14,,,,2,0,2,0,4,6,3,3,2,0,2
"Cygnus MLS, Rama Vihar",9,1,8,Private,2021-08-20-16-59,1,0,1,1,0,1,75,0,15,7,8,,,
"Cygnus Sonia Hospital, Nangloi",7,2,5,Private,2021-08-21-01-51,,,,1,1,0,0,17,18,11,7,1,1,0
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-08-20-14-07,,,,,,,9,6,61,61,0,,,
Deep Chand Bandhu,50,3,47,Delhi Government,2021-08-20-09-10,,,,,,,3,15,10,7,3,,,
Delhi global hospital,3,0,3,Private,2021-08-20-09-00,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,2,8,Private,2021-08-20-10-14,1,0,1,2,1,1,2,7,37,17,20,1,1,0
Delhi multi speciality hospital,2,0,2,Private,2021-08-20-09-00,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,4,16,Private,2021-08-20-20-05,,,,5,1,4,1,8,21,20,1,5,1,4
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-08-20-09-59,4,0,4,5,0,5,3,16,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,0,10,Private,2021-08-18-09-48,,,,8,0,8,,,25,0,25,8,0,8
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",15,0,15,Private,2021-08-20-09-51,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,7,43,Delhi Government,2021-08-20-08-43,,,,12,6,6,4,0,19,12,7,12,6,6
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-08-20-17-24,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-08-20-09-34,,,,,,,1,11,,,,,,
East Delhi Medical Centre Mansarover Park,5,0,5,Private,2021-08-20-10-59,,,,,,,1,20,5,0,5,,,
ESIC Hospital Jhilmil,20,0,20,Central Government,2021-08-20-10-11,5,0,5,5,0,5,11,4,5,5,0,,,
ESIC hospital Okhla,22,0,22,Central Government,2021-08-20-10-01,,,,2,0,2,12,0,15,5,10,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,7,24,Private,2021-08-20-16-04,5,2,3,8,2,6,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",26,6,20,Private,2021-08-20-09-54,4,0,4,6,0,6,5,23,72,64,8,2,0,2
"Fortis SS Hospital, Vasant Kunj",64,8,56,Private,2021-08-20-19-46,18,7,11,22,7,15,2,23,33,32,1,4,0,4
"Gandhi Nursing Home, Uttam Nagar",6,0,6,Private,2021-08-20-09-47,1,0,1,2,0,2,1,12,15,0,15,1,0,1
"Garg Hospital, Karkardooma",5,1,4,Private,2021-08-20-18-39,,,,,,,7,0,4,2,2,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",20,1,19,Private,2021-08-20-10-46,4,0,4,4,0,4,1,23,10,3,7,,,
"Goyal Hospital, Paschim Vihar",5,1,4,Private,2021-08-20-18-22,,,,,,,0,12,,,,,,
GTB Hospital,450,25,425,Delhi Government,2021-08-20-10-41,,,,50,2,48,4,21,45,39,6,50,2,48
Gupta Multispecialty Hospital,14,0,14,Private,2021-08-20-08-09,,,,,,,2,0,4,0,4,,,
"Gupta Multispecialty Hospital, Vivek Vihar",20,0,20,Private,2021-08-20-09-39,2,0,2,2,0,2,3,23,4,0,4,,,
"HAHC Hospital, Hamdard Nagar",66,0,66,Private,2021-08-20-07-24,4,0,4,6,0,6,1,4,21,20,1,2,0,2
HANDA NURSING HOME,4,0,4,Private,2021-08-20-10-30,,,,,,,1,18,6,4,2,,,
Hardik Hospital,10,0,10,Private,2021-08-20-08-52,4,0,4,4,0,4,1,20,,,,,,
"Holy Family Hospital, Okhla",100,17,83,Private,2021-08-20-09-33,5,4,1,23,4,19,1,0,21,21,0,18,0,18
"IBS Hospital, Lajpat Nagar",5,1,4,Private,2021-08-20-09-03,,,,1,0,1,0,6,9,7,2,1,0,1
"Indian spinal injury centre,Vasant Kunj",20,5,15,Private,2021-08-21-00-04,,,,3,2,1,1,16,10,10,0,3,2,1
"Indira Gandhi Hospital, Dwarka",1241,1,1240,Delhi Government,2021-08-20-13-09,85,0,85,330,0,330,3,0,,,,245,0,245
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",62,7,55,Private,2021-08-20-10-44,7,4,3,12,5,7,13,0,153,143,10,5,1,4
"Irene Hospital, Kalkaji",14,0,14,Private,2021-08-20-09-31,1,0,1,2,0,2,1,0,2,0,2,1,0,1
"Ishan Hospital, Rohini",8,0,8,Private,2021-08-20-10-57,,,,,,,,,4,0,4,,,
"Jain Hospital, Vikas Marg Extn.",2,1,1,Private,2021-08-20-11-00,,,,,,,1,23,4,2,2,,,
"Jaipur Golden Hospital, Rohini",29,7,22,Private,2021-08-21-00-37,10,6,4,11,7,4,0,23,44,44,0,1,1,0
Janakpuri Super Speciality Hospital Society,90,0,90,Delhi Government,2021-08-20-09-54,40,0,40,40,0,40,5,0,20,17,3,,,
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",40,0,40,Private,2021-08-20-14-41,1,0,1,2,0,2,5,23,,,,1,0,1
"Jeewan Mala Hospital, Rohtak Road",25,0,25,Private,2021-08-20-10-07,5,0,5,5,0,5,0,12,6,6,0,,,
"Jeewan Moti Khera Hospital, Nangloi",5,0,5,Private,2021-08-20-10-51,,,,1,0,1,1,23,4,0,4,1,0,1
"Jeewan Nursing Home, Pusa Road",23,0,23,Private,2021-08-20-10-48,,,,2,0,2,0,23,4,4,0,2,0,2
Jivodaya Hospital,4,0,4,Private,2021-08-20-08-41,,,,,,,1,23,,,,,,
Jyoti Nursing Home,3,0,3,Private,2021-08-20-00-00,,,,,,,1,11,,,,,,
Kalawati Saran Children's Hospital (LHMC),40,1,39,Central Government,2021-08-20-09-45,,,,10,1,9,4,0,35,35,0,10,1,9
"Kalra Hospital, Dwarka",5,0,5,Private,2021-08-20-03-47,,,,,,,5,0,6,6,0,,,
"Kalra Hospital, Kirti Nagar",11,0,11,Private,2021-08-20-17-28,3,0,3,4,0,4,1,12,39,39,0,1,0,1
Kalyani Hospital,20,0,20,Private,2021-08-20-09-23,12,0,12,13,0,13,60,0,,,,1,0,1
KAPOOR MEDICAL CENTRE,5,0,5,Private,2021-08-20-10-57,,,,,,,0,6,,,,,,
Khandelwal Hospital And Urology Center,7,0,7,Private,2021-08-20-10-16,2,0,2,2,0,2,0,16,4,0,4,,,
khanna hospital,4,0,4,Private,2021-08-20-08-44,1,0,1,2,0,2,0,10,,,,1,0,1
"Konark Hospital, Nangloi",6,0,6,Private,2021-08-20-17-16,,,,,,,5,23,,,,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",5,0,5,Private,2021-08-20-11-23,,,,,,,0,18,8,3,5,,,
"Kukreja Hospital and Heart Centre, Rajouri Garden",12,6,6,Private,2021-08-20-10-11,,,,,,,0,23,32,0,32,,,
"Kukreja Hospital, Mayur Vihar",7,0,7,Private,2021-08-19-11-01,2,0,2,2,0,2,7,10,,,,,,
"Lalita Hospital, Begumpur",10,0,10,Private,2021-08-20-11-57,4,0,4,5,0,5,,,,,,1,0,1
LHMC,516,7,509,Central Government,2021-08-20-10-11,,,,86,0,86,1,10,27,16,11,86,0,86
Lifeline Hospital,2,0,2,Private,2021-08-20-09-56,,,,,,,10,0,7,1,6,,,
Lok Nayak Hospital,450,40,410,Delhi Government,2021-08-20-10-26,128,40,88,178,40,138,3,0,98,93,5,50,0,50
Maa Bharti Hospital,2,0,2,Private,2021-08-17-13-00,,,,,,,2,4,,,,,,
"Madhukar Rainbow Children Hosp., Malviya Nagar",53,0,53,Private,2021-08-20-09-33,17,0,17,18,0,18,5,12,40,30,10,1,0,1
Maha Durga Charitable Trust Hospital,66,2,64,Private,2021-08-20-08-48,11,1,10,20,1,19,1,10,10,3,7,9,0,9
"Maharaja Agarsain Multispecialty Hospital, Narela",40,0,40,Private,2021-08-20-07-37,3,0,3,4,0,4,4,3,,,,1,0,1
"Maharaja Agrasen Hospital, Dwarka",12,4,8,Private,2021-08-19-10-26,1,1,0,2,2,0,,,10,10,0,1,1,0
"Maharaja Agrasen Hospital, Punjabi Bagh",30,26,4,Private,2021-08-21-03-57,7,7,0,9,7,2,7,5,54,54,0,2,0,2
Makkar Multispeciality Hospital,16,0,16,Private,2021-08-20-11-03,8,0,8,8,0,8,,,8,2,6,,,
Malik Radix Hospital,6,0,6,Private,2021-08-20-17-33,1,0,1,1,0,1,3,6,12,12,0,,,
"MANIPAL HOSPITAL, DWARKA",25,13,12,Private,2021-08-20-08-57,,,,12,2,10,3,0,38,28,10,12,2,10
"Mansaram Hospital, Nangloi",21,0,21,Private,2021-08-20-08-52,4,0,4,5,0,5,1,7,,,,1,0,1
"Mata Chanan Devi Hospital, Janakpuri",21,11,10,Private,2021-08-20-09-57,10,4,6,11,4,7,10,12,44,30,14,1,0,1
"Mata Roop Rani Maggo Hospital, Uttam Nagar",23,0,23,Private,2021-08-19-10-52,4,0,4,4,0,4,0,4,6,6,0,,,
Max East/West Block,180,1,179,Private,2021-08-20-11-04,27,1,26,32,1,31,0,21,60,60,0,5,0,5
"Max Smart Gujarmal Modi hospital ,Saket",25,17,8,Private,2021-08-21-02-07,,,,7,7,0,1,23,45,27,18,7,7,0
"MAX SS HOSPITAL, PATPARGANJ",40,9,31,Private,2021-08-20-11-51,3,3,0,5,4,1,2,13,126,126,0,2,1,1
"Max SS Hospital, Shalimar Bagh",28,7,21,Private,2021-08-20-10-31,6,6,0,8,7,1,3,5,82,82,0,2,1,1
"Medeor Hospital, Dwarka",45,0,45,Private,2021-08-20-12-29,4,0,4,8,0,8,,,,,,4,0,4
"Medeor Hospital, Qutab Instl. Area",44,5,39,Private,2021-08-20-11-01,18,0,18,20,0,20,0,23,8,2,6,2,0,2
"Medstar Hospital, Paschim Vihar",26,0,26,Private,2021-08-20-08-24,14,0,14,14,0,14,2,20,,,,,,
"Metro Hospital, Preet Vihar",16,3,13,Private,2021-08-20-17-51,4,3,1,6,3,3,0,20,25,17,8,2,0,2
"MGS Hospital, Punjabi Bagh",10,2,8,Private,2021-08-21-02-22,,,,1,0,1,24,0,24,0,24,1,0,1
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",29,11,18,Private,2021-08-20-10-02,,,,4,4,0,3,23,30,13,17,4,4,0
"National Heart Institute, East of Kailash",30,5,25,Private,2021-08-20-10-00,13,0,13,15,0,15,0,15,11,11,0,2,0,2
National Institute of TB and Respiratory Diseases (LRS TB),15,0,15,Central Government,2021-08-20-11-11,,,,,,,5,0,6,3,3,,,
"Navjeevan Hospital, Pitampura",3,0,3,Private,2021-08-20-10-34,,,,,,,6,10,7,7,0,,,
Newlife Multispeciality Hospital,20,0,20,Private,2021-08-20-06-15,4,0,4,4,0,4,,,,,,,,
Nidaan Hospital,20,0,20,Private,2021-04-07-12-35,5,0,5,7,0,7,,,,,,2,0,2
Nijhara Hospital,7,0,7,Private,2021-08-20-10-21,,,,,,,1,23,,,,,,
Nirmal Hospital,43,0,43,Private,2021-08-20-10-34,,,,,,,0,20,,,,,,
Nirmala Hospital,19,0,19,Private,2021-08-20-23-47,2,0,2,3,0,3,1,0,,,,1,0,1
"NKS Hospital, Gulabi Bagh",10,0,10,Private,2021-08-20-13-58,2,0,2,3,0,3,1,23,27,23,4,1,0,1
Northern Railway,84,12,72,Central Government,2021-08-20-09-52,,,,14,0,14,0,12,12,0,12,14,0,14
Nulife Hospital,10,0,10,Private,2021-08-20-11-02,,,,5,0,5,3,0,,,,5,0,5
Oncoplus Hospital,30,0,30,Private,2021-08-20-10-44,4,0,4,9,0,9,3,0,,,,5,0,5
"Panchsheel Hospital, Yamuna Vihar",20,0,20,Private,2021-08-20-07-31,3,0,3,3,0,3,2,0,,,,,,
