name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,0,22,Private,2021-06-15-12-55,3,0,3,2,0,2,5,0,5,0,22,,,
AASTHA HOSPITAL,40,0,40,Private,2021-06-15-23-04,8,0,8,2,0,2,10,0,10,0,7,2,2,0
Ace Hospital,30,0,30,Private,2021-06-15-17-02,4,0,4,,,,4,0,4,,,26,0,26
Acharyashree Bhikshu Govt. Hospital,150,0,150,Delhi Government,2021-06-16-00-10,,,,30,0,30,30,0,30,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-06-15-12-27,,,,,,,,,,3,0,,,
AIIMS Jhajjar,400,74,326,Central Government,2021-06-15-18-18,,,,100,74,26,100,74,26,0,23,,,
AIIMS Main Delhi,70,8,62,Central Government,2021-06-15-18-19,14,2,12,43,6,37,57,8,49,3,8,87,58,29
"AIIMS, Trauma Delhi",294,129,165,Central Government,2021-06-15-16-27,,,,71,46,25,71,46,25,,,,,
"Akash Healthcare, Dwarka",133,6,127,Private,2021-06-15-21-18,14,2,12,40,2,38,54,4,50,0,10,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-06-15-15-02,,,,,,,,,,7,0,,,
Alshifa Hospital,50,6,44,Private,2021-06-15-09-02,15,1,14,4,0,4,19,1,18,9,2,,,
Ambedkar Nagar hospital,600,2,598,Delhi Government,2021-06-16-05-22,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-06-16-02-23,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-06-15-22-23,3,0,3,2,0,2,5,0,5,1,23,6,1,5
"Apex City Hospital, West Vinod Nagar",28,28,0,Private,2021-06-15-07-45,4,4,0,,,,4,4,0,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-06-15-09-46,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,0,31,Private,2021-06-15-17-35,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-06-15-11-07,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,6,0,6,Private,2021-06-15-12-20,6,0,6,,,,6,0,6,0,23,4,2,2
Arya Hospital,24,0,24,Private,2021-06-15-21-08,8,0,8,2,0,2,10,0,10,4,0,10,0,10
Ashray Medical Centre,12,0,12,Private,2021-06-15-12-20,2,0,2,,,,2,0,2,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-06-15-10-02,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-06-15-12-10,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",50,6,44,Private,2021-06-15-19-30,28,6,22,2,0,2,30,6,24,1,6,,,
"B.M. Gupta Hospital, Uttam Nagar",70,0,70,Private,2021-06-16-04-46,19,0,19,1,0,1,20,0,20,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-06-15-08-21,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-06-16-00-04,9,0,9,1,0,1,10,0,10,0,7,1,0,1
