name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-20-12-17,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,2,17,Private,2021-01-20-19-09,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Ace Hospital,6,2,4,Private,2021-01-20-12-52,3,1,2,3,1,2,2,23,1,0,1,,,
Acharyashree Bhikshu Govt. Hospital,150,1,149,Delhi Government,2021-01-20-18-11,30,0,30,30,0,30,12,0,,,,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-01-20-07-40,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,100,57,43,Central Government,2021-01-20-18-34,,,,15,15,0,5,16,93,59,34,15,15,0
"AIIMS, Trauma Delhi",265,189,76,Central Government,2021-01-21-05-35,,,,71,45,26,,,,,,71,45,26
"Akash Healthcare, Dwarka",79,40,39,Private,2021-01-20-17-29,14,12,2,24,14,10,0,16,44,33,11,10,2,8
Alshifa Hospital,18,1,17,Private,2021-01-20-10-39,4,1,3,6,1,5,9,0,11,4,7,2,0,2
Ambedkar Nagar hospital,300,13,287,Delhi Government,2021-01-21-05-11,40,1,39,50,1,49,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-20-09-11,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-01-20-20-43,5,0,5,5,0,5,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-20-09-46,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,4,3,1,Private,2021-01-20-10-25,,,,,,,0,21,4,2,2,,,
Arya Hospital,24,0,24,Private,2021-01-20-10-40,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-20-10-11,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-20-11-59,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,22,19,Private,2021-01-21-01-13,8,2,6,10,3,7,0,18,20,15,5,2,1,1
