name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,0,22,Private,2021-06-24-13-40,3,0,3,2,0,2,5,0,5,0,22,,,
AASTHA HOSPITAL,40,1,39,Private,2021-06-24-23-07,8,1,7,2,0,2,10,1,9,1,0,2,2,0
Ace Hospital,30,0,30,Private,2021-06-24-15-05,4,0,4,,,,4,0,4,,,26,0,26
Acharyashree Bhikshu Govt. Hospital,150,0,150,Delhi Government,2021-06-24-20-11,,,,30,0,30,30,0,30,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-06-24-10-43,,,,,,,,,,7,0,,,
AIIMS Jhajjar,400,61,339,Central Government,2021-06-24-17-16,,,,100,61,39,100,61,39,0,23,,,
AIIMS Main Delhi,70,0,70,Central Government,2021-06-24-16-46,14,0,14,43,0,43,57,0,57,3,7,87,62,25
"AIIMS, Trauma Delhi",294,101,193,Central Government,2021-06-24-16-39,,,,71,44,27,71,44,27,,,,,
"Akash Healthcare, Dwarka",133,0,133,Private,2021-06-24-20-01,14,0,14,40,0,40,54,0,54,0,12,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-06-24-08-15,,,,,,,,,,7,0,,,
Alshifa Hospital,49,15,34,Private,2021-06-24-09-43,15,4,11,4,0,4,19,4,15,1,2,,,
Ambedkar Nagar hospital,600,1,599,Delhi Government,2021-06-25-04-47,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-06-25-00-38,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-06-25-01-42,3,0,3,2,0,2,5,0,5,1,23,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-06-24-20-21,4,0,4,,,,4,0,4,1,2,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-06-24-10-44,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,0,31,Private,2021-06-24-17-34,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-06-24-05-56,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,6,0,6,Private,2021-06-24-12-27,6,0,6,,,,6,0,6,0,15,4,4,0
Arya Hospital,24,0,24,Private,2021-06-24-20-22,8,0,8,2,0,2,10,0,10,4,0,10,0,10
Ashray Medical Centre,12,0,12,Private,2021-06-24-10-18,2,0,2,,,,2,0,2,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-06-24-15-00,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-06-24-09-42,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",50,3,47,Private,2021-06-24-15-51,18,3,15,2,0,2,20,3,17,0,22,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",70,0,70,Private,2021-06-25-02-48,19,0,19,1,0,1,20,0,20,0,23,,,
