name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,3,19,Private,2021-05-30-11-33,3,0,3,2,1,1,5,1,4,0,12,,,
AASTHA HOSPITAL,40,2,38,Private,2021-06-03-23-02,8,1,7,2,0,2,10,1,9,0,7,2,2,0
Ace Hospital,20,0,20,Private,2021-06-03-12-01,4,0,4,,,,4,0,4,,,16,0,16
Acharyashree Bhikshu Govt. Hospital,150,10,140,Delhi Government,2021-06-04-05-42,,,,30,6,24,30,6,24,2,12,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-06-03-15-49,,,,,,,,,,3,0,,,
AIIMS Jhajjar,400,118,282,Central Government,2021-06-03-19-07,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,76,226,Central Government,2021-06-03-17-47,29,10,19,43,37,6,72,47,25,3,7,72,52,20
"AIIMS, Trauma Delhi",294,194,100,Central Government,2021-06-03-16-47,,,,71,60,11,71,60,11,,,,,
"Akash Healthcare, Dwarka",133,67,66,Private,2021-06-03-17-00,14,14,0,40,40,0,54,54,0,0,12,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-06-03-12-14,,,,,,,,,,7,0,,,
Alshifa Hospital,50,13,37,Private,2021-06-03-16-40,15,5,10,4,2,2,19,7,12,3,8,,,
Ambedkar Nagar hospital,600,13,587,Delhi Government,2021-06-04-05-08,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-06-04-05-01,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,3,37,Private,2021-06-03-19-17,3,1,2,2,2,0,5,3,2,1,23,,,
"Apex City Hospital, West Vinod Nagar",28,1,27,Private,2021-06-03-22-24,4,0,4,,,,4,0,4,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-06-03-12-10,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,0,31,Private,2021-06-03-17-54,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-06-03-07-23,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,6,0,6,Private,2021-06-03-13-53,6,0,6,,,,6,0,6,0,21,4,2,2
Arya Hospital,24,0,24,Private,2021-06-03-21-05,10,0,10,,,,10,0,10,4,0,,,
Ashray Medical Centre,12,0,12,Private,2021-06-03-14-30,2,0,2,,,,2,0,2,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-06-03-09-53,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-06-03-10-10,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",50,18,32,Private,2021-06-04-05-23,28,7,21,2,2,0,30,9,21,1,4,,,
"B.M. Gupta Hospital, Uttam Nagar",70,4,66,Private,2021-06-04-05-25,19,2,17,1,0,1,20,2,18,0,10,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-06-03-07-59,,,,,,,,,,2,0,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-06-03-14-20,9,0,9,1,0,1,10,0,10,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,1,39,Private,2021-06-03-07-11,8,0,8,2,0,2,10,0,10,,,,,
Bara Hindurao Hospital,250,23,227,Central Government,2021-06-03-09-52,,,,10,2,8,10,2,8,9,14,,,
Base Hospital Delhi Cantt,500,183,317,Central Government,2021-05-27-06-42,,,,50,48,2,50,48,2,2,12,,,
Batra Hospital,300,17,283,Private,2021-06-04-01-52,18,0,18,15,6,9,33,6,27,0,23,12,12,0
"Bensups Hospital, Dwarka",30,2,28,Private,2021-06-03-21-21,12,1,11,3,0,3,15,1,14,0,18,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-06-03-09-01,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,10,71,Private,2021-06-04-04-00,23,3,20,5,3,2,28,6,22,1,18,,,
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,10,30,Private,2021-06-04-02-55,10,10,0,1,0,1,11,10,1,0,12,,,
"Bhagwati Hospital, Rohini",130,5,125,Private,2021-06-03-17-27,13,3,10,2,0,2,15,3,12,0,7,,,
"Bhatia Global Hospital, Paschim Vihar",36,7,29,Private,2021-06-03-22-46,6,5,1,,,,6,5,1,0,12,,,
Bimla Devi Hospital,10,0,10,Private,2021-06-03-18-19,,,,,,,,,,4,0,3,1,2
"BLK Hospital, Pusa Road",317,37,280,Private,2021-06-04-05-28,67,11,56,8,8,0,75,19,56,2,5,43,43,0
"Brahm Shakti Hospital, Budh Vihar",80,0,80,Private,2021-06-03-23-47,9,0,9,2,0,2,11,0,11,0,20,2,2,0
Burari Hospital,700,50,650,Delhi Government,2021-06-03-21-28,85,14,71,30,30,0,115,44,71,1,23,,,
C M PATEL HOSPITAL,15,0,15,Private,2021-06-03-10-26,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,2,25,Central Government,2021-06-03-09-48,,,,,,,,,,7,0,,,
CAREWELL MEDICAL CENTRE,8,1,7,Private,2021-06-03-08-43,,,,,,,,,,0,12,,,
CBR Hospital,25,10,15,Private,2021-06-02-11-41,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-06-04-04-09,4,0,4,1,0,1,5,0,5,1,10,3,1,2
Central Hospital,16,4,12,Private,2021-06-04-04-40,,,,4,2,2,4,2,2,0,3,4,0,4
