name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-08-13-08-22,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,2,3,Private,2021-08-13-09-55,1,0,1,1,0,1,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-08-13-11-20,,,,,,,6,0,,,,,,
AIIMS Main Delhi,36,31,5,Central Government,2021-08-13-09-22,,,,,,,4,8,133,108,25,,,
"AIIMS, Trauma Delhi",21,2,19,Central Government,2021-08-13-03-59,,,,21,2,19,,,,,,21,2,19
"Akash Healthcare, Dwarka",20,8,12,Private,2021-08-13-10-22,5,3,2,7,5,2,0,16,44,31,13,2,2,0
Alshifa Hospital,18,0,18,Private,2021-08-13-09-52,6,0,6,8,0,8,10,0,14,2,12,2,0,2
Ambedkar Nagar hospital,200,5,195,Delhi Government,2021-08-13-16-27,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-08-13-06-38,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-08-13-07-49,3,0,3,3,0,3,1,23,5,5,0,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-08-13-09-39,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-08-13-10-57,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-08-13-12-51,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-08-10-11-26,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-08-13-01-13,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,2,8,Private,2021-08-13-06-12,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-08-13-10-18,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-08-13-09-48,,,,14,0,14,5,0,8,6,2,14,0,14
Base Hospital Delhi Cantt,500,11,489,Central Government,2021-08-13-08-58,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,8,42,Private,2021-08-13-11-10,9,6,3,11,6,5,0,23,99,54,45,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-08-13-09-49,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-08-13-08-34,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,5,4,Private,2021-08-13-16-02,2,2,0,3,2,1,2,15,7,5,2,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,6,4,Private,2021-08-13-17-16,2,1,1,3,1,2,0,10,17,14,3,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-08-13-14-59,1,0,1,1,0,1,6,12,5,0,5,,,
Bimla Devi Hospital,10,0,10,Private,2021-08-13-08-38,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,18,29,Private,2021-08-13-10-36,9,5,4,12,7,5,1,0,106,95,11,3,2,1
"Brahm Shakti Hospital, Budh Vihar",31,0,31,Private,2021-08-13-10-33,1,0,1,1,0,1,2,12,3,2,1,,,
Burari Hospital,600,5,595,Delhi Government,2021-08-13-11-11,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-08-13-11-52,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-08-13-14-01,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-08-13-14-53,,,,2,0,2,0,4,6,0,6,2,0,2
"Cygnus MLS, Rama Vihar",9,0,9,Private,2021-08-13-17-19,1,0,1,1,0,1,75,0,15,7,8,,,
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-08-13-01-50,,,,1,0,1,0,17,18,11,7,1,0,1
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-08-13-16-16,,,,,,,7,16,61,61,0,,,
Deep Chand Bandhu,50,11,39,Delhi Government,2021-08-13-10-17,,,,,,,3,15,10,7,3,,,
Delhi global hospital,3,0,3,Private,2021-08-13-09-16,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,0,10,Private,2021-08-13-09-44,1,0,1,2,0,2,3,3,37,17,20,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-08-10-09-56,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,6,14,Private,2021-08-13-16-10,,,,5,1,4,1,8,21,20,1,5,1,4
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-08-13-11-25,4,0,4,5,0,5,3,16,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,0,10,Private,2021-08-13-10-26,,,,8,0,8,,,25,0,25,8,0,8
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",15,0,15,Private,2021-08-13-09-02,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,6,44,Delhi Government,2021-08-13-08-19,,,,12,5,7,4,0,19,12,7,12,5,7
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-08-13-09-38,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-08-13-09-33,,,,,,,0,21,,,,,,
East Delhi Medical Centre Mansarover Park,5,0,5,Private,2021-08-13-11-16,,,,,,,1,20,5,4,1,,,
ESIC Hospital Jhilmil,20,0,20,Central Government,2021-08-13-09-44,5,0,5,5,0,5,18,4,5,5,0,,,
ESIC hospital Okhla,22,0,22,Central Government,2021-08-13-09-50,,,,2,0,2,16,0,15,3,12,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,6,25,Private,2021-08-13-15-55,5,1,4,8,1,7,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",26,7,19,Private,2021-08-13-09-49,4,1,3,6,2,4,4,23,72,65,7,2,1,1
"Fortis SS Hospital, Vasant Kunj",64,6,58,Private,2021-08-13-09-55,18,5,13,22,5,17,2,23,33,32,1,4,0,4
"Gandhi Nursing Home, Uttam Nagar",6,0,6,Private,2021-08-13-09-36,1,0,1,2,0,2,1,12,15,0,15,1,0,1
"Garg Hospital, Karkardooma",5,0,5,Private,2021-08-13-10-15,,,,,,,7,0,4,3,1,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",20,0,20,Private,2021-08-13-10-06,4,0,4,4,0,4,1,23,10,6,4,,,
"Goyal Hospital, Paschim Vihar",5,0,5,Private,2021-08-13-10-04,,,,,,,0,12,,,,,,
GTB Hospital,450,21,429,Delhi Government,2021-08-13-10-04,,,,50,0,50,4,22,45,25,20,50,0,50
Gupta Multispecialty Hospital,14,0,14,Private,2021-08-12-09-19,,,,,,,2,0,4,0,4,,,
"Gupta Multispecialty Hospital, Vivek Vihar",20,0,20,Private,2021-08-13-09-49,2,0,2,2,0,2,3,23,4,0,4,,,
"HAHC Hospital, Hamdard Nagar",66,0,66,Private,2021-08-13-07-05,4,0,4,6,0,6,1,4,29,18,11,2,0,2
HANDA NURSING HOME,4,0,4,Private,2021-08-13-10-21,,,,,,,1,18,6,4,2,,,
Hardik Hospital,10,0,10,Private,2021-08-13-07-45,4,0,4,4,0,4,1,20,,,,,,
"Holy Family Hospital, Okhla",100,31,69,Private,2021-08-13-09-48,5,3,2,23,5,18,1,0,21,21,0,18,2,16
"IBS Hospital, Lajpat Nagar",5,1,4,Private,2021-08-13-09-39,,,,1,0,1,0,6,9,3,6,1,0,1
"Indian spinal injury centre,Vasant Kunj",20,6,14,Private,2021-08-13-00-31,,,,3,3,0,0,21,10,10,0,3,3,0
"Indira Gandhi Hospital, Dwarka",1241,1,1240,Delhi Government,2021-08-13-09-10,85,0,85,330,0,330,3,0,,,,245,0,245
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",62,10,52,Private,2021-08-13-10-36,7,5,2,12,6,6,18,0,153,143,10,5,1,4
"Irene Hospital, Kalkaji",14,0,14,Private,2021-08-13-09-47,1,0,1,2,0,2,1,0,2,0,2,1,0,1
"Ishan Hospital, Rohini",8,0,8,Private,2021-08-13-08-44,,,,,,,,,4,0,4,,,
"Jain Hospital, Vikas Marg Extn.",2,0,2,Private,2021-08-13-10-43,,,,,,,1,23,4,2,2,,,
"Jaipur Golden Hospital, Rohini",24,4,20,Private,2021-08-13-00-12,5,4,1,6,4,2,0,23,44,44,0,1,0,1
Janakpuri Super Speciality Hospital Society,90,0,90,Delhi Government,2021-08-13-10-30,40,0,40,40,0,40,5,0,20,14,6,,,
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",40,0,40,Private,2021-08-13-11-59,1,0,1,2,0,2,5,23,,,,1,0,1
"Jeewan Mala Hospital, Rohtak Road",25,0,25,Private,2021-08-13-09-02,5,0,5,5,0,5,0,12,6,6,0,,,
"Jeewan Moti Khera Hospital, Nangloi",5,0,5,Private,2021-08-13-11-27,,,,1,0,1,1,23,4,0,4,1,0,1
"Jeewan Nursing Home, Pusa Road",23,0,23,Private,2021-08-13-10-47,,,,2,0,2,0,23,4,4,0,2,0,2
Jivodaya Hospital,4,0,4,Private,2021-08-13-08-53,,,,,,,1,23,,,,,,
Jyoti Nursing Home,3,0,3,Private,2021-08-13-09-16,,,,,,,1,11,,,,,,
Kalawati Saran Children's Hospital (LHMC),40,5,35,Central Government,2021-08-13-10-08,,,,10,5,5,6,0,35,35,0,10,5,5
"Kalra Hospital, Dwarka",5,0,5,Private,2021-08-13-09-54,,,,,,,5,0,6,6,0,,,
"Kalra Hospital, Kirti Nagar",11,0,11,Private,2021-08-13-17-21,3,0,3,4,0,4,1,12,39,39,0,1,0,1
Kalyani Hospital,20,0,20,Private,2021-08-13-10-03,12,0,12,13,0,13,60,0,,,,1,0,1
KAPOOR MEDICAL CENTRE,5,0,5,Private,2021-08-13-11-06,,,,,,,0,6,,,,,,
Khandelwal Hospital And Urology Center,7,0,7,Private,2021-08-13-10-16,2,0,2,2,0,2,0,16,4,0,4,,,
khanna hospital,4,0,4,Private,2021-08-13-08-39,1,0,1,2,0,2,0,10,,,,1,0,1
"Konark Hospital, Nangloi",6,0,6,Private,2021-08-13-17-20,,,,,,,5,23,,,,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",5,0,5,Private,2021-08-13-12-46,,,,,,,0,18,8,3,5,,,
"Kukreja Hospital and Heart Centre, Rajouri Garden",12,4,8,Private,2021-08-13-09-40,,,,,,,0,23,32,0,32,,,
"Kukreja Hospital, Mayur Vihar",7,0,7,Private,2021-08-13-13-42,2,0,2,2,0,2,7,10,,,,,,
"Lalita Hospital, Begumpur",10,0,10,Private,2021-08-12-13-04,4,0,4,5,0,5,,,,,,1,0,1
LHMC,516,8,508,Central Government,2021-08-13-10-04,,,,86,0,86,1,10,27,16,11,86,0,86
Lifeline Hospital,2,0,2,Private,2021-08-13-10-04,,,,,,,6,12,7,1,6,,,
Lok Nayak Hospital,450,54,396,Delhi Government,2021-08-13-11-28,128,54,74,178,54,124,3,0,98,93,5,50,0,50
Maa Bharti Hospital,2,0,2,Private,2021-08-11-07-48,,,,,,,2,4,,,,,,
"Madhukar Rainbow Children Hosp., Malviya Nagar",53,0,53,Private,2021-08-13-09-32,17,0,17,18,0,18,5,12,40,30,10,1,0,1
Maha Durga Charitable Trust Hospital,66,0,66,Private,2021-08-13-08-51,11,0,11,20,0,20,1,10,10,0,10,9,0,9
"Maharaja Agarsain Multispecialty Hospital, Narela",40,0,40,Private,2021-08-13-07-16,3,0,3,4,0,4,4,3,,,,1,0,1
"Maharaja Agrasen Hospital, Dwarka",12,1,11,Private,2021-08-13-09-54,1,0,1,2,0,2,,,11,11,0,1,0,1
"Maharaja Agrasen Hospital, Punjabi Bagh",30,22,8,Private,2021-08-13-09-57,7,7,0,9,7,2,11,8,54,54,0,2,0,2
Makkar Multispeciality Hospital,16,0,16,Private,2021-08-12-10-48,8,0,8,8,0,8,,,8,2,6,,,
