name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,0,22,Private,2021-09-22-09-41,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,12,0,12,Private,2021-09-22-17-18,1,0,1,1,0,1,2,0,2,,,10,2,8
Ace Hospital,30,0,30,Private,2021-09-22-10-22,4,0,4,,,,4,0,4,,,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-09-22-21-56,,,,5,0,5,5,0,5,12,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-09-22-11-04,,,,,,,,,,6,0,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-09-22-17-20,,,,100,0,100,100,0,100,0,23,,,
"AIIMS, Trauma Delhi",94,4,90,Central Government,2021-09-22-16-42,,,,32,4,28,32,4,28,,,,,
"Akash Healthcare, Dwarka",60,0,60,Private,2021-09-22-17-25,30,0,30,10,0,10,40,0,40,0,16,28,0,28
All India Institute of Ayurveda,21,0,21, ,2021-09-22-11-00,,,,,,,,,,7,0,,,
Alshifa Hospital,18,0,18,Private,2021-09-22-11-12,4,0,4,2,0,2,6,0,6,22,0,11,4,7
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-09-23-05-13,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-09-22-15-18,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-09-22-20-12,,,,,,,,,,1,23,5,4,1
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-09-22-10-01,4,0,4,,,,4,0,4,1,0,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-09-22-10-26,5,0,5,,,,5,0,5,0,6,,,
Arya Hospital,24,0,24,Private,2021-09-22-09-08,10,0,10,2,0,2,12,0,12,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-09-23-01-26,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-09-22-09-47,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-09-22-10-52,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-09-22-05-35,18,0,18,2,0,2,20,0,20,0,23,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-09-22-14-26,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-09-22-08-27,,,,,,,,,,,,,,
Bara Hindurao Hospital,250,1,249,Central Government,2021-09-22-09-42,,,,14,0,14,14,0,14,5,10,8,5,3
Base Hospital Delhi Cantt,500,7,493,Central Government,2021-09-22-15-25,,,,50,4,46,50,4,46,2,12,,,
Batra Hospital,148,0,148,Private,2021-09-22-08-54,3,0,3,5,0,5,8,0,8,0,23,52,50,2
"Bensups Hospital, Dwarka",30,0,30,Private,2021-09-22-12-17,12,0,12,3,0,3,15,0,15,5,10,,,
BH SALVAS HOSPITAL,10,0,10,Private,2021-09-22-10-21,2,0,2,1,0,1,3,0,3,0,20,10,0,10
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-09-22-16-10,13,0,13,2,0,2,15,0,15,0,10,5,5,0
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-09-22-17-15,1,0,1,,,,1,0,1,6,12,5,5,0
Bimla Devi Hospital,10,0,10,Private,2021-09-22-06-17,,,,,,,,,,4,0,6,0,6
"BLK Hospital, Pusa Road",140,2,138,Private,2021-09-23-03-30,21,0,21,7,1,6,28,1,27,6,0,90,90,0
"Brahm Shakti Hospital, Budh Vihar",30,0,30,Private,2021-09-22-10-51,5,0,5,1,0,1,6,0,6,2,12,17,10,7
Burari Hospital,300,0,300,Delhi Government,2021-09-22-09-20,70,0,70,30,0,30,100,0,100,7,12,,,
C M PATEL HOSPITAL,15,0,15,Private,2021-09-22-10-47,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,7,0,,,
CBR Hospital,20,0,20,Private,2021-09-22-11-40,3,0,3,,,,3,0,3,,,,,
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-09-22-17-26,5,0,5,1,0,1,6,0,6,1,19,3,0,3
Central Hospital,16,0,16,Private,2021-09-23-04-05,,,,4,0,4,4,0,4,0,3,4,4,0
Chaudhri Bram Prakash Aurvedic Charak Sansthan,100,0,100,Delhi Government,2021-09-22-07-55,,,,,,,,,,41,0,,,
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-09-22-09-25,,,,,,,,,,27,13,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,7,589,Delhi Government,2021-09-22-10-39,,,,,,,,,,2,14,,,
covid care center-Sultanpuri,1200,0,1200,Delhi Government,2021-09-22-11-11,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,0,50,Delhi Government,2021-09-22-09-26,,,,,,,,,,5,23,,,
Covid Care Center Narela,50,0,50,Delhi Government,2021-09-22-07-29,,,,,,,,,,,,,,
"Cygnus MLS, Rama Vihar",27,0,27,Private,2021-09-22-17-00,,,,5,0,5,5,0,5,2,8,19,9,10
"Cygnus Sonia Hospital, Nangloi",21,0,21,Private,2021-09-23-00-46,4,0,4,1,0,1,5,0,5,0,17,18,8,10
Deen Dayal Upadhyay hospital,100,7,93,Delhi Government,2021-09-22-23-58,,,,25,6,19,25,6,19,0,23,43,43,0
Deep Chand Bandhu,100,0,100,Delhi Government,2021-09-22-20-38,5,0,5,20,0,20,25,0,25,4,22,10,7,3
Delhi global hospital,3,0,3,Private,2021-09-22-08-10,3,0,3,,,,3,0,3,1,23,4,1,3
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-09-22-10-42,3,0,3,2,0,2,5,0,5,2,12,34,19,15
Delhi multi speciality hospital,2,0,2,Private,2021-09-22-09-46,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",103,0,103,Private,2021-09-22-15-56,13,0,13,5,0,5,18,0,18,1,8,8,8,0
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-09-22-11-15,4,0,4,1,0,1,5,0,5,0,23,5,1,4
Divine Multispeciality Hospital and Cancer Centre,18,0,18,Private,2021-09-22-10-23,14,0,14,,,,14,0,14,4,22,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,0,20,Private,2021-09-22-11-41,,,,2,0,2,2,0,2,1,20,8,8,0
Dr Baba Saheb Ambedkar Hospital,110,10,100,Delhi Government,2021-09-22-09-05,1,0,1,30,10,20,31,10,21,1,7,24,13,11
Dr Rakesh Multispeciality Hospital,15,0,15,Private,2021-09-22-09-41,6,0,6,,,,6,0,6,,,,,
Ekansh Hospital,8,0,8,Private,2021-09-22-09-56,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-09-22-11-32,,,,,,,,,,2,1,5,5,0
ESIC hospital Okhla,20,0,20,Central Government,2021-09-22-09-37,,,,2,0,2,2,0,2,5,17,15,3,12
"Fortis Escorts Heart Institute, Okhla",112,0,112,Private,2021-09-22-16-15,55,0,55,5,0,5,60,0,60,2,3,16,14,2
"Fortis Hospital, Shalimar Bagh",78,0,78,Private,2021-09-22-10-05,15,0,15,5,0,5,20,0,20,5,23,48,48,0
"Fortis SS Hospital, Vasant Kunj",48,0,48,Private,2021-09-23-00-55,14,0,14,4,0,4,18,0,18,2,23,37,28,9
Galaxy Hospital,8,0,8,Private,2021-09-22-09-40,2,0,2,,,,2,0,2,5,0,1,0,1
"Gandhi Nursing Home, Uttam Nagar",25,0,25,Private,2021-09-22-10-05,6,0,6,2,0,2,8,0,8,1,12,15,15,0
"Garg Hospital, Karkardooma",36,0,36,Private,2021-09-22-17-39,4,0,4,,,,4,0,4,7,0,,,
GNS Multispeciality Hospital,6,0,6,Private,2021-07-29-13-47,,,,,,,,,,,,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",14,0,14,Private,2021-09-22-11-00,3,0,3,1,0,1,4,0,4,1,23,10,8,2
"Goyal Hospital, Paschim Vihar",5,0,5,Private,2021-09-22-17-15,,,,,,,,,,0,12,7,3,4
