name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-08-28-09-25,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-08-28-10-04,1,0,1,1,0,1,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-08-28-11-43,,,,,,,6,0,,,,,,
AIIMS Main Delhi,38,30,8,Central Government,2021-08-28-11-58,,,,,,,4,8,133,96,37,,,
"AIIMS, Trauma Delhi",21,0,21,Central Government,2021-08-28-01-15,,,,21,0,21,,,,,,21,0,21
"Akash Healthcare, Dwarka",20,8,12,Private,2021-08-28-08-11,5,4,1,7,5,2,0,16,44,31,13,2,1,1
Alshifa Hospital,18,0,18,Private,2021-08-28-10-10,6,0,6,8,0,8,11,0,14,6,8,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-08-29-05-06,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-08-28-15-07,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,2,8,Private,2021-08-28-11-15,3,0,3,3,0,3,1,23,5,3,2,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-08-28-09-54,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-08-28-11-07,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-08-29-01-00,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-08-28-13-04,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-08-29-00-03,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-08-28-16-38,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-08-26-10-18,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-08-28-10-05,,,,14,0,14,6,0,8,7,1,14,0,14
