name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-09-10-57,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,0,19,Private,2021-01-09-17-20,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Acharyashree Bhikshu Govt. Hospital,125,0,125,Delhi Government,2021-01-09-11-19,,,,25,0,25,12,0,,,,25,0,25
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-01-09-09-59,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,55,30,25,Central Government,2021-01-09-16-36,,,,,,,1,19,108,73,35,,,
"AIIMS, Trauma Delhi",103,74,29,Central Government,2021-01-09-06-00,,,,21,21,0,,,,,,21,21,0
"Akash Healthcare, Dwarka",79,20,59,Private,2021-01-09-16-52,14,5,9,24,7,17,0,16,44,29,15,10,2,8
Alshifa Hospital,18,6,12,Private,2021-01-09-10-51,4,1,3,6,1,5,11,0,11,3,8,2,0,2
Ambedkar Nagar hospital,300,11,289,Delhi Government,2021-01-09-16-40,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-09-10-15,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-01-09-08-00,5,0,5,5,0,5,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-09-12-36,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,6,6,0,Private,2021-01-09-13-34,,,,,,,0,21,4,0,4,,,
Arya Hospital,24,0,24,Private,2021-01-09-09-24,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-09-09-21,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-09-13-09,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,7,34,Private,2021-01-09-07-35,9,3,6,10,3,7,0,20,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",40,8,32,Private,2021-01-09-16-07,2,0,2,3,0,3,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,2,18,Private,2021-01-09-05-27,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-01-09-08-20,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,9,241,Central Government,2021-01-09-10-10,,,,14,0,14,5,0,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,205,295,Central Government,2021-01-09-07-15,,,,50,6,44,2,12,,,,50,6,44
Batra Hospital,200,11,189,Private,2021-01-09-11-17,39,3,36,44,3,41,0,23,66,40,26,5,0,5
"Bensups Hospital, Dwarka",20,0,20,Private,2021-01-09-10-14,7,0,7,10,0,10,5,10,,,,3,0,3
BH SALVAS HOSPITAL,22,0,22,Private,2021-01-09-12-14,5,0,5,7,0,7,4,20,5,0,5,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,5,29,Private,2021-01-09-10-02,3,3,0,4,4,0,2,21,6,6,0,1,1,0
"Bhagwati Hospital, Rohini",40,7,33,Private,2021-01-09-16-32,7,1,6,8,2,6,0,10,10,10,0,1,1,0
"Bhatia Global Hospital, Paschim Vihar",14,1,13,Private,2021-01-09-17-34,1,0,1,1,0,1,6,12,5,2,3,,,
Bimla Devi Hospital,10,0,10,Private,2021-01-09-09-10,,,,,,,4,0,6,0,6,,,
"BLK Hospital, Pusa Road",186,41,145,Private,2021-01-09-17-30,44,11,33,47,11,36,3,0,80,80,0,3,0,3
"Brahm Shakti Hospital, Budh Vihar",40,1,39,Private,2021-01-09-11-55,4,1,3,5,1,4,2,12,7,5,2,1,0,1
Burari Hospital,800,20,780,Delhi Government,2021-01-09-12-04,145,4,141,195,4,191,7,12,,,,50,0,50
C M PATEL HOSPITAL,3,0,3,Private,2021-01-09-10-54,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-01-09-14-12,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,10,6,4,Private,2021-01-09-16-38,2,0,2,4,0,4,0,3,4,4,0,2,0,2
"Cygnus MLS, Rama Vihar",34,5,29,Private,2021-01-09-16-33,8,0,8,9,0,9,15,0,15,6,9,1,0,1
"Cygnus Sonia Hospital, Nangloi",28,5,23,Private,2021-01-09-17-08,7,5,2,8,5,3,0,17,18,8,10,1,0,1
Deen Dayal Upadhyay hospital,150,20,130,Delhi Government,2021-01-09-15-57,50,0,50,100,7,93,3,9,43,43,0,50,7,43
Deep Chand Bandhu,150,22,128,Delhi Government,2021-01-09-16-40,50,0,50,75,0,75,4,15,10,4,6,25,0,25
Delhi global hospital,3,0,3,Private,2021-01-09-06-36,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",42,10,32,Private,2021-01-09-09-54,13,1,12,15,1,14,6,21,24,19,5,2,0,2
Delhi multi speciality hospital,2,0,2,Private,2021-01-09-07-08,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",35,11,24,Private,2021-01-09-16-53,13,3,10,18,3,15,1,8,8,0,8,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,1,20,Private,2021-01-09-11-21,4,1,3,5,1,4,5,23,5,0,5,1,0,1
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",22,2,20,Private,2021-01-09-11-10,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,150,22,128,Delhi Government,2021-01-09-11-27,50,1,49,75,7,68,4,0,24,16,8,25,6,19
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-01-09-11-29,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-01-09-15-18,,,,,,,1,11,,,,,,
East Delhi Medical Centre Mansarover Park,20,5,15,Private,2021-01-09-11-21,2,0,2,2,0,2,2,20,5,2,3,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-01-09-11-24,,,,,,,4,13,5,5,0,,,
ESIC hospital Okhla,48,1,47,Central Government,2021-01-09-14-04,,,,2,0,2,4,23,15,4,11,2,0,2
"Fortis Escorts Heart Institute, Okhla",45,28,17,Private,2021-01-09-16-13,11,7,4,14,7,7,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",60,40,20,Private,2021-01-09-15-45,19,15,4,25,17,8,4,23,33,30,3,6,2,4
"Fortis SS Hospital, Vasant Kunj",64,10,54,Private,2021-01-09-16-30,20,2,18,22,2,20,2,23,33,29,4,2,0,2
Galaxy Hospital,8,1,7,Private,2021-01-09-02-36,2,0,2,2,0,2,5,0,1,0,1,,,
"Gandhi Nursing Home, Uttam Nagar",24,7,17,Private,2021-01-09-14-30,4,0,4,6,0,6,1,12,13,13,0,2,0,2
"Garg Hospital, Karkardooma",20,3,17,Private,2021-01-09-08-25,2,0,2,2,0,2,7,0,2,2,0,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",40,9,31,Private,2021-01-09-10-41,7,2,5,8,3,5,1,23,10,4,6,1,1,0
"Goyal Hospital, Paschim Vihar",12,0,12,Private,2021-01-09-17-34,,,,,,,0,12,7,5,2,,,
GTB Hospital,750,21,729,Delhi Government,2021-01-09-16-00,410,5,405,550,6,544,4,16,8,3,5,140,1,139
Gupta Multispecialty Hospital,14,0,14,Private,2021-01-09-05-31,,,,,,,2,0,4,0,4,,,
"Gupta Multispecialty Hospital, Vivek Vihar",20,4,16,Private,2021-01-09-10-35,2,2,0,2,2,0,3,23,4,1,3,,,
"HAHC Hospital, Hamdard Nagar",230,4,226,Private,2021-01-09-08-20,11,0,11,16,0,16,1,4,29,9,20,5,0,5
HANDA NURSING HOME,4,0,4,Private,2021-01-09-14-42,,,,,,,1,18,6,0,6,,,
Hardik Hospital,10,0,10,Private,2021-01-09-09-25,4,0,4,4,0,4,1,20,,,,,,
"Holy Family Hospital, Okhla",100,41,59,Private,2021-01-09-11-20,,,,14,4,10,0,20,18,0,18,14,4,10
