name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,8,14,Private,2021-05-27-10-13,3,0,3,2,2,0,5,2,3,0,8,,,
AASTHA HOSPITAL,40,4,36,Private,2021-05-27-11-36,8,0,8,2,0,2,10,0,10,0,7,2,2,0
Ace Hospital,20,0,20,Private,2021-05-26-13-04,4,0,4,,,,4,0,4,,,16,0,16
Acharyashree Bhikshu Govt. Hospital,150,18,132,Delhi Government,2021-05-27-11-42,,,,30,9,21,30,9,21,2,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-05-27-08-50,,,,,,,,,,1,0,,,
AIIMS Jhajjar,400,170,230,Central Government,2021-05-27-09-48,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,177,125,Central Government,2021-05-27-09-52,29,21,8,43,37,6,72,58,14,0,12,72,41,31
"AIIMS, Trauma Delhi",294,225,69,Central Government,2021-05-27-05-46,,,,71,57,14,71,57,14,,,,,
"Akash Healthcare, Dwarka",133,118,15,Private,2021-05-27-10-46,14,14,0,40,40,0,54,54,0,0,10,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-05-27-10-14,,,,,,,,,,2,0,,,
Alshifa Hospital,50,20,30,Private,2021-05-27-11-28,15,13,2,4,2,2,19,15,4,1,9,,,
Ambedkar Nagar hospital,600,34,566,Delhi Government,2021-05-27-10-55,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-05-27-11-37,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,9,31,Private,2021-05-27-11-44,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,2,26,Private,2021-05-27-00-28,4,0,4,,,,4,0,4,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-27-09-07,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,1,30,Private,2021-05-27-09-57,7,1,6,,,,7,1,6,,,,,
ARK Hospital,30,0,30,Private,2021-05-27-09-11,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,20,7,13,Private,2021-05-26-13-19,6,5,1,,,,6,5,1,0,20,4,2,2
Arya Hospital,24,0,24,Private,2021-05-27-11-41,10,0,10,,,,10,0,10,4,0,,,
Ashray Medical Centre,12,0,12,Private,2021-05-27-10-49,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-26-09-27,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-05-26-09-46,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",60,36,24,Private,2021-05-27-10-03,27,12,15,3,3,0,30,15,15,0,12,,,
"B.M. Gupta Hospital, Uttam Nagar",70,12,58,Private,2021-05-27-11-25,19,10,9,1,0,1,20,10,10,0,12,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-05-27-08-04,,,,,,,,,,2,0,,,
"Bansal Global Hospital, Jahangirpuri",60,6,54,Private,2021-05-27-10-47,9,1,8,1,0,1,10,1,9,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,11,29,Private,2021-05-27-07-13,8,1,7,2,2,0,10,3,7,,,,,
Bara Hindurao Hospital,250,47,203,Central Government,2021-05-27-09-26,,,,10,4,6,10,4,6,5,0,,,
Base Hospital Delhi Cantt,500,183,317,Central Government,2021-05-27-06-42,,,,50,48,2,50,48,2,2,12,,,
Batra Hospital,300,58,242,Private,2021-05-27-09-19,18,0,18,15,13,2,33,13,20,0,23,12,12,0
"Bensups Hospital, Dwarka",30,7,23,Private,2021-05-27-11-33,12,2,10,3,1,2,15,3,12,0,10,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-05-27-08-09,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,22,59,Private,2021-05-27-10-09,23,12,11,5,3,2,28,15,13,0,18,,,
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,10,30,Private,2021-05-27-09-12,10,7,3,1,0,1,11,7,4,0,8,,,
"Bhagwati Hospital, Rohini",130,9,121,Private,2021-05-27-11-46,13,3,10,2,0,2,15,3,12,0,7,,,
"Bhatia Global Hospital, Paschim Vihar",36,7,29,Private,2021-05-27-11-37,6,3,3,,,,6,3,3,0,12,,,
Bimla Devi Hospital,27,0,27,Private,2021-05-27-11-24,,,,,,,,,,4,0,3,2,1
"BLK Hospital, Pusa Road",317,93,224,Private,2021-05-27-11-30,62,38,24,13,13,0,75,51,24,1,4,43,43,0
"Brahm Shakti Hospital, Budh Vihar",80,6,74,Private,2021-05-27-07-38,9,0,9,2,0,2,11,0,11,0,7,2,1,1
Burari Hospital,700,85,615,Delhi Government,2021-05-27-11-16,85,56,29,30,29,1,115,85,30,1,5,,,
C M PATEL HOSPITAL,15,1,14,Private,2021-05-27-09-59,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,2,25,Central Government,2021-05-27-10-49,,,,,,,,,,7,0,,,
CAREWELL MEDICAL CENTRE,8,2,6,Private,2021-05-27-08-39,,,,,,,,,,0,12,,,
CBR Hospital,25,10,15,Private,2021-05-27-11-16,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,1,39,Private,2021-05-27-09-58,4,1,3,1,0,1,5,1,4,0,17,3,0,3
Central Hospital,31,24,7,Private,2021-05-27-10-59,4,3,1,4,2,2,8,5,3,0,3,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,67,333,Delhi Government,2021-05-27-10-07,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,800,17,783,Delhi Government,2021-05-27-09-33,,,,,,,,,,30,0,,,
"Covid Care Center- Sardar Patel, Chattrpur",565,75,490,Delhi Government,2021-05-27-10-10,,,,,,,,,,1,18,,,
Covid Care Center -CWG AKSHARDHAM,460,37,423,Delhi Government,2021-05-27-09-58,,,,,,,,,,5,23,,,
Cronus Multi speciality Hospital,10,3,7,Private,2021-05-27-09-18,5,2,3,,,,5,2,3,1,5,,,
"Cygnus MLS, Rama Vihar",60,25,35,Private,2021-05-27-10-05,19,13,6,5,5,0,24,18,6,0,3,,,
"Cygnus Sonia Hospital, Nangloi",68,11,57,Private,2021-05-27-10-39,26,3,23,5,3,2,31,6,25,0,17,,,
Deen Dayal Upadhyay hospital,500,207,293,Delhi Government,2021-05-27-11-16,120,43,77,130,102,28,250,145,105,0,8,33,22,11
Deep Chand Bandhu,250,86,164,Delhi Government,2021-05-27-11-24,95,49,46,25,20,5,120,69,51,0,7,,,
Delhi global hospital,14,1,13,Private,2021-05-27-11-02,,,,,,,,,,1,16,,,
Delhi Golden Hospital,15,0,15,Private,2021-05-27-11-19,,,,,,,,,,1,1,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,55,18,Private,2021-05-27-09-55,22,18,4,5,5,0,27,23,4,0,21,12,12,0
Delhi multi speciality hospital,11,0,11,Private,2021-05-27-11-33,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",160,17,143,Private,2021-05-27-09-54,13,3,10,5,5,0,18,8,10,1,0,5,5,0
"Dharamvir Solanki Hospital, Rohini",34,9,25,Private,2021-05-27-10-41,9,3,6,2,2,0,11,5,6,0,8,,,
Divine Multispeciality Hospital and Cancer Centre,35,7,28,Private,2021-05-27-10-18,23,3,20,7,4,3,30,7,23,0,19,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",65,41,24,Private,2021-05-27-10-08,10,10,0,2,2,0,12,12,0,1,20,,,
Dr Baba Saheb Ambedkar Hospital,400,199,201,Delhi Government,2021-05-27-09-20,58,40,18,142,96,46,200,136,64,0,23,,,
Dr Rakesh Multispeciality Hospital,15,0,15,Private,2021-05-27-09-48,5,0,5,1,0,1,6,0,6,1,0,,,
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",36,0,36,Private,2021-05-27-11-30,,,,,,,,,,2,0,,,
East Delhi Medical Centre Mansarover Park,30,4,26,Private,2021-05-27-10-38,6,1,5,,,,6,1,5,1,12,4,3,1
Eden Hospital,8,3,5,Private,2021-05-26-14-22,,,,,,,,,,0,23,,,
Ekansh Hospital,8,2,6,Private,2021-05-27-10-32,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,65,12,53,Central Government,2021-05-27-09-16,,,,5,5,0,5,5,0,3,0,,,
ESIC hospital Okhla,230,42,188,Central Government,2021-05-27-09-43,5,1,4,10,10,0,15,11,4,1,20,,,
"Fortis Escorts Heart Institute, Okhla",112,19,93,Private,2021-05-27-10-03,55,14,41,5,5,0,60,19,41,2,2,16,12,4
"Fortis Hospital, Shalimar Bagh",205,88,117,Private,2021-05-27-09-18,33,27,6,27,27,0,60,54,6,1,23,8,8,0
"Fortis SS Hospital, Vasant Kunj",106,44,62,Private,2021-05-27-07-25,20,20,0,12,12,0,32,32,0,1,23,,,
"Gandhi Nursing Home, Uttam Nagar",30,14,16,Private,2021-05-27-09-18,17,9,8,1,0,1,18,9,9,1,9,27,25,2
"Garg Hospital, Karkardooma",36,3,33,Private,2021-05-27-11-16,4,0,4,,,,4,0,4,0,12,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",70,25,45,Private,2021-05-27-10-45,12,9,3,5,5,0,17,14,3,1,20,8,5,3
"Goyal Hospital, Paschim Vihar",24,3,21,Private,2021-05-27-10-13,7,1,6,,,,7,1,6,0,8,,,
GTB Hospital,1800,352,1448,Delhi Government,2021-05-27-10-01,692,224,468,208,128,80,900,352,548,2,0,,,
Gupta Multispecialty Hospital,14,3,11,Private,2021-05-27-10-58,,,,,,,,,,1,0,,,
"Gupta Multispecialty Hospital, Vivek Vihar",40,4,36,Private,2021-05-27-09-54,6,0,6,,,,6,0,6,0,12,,,
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,0,198,Delhi Government,2021-05-27-11-46,,,,,,,,,,,,,,
"HAHC Hospital, Hamdard Nagar",376,23,353,Private,2021-05-27-11-01,9,3,6,16,8,8,25,11,14,1,0,6,0,6
HANDA NURSING HOME,12,0,12,Private,2021-05-27-10-16,,,,,,,,,,1,15,,,
Hardik Hospital,10,0,10,Private,2021-05-27-10-09,4,0,4,,,,4,0,4,1,20,6,0,6
Highland Care Multispeciality Hospital,30,2,28,Private,2021-05-27-10-24,3,0,3,2,0,2,5,0,5,0,4,,,
Hira’s Multispeciality Hospital,15,1,14,Private,2021-05-27-09-48,,,,,,,,,,0,12,,,
"Holy Family Hospital, Okhla",300,165,135,Private,2021-05-27-09-14,10,10,0,44,44,0,54,54,0,0,6,18,18,0
"IBS Hospital, Lajpat Nagar",39,7,32,Private,2021-05-27-10-03,10,4,6,3,3,0,13,7,6,0,6,,,
"Indian spinal injury centre,Vasant Kunj",160,72,88,Private,2021-05-27-02-38,20,11,9,19,19,0,39,30,9,0,5,12,8,4
"Indira Gandhi Hospital, Dwarka",250,10,240,Delhi Government,2021-05-27-11-28,,,,,,,,,,6,0,,,
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",470,200,270,Private,2021-05-27-10-01,88,88,0,12,12,0,100,100,0,1,16,65,65,0
"Irene Hospital, Kalkaji",34,2,32,Private,2021-05-27-09-49,3,2,1,2,0,2,5,2,3,3,2,,,
"Ishan Hospital, Rohini",13,2,11,Private,2021-05-27-11-37,5,0,5,,,,5,0,5,0,15,,,
"Jain Hospital, Vikas Marg Extn.",42,7,35,Private,2021-05-27-08-13,13,8,5,,,,13,8,5,0,8,2,2,0
"Jaipur Golden Hospital, Rohini",200,68,132,Private,2021-05-27-11-02,50,24,26,15,14,1,65,38,27,0,14,10,10,0
Janakpuri Super Speciality Hospital Society,100,12,88,Delhi Government,2021-05-27-11-29,50,9,41,,,,50,9,41,2,12,,,
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",60,11,49,Private,2021-05-27-10-41,8,2,6,2,2,0,10,4,6,0,8,,,
"Jeewan Mala Hospital, Rohtak Road",60,23,37,Private,2021-05-27-10-59,28,5,23,8,4,4,36,9,27,0,12,6,6,0
"Jeewan Moti Khera Hospital, Nangloi",30,5,25,Private,2021-05-27-11-10,4,0,4,1,1,0,5,1,4,1,23,,,
