name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-11-10-28,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,0,19,Private,2021-01-11-22-36,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Acharyashree Bhikshu Govt. Hospital,150,0,150,Delhi Government,2021-01-11-14-53,,,,30,0,30,12,0,,,,30,0,30
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-01-11-10-11,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,99,40,59,Central Government,2021-01-11-16-43,,,,15,7,8,4,2,93,75,18,15,7,8
"AIIMS, Trauma Delhi",103,85,18,Central Government,2021-01-11-17-04,,,,21,19,2,,,,,,21,19,2
"Akash Healthcare, Dwarka",79,20,59,Private,2021-01-11-16-00,14,10,4,24,10,14,0,16,44,31,13,10,0,10
Alshifa Hospital,18,5,13,Private,2021-01-11-09-31,4,2,2,6,2,4,9,0,11,2,9,2,0,2
Ambedkar Nagar hospital,300,11,289,Delhi Government,2021-01-12-05-36,40,1,39,50,1,49,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-11-09-10,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,1,19,Private,2021-01-11-08-33,5,1,4,5,1,4,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-11-09-54,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,8,8,0,Private,2021-01-11-11-40,,,,,,,0,21,4,0,4,,,
Arya Hospital,24,0,24,Private,2021-01-11-09-46,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-11-10-19,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-11-14-41,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,15,26,Private,2021-01-11-07-32,8,3,5,10,4,6,0,20,20,20,0,2,1,1
