name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
AASTHA HOSPITAL,40,40,0,Private,2021-05-02-08-25,8,8,0,2,2,0,2,2,0,10,10,0
Acharyashree Bhikshu Govt. Hospital,102,102,0,Delhi Government,2021-05-02-08-07,13,13,0,,,,,,,13,13,0
AIIMS Jhajjar,593,593,0,Central Government,2021-05-02-10-34,,,,,,,50,50,0,50,50,0
AIIMS Main Delhi,117,99,18,Central Government,2021-05-01-13-40,29,24,5,86,30,56,,,,29,24,5
"AIIMS, Trauma Delhi",294,286,8,Central Government,2021-05-02-06-29,,,,,,,71,68,3,71,68,3
"Akash Healthcare, Dwarka",246,246,0,Private,2021-05-02-07-00,19,19,0,17,17,0,35,35,0,54,54,0
Alshifa Hospital,40,40,0,Private,2021-05-02-10-00,16,16,0,,,,3,3,0,19,19,0
Ambedkar Nagar hospital,300,300,0,Delhi Government,2021-05-02-09-31,20,20,0,,,,,,,20,20,0
"Ansari Hospital, Sagarpur",40,40,0,Private,2021-05-02-06-48,3,3,0,,,,2,2,0,5,5,0
"Apex City Hospital, West Vinod Nagar",28,28,0,Private,2021-05-02-07-34,4,4,0,4,4,0,,,,4,4,0
Ardent Ganpati,41,14,27,Private,2021-05-02-09-45,4,4,0,,,,,,,4,4,0
Arya Hospital,24,24,0,Private,2021-05-02-09-05,8,8,0,,,,2,2,0,10,10,0
"Ayushman Hospital, Dwarka",100,100,0,Private,2021-05-02-08-54,28,28,0,,,,2,2,0,30,30,0
"B.M. Gupta Hospital, Uttam Nagar",70,70,0,Private,2021-05-02-07-42,19,19,0,,,,1,1,0,20,20,0
"Bansal Global Hospital, Jahangirpuri",43,43,0,Private,2021-05-02-07-44,9,9,0,1,0,1,1,1,0,10,10,0
"Bansal Hospital & Research Centre, New Friends Colony",40,40,0,Private,2021-05-02-07-26,8,8,0,2,2,0,2,2,0,10,10,0
Bara Hindurao Hospital,250,250,0,Central Government,2021-05-02-10-15,,,,,,,10,10,0,10,10,0
Base Hospital Delhi Cantt,493,488,5,Central Government,2021-05-02-06-50,,,,,,,50,50,0,50,50,0
Batra Hospital,285,285,0,Private,2021-05-02-10-32,23,23,0,12,12,0,15,15,0,38,38,0
"Bensups Hospital, Dwarka",40,21,19,Private,2021-05-02-07-57,12,12,0,,,,3,3,0,15,15,0
BH SALVAS HOSPITAL,50,16,34,Private,2021-05-01-22-31,12,12,0,,,,1,1,0,13,13,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,81,0,Private,2021-05-02-07-53,23,23,0,,,,5,5,0,28,28,0
"Bhagwan Mahavir Hospital, Madhuban Chowk",45,45,0,Private,2021-05-02-08-18,10,10,0,,,,1,1,0,11,11,0
"Bhagwati Hospital, Rohini",105,90,15,Private,2021-05-02-09-13,13,13,0,,,,2,2,0,15,15,0
"Bhatia Global Hospital, Paschim Vihar",40,40,0,Private,2021-05-02-07-51,6,6,0,,,,,,,6,6,0
Bimla Devi Hospital,27,27,0,Private,2021-05-02-09-22,,,,6,3,3,,,,,,
"BLK Hospital, Pusa Road",270,258,12,Private,2021-05-02-07-37,68,68,0,69,40,29,7,7,0,75,75,0
"Brahm Shakti Hospital, Budh Vihar",80,80,0,Private,2021-05-02-08-17,10,10,0,,,,1,1,0,11,11,0
Burari Hospital,370,370,0,Delhi Government,2021-05-02-09-43,40,40,0,,,,30,30,0,70,70,0
C M PATEL HOSPITAL,15,15,0,Private,2021-05-01-17-01,,,,,,,,,,,,
CBR Hospital,25,13,12,Private,2021-05-01-12-15,2,2,0,,,,1,1,0,3,3,0
"CD Global Hospital, Najafgarh Road",40,37,3,Private,2021-05-01-19-11,5,5,0,,,,1,1,0,6,6,0
Cronus Multi speciality Hospital,10,10,0,Private,2021-05-01-16-33,,,,,,,,,,,,
"Cygnus MLS, Rama Vihar",32,32,0,Private,2021-05-01-14-17,2,2,0,6,6,0,4,4,0,6,6,0
"Cygnus Sonia Hospital, Nangloi",68,68,0,Private,2021-05-02-06-47,26,26,0,18,18,0,5,5,0,31,31,0
Deen Dayal Upadhyay hospital,310,310,0,Delhi Government,2021-05-02-09-10,130,130,0,33,22,11,50,50,0,180,180,0
Deep Chand Bandhu,230,230,0,Delhi Government,2021-05-02-09-43,67,67,0,,,,14,14,0,81,81,0
Delhi global hospital,14,4,10,Private,2021-05-01-15-05,,,,,,,,,,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,73,0,Private,2021-05-01-17-32,24,24,0,12,12,0,3,3,0,27,27,0
Delhi multi speciality hospital,11,6,5,Private,2021-05-02-08-20,,,,,,,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",110,100,10,Private,2021-05-02-09-42,11,11,0,23,7,16,3,3,0,14,14,0
"Dharamvir Solanki Hospital, Rohini",13,13,0,Private,2021-05-02-10-27,6,6,0,,,,1,1,0,7,7,0
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",90,90,0,Private,2021-05-01-11-00,10,10,0,,,,2,2,0,12,12,0
Dr Baba Saheb Ambedkar Hospital,370,370,0,Delhi Government,2021-05-02-07-37,53,53,0,,,,30,30,0,83,83,0
Dr Rakesh Multispeciality Hospital,15,11,4,Private,2021-05-02-09-21,5,5,0,,,,1,1,0,6,6,0
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",30,30,0,Private,2021-04-30-17-47,,,,,,,,,,,,
East Delhi Medical Centre Mansarover Park,40,36,4,Private,2021-05-02-00-47,10,10,0,,,,,,,10,10,0
Ekansh Hospital,8,5,3,Private,2021-05-01-17-49,,,,,,,,,,,,
ESIC Hospital Jhilmil,60,60,0,Central Government,2021-04-28-14-56,,,,,,,5,5,0,5,5,0
ESIC hospital Okhla,230,230,0,Central Government,2021-05-01-12-35,,,,,,,10,10,0,10,10,0
"Fortis Escorts Heart Institute, Okhla",112,112,0,Private,2021-05-02-08-08,55,55,0,16,11,5,5,5,0,60,60,0
"Fortis Hospital, Shalimar Bagh",230,230,0,Private,2021-05-02-10-03,33,33,0,8,8,0,27,27,0,60,60,0
"Fortis SS Hospital, Vasant Kunj",106,106,0,Private,2021-05-02-08-40,28,28,0,,,,4,4,0,32,32,0
"Gandhi Nursing Home, Uttam Nagar",99,99,0,Private,2021-05-02-08-11,29,29,0,8,8,0,1,1,0,30,30,0
"Garg Hospital, Karkardooma",36,36,0,Private,2021-05-02-07-34,4,4,0,4,4,0,,,,4,4,0
"Goyal Hospital & Urology Centre, Krishna Nagar",70,70,0,Private,2021-05-02-09-07,12,12,0,8,8,0,5,5,0,17,17,0
"Goyal Hospital, Paschim Vihar",21,21,0,Private,2021-05-02-09-51,7,7,0,,,,,,,7,7,0
GTB Hospital,750,750,0,Delhi Government,2021-05-01-12-37,272,272,0,,,,128,128,0,400,400,0
"Gupta Multispecialty Hospital, Vivek Vihar",50,50,0,Private,2021-05-02-10-21,6,6,0,,,,,,,6,6,0
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,44,154,Delhi Government,2021-05-02-10-34,,,,,,,,,,,,
"HAHC Hospital, Hamdard Nagar",376,124,252,Private,2021-05-02-04-16,21,21,0,6,2,4,8,8,0,29,29,0
HANDA NURSING HOME,12,12,0,Private,2021-05-02-08-11,,,,,,,,,,,,
Hardik Hospital,10,0,10,Private,2021-04-30-20-25,,,,,,,,,,,,
"Holy Family Hospital, Okhla",385,385,0,Private,2021-05-02-09-41,16,16,0,18,18,0,38,38,0,54,54,0
"IBS Hospital, Lajpat Nagar",39,39,0,Private,2021-05-01-15-51,10,10,0,,,,3,3,0,13,13,0
"Indian spinal injury centre,Vasant Kunj",194,194,0,Private,2021-05-02-09-22,10,10,0,9,3,6,4,4,0,14,14,0
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",465,465,0,Private,2021-05-02-08-14,88,88,0,81,81,0,12,12,0,100,100,0
"Irene Hospital, Kalkaji",34,34,0,Private,2021-05-01-12-05,3,3,0,,,,2,2,0,5,5,0
"Ishan Hospital, Rohini",16,16,0,Private,2021-05-02-09-55,5,5,0,,,,,,,5,5,0
"Jain Hospital, Vikas Marg Extn.",42,42,0,Private,2021-05-01-10-55,13,13,0,2,2,0,,,,13,13,0
"Jaipur Golden Hospital, Rohini",220,220,0,Private,2021-05-02-07-51,59,59,0,10,10,0,6,6,0,65,65,0
Janakpuri Super Speciality Hospital Society,15,15,0,Delhi Government,2021-05-02-10-06,15,15,0,,,,,,,15,15,0
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",60,58,2,Private,2021-05-02-09-01,8,8,0,,,,2,2,0,10,10,0
"Jeewan Mala Hospital, Rohtak Road",60,60,0,Private,2021-05-01-16-37,12,12,0,4,4,0,8,8,0,20,20,0
"Jeewan Moti Khera Hospital, Nangloi",30,12,18,Private,2021-05-01-18-02,3,3,0,,,,1,1,0,4,4,0
"Jeewan Nursing Home, Gate No. 2",20,20,0,Private,2021-05-01-12-20,,,,2,2,0,1,1,0,,,
"Jeewan Nursing Home, Pusa Road",37,37,0,Private,2021-05-01-12-12,7,7,0,7,7,0,,,,7,7,0
K K Surgical & Maternity Centre,40,0,40,Private,2021-05-01-11-15,,,,,,,,,,,,
"Kalra Hospital, Dwarka",30,18,12,Private,2021-05-01-16-31,,,,6,6,0,,,,,,
"Kalra Hospital, Kirti Nagar",93,93,0,Private,2021-05-02-06-16,29,29,0,29,29,0,3,3,0,32,32,0
"Kapil Multispecialty Hospital, Nathupura",30,30,0,Private,2021-05-02-08-52,3,3,0,,,,1,1,0,4,4,0
Khandelwal Hospital And Urology Center,30,28,2,Private,2021-05-02-08-23,6,6,0,,,,,,,6,6,0
"Konark Hospital, Nangloi",43,26,17,Private,2021-05-01-19-52,,,,16,15,1,1,1,0,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,26,0,Private,2021-05-02-08-57,6,6,0,,,,,,,6,6,0
"Kukreja Hospital and Heart Centre, Rajouri Garden",146,91,55,Private,2021-05-02-06-43,26,26,0,20,20,0,,,,26,26,0
"Kukreja Hospital, Mayur Vihar",27,27,0,Private,2021-05-02-07-31,5,5,0,,,,,,,5,5,0
"Lalita Hospital, Begumpur",40,40,0,Private,2021-05-01-12-41,3,3,0,,,,1,1,0,4,4,0
LHMC,370,307,63,Central Government,2021-05-01-10-13,32,32,0,27,24,3,16,16,0,48,48,0
Life RAYS HOSPITAL,12,0,12,Private,2021-05-02-08-56,,,,,,,,,,,,
Lok Nayak Hospital,1500,1500,0,Delhi Government,2021-05-01-13-03,200,200,0,,,,200,200,0,400,400,0
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,27,44,Private,2021-04-30-14-11,24,19,5,26,14,12,2,2,0,26,21,5
Maha Durga Charitable Trust Hospital,130,130,0,Private,2021-05-02-08-38,24,24,0,6,0,6,6,6,0,30,30,0
"Maharaja Agarsain Multispecialty Hospital, Narela",30,20,10,Private,2021-05-01-17-31,3,3,0,,,,1,1,0,4,4,0
"Maharaja Agrasen Hospital, Dwarka",35,35,0,Private,2021-05-02-09-48,10,10,0,3,3,0,2,2,0,12,12,0
"Maharaja Agrasen Hospital, Punjabi Bagh",250,250,0,Private,2021-05-02-08-25,64,64,0,20,20,0,8,8,0,72,72,0
Makkar Multispeciality Hospital,44,44,0,Private,2021-05-01-10-15,11,11,0,,,,,,,11,11,0
Malik Radix Hospital,47,47,0,Private,2021-05-02-08-20,13,13,0,,,,1,1,0,14,14,0
"MANIPAL HOSPITAL, DWARKA",256,256,0,Private,2021-05-02-09-44,26,26,0,20,20,0,14,14,0,40,40,0
"Mansaram Hospital, Nangloi",42,27,15,Private,2021-05-02-09-33,9,9,0,,,,1,1,0,10,10,0
"Mata Chanan Devi Hospital, Janakpuri",200,200,0,Private,2021-05-02-07-49,39,39,0,,,,9,9,0,48,48,0
"Mata Roop Rani Maggo Hospital, Uttam Nagar",80,80,0,Private,2021-05-02-09-49,9,9,0,,,,7,7,0,16,16,0
Max East/West Block,255,219,36,Private,2021-05-02-07-59,40,40,0,12,12,0,8,8,0,48,48,0
"Max Smart Gujarmal Modi hospital ,Saket",250,216,34,Private,2021-05-02-07-52,,,,,,,50,50,0,50,50,0
"MAX SS HOSPITAL, PATPARGANJ",200,200,0,Private,2021-05-01-16-40,52,52,0,18,18,0,20,20,0,72,72,0
"Max SS Hospital, Shalimar Bagh",200,200,0,Private,2021-05-02-10-31,30,30,0,,,,30,30,0,60,60,0
"Medeor Hospital, Qutab Instl. Area",55,39,16,Private,2021-05-02-07-52,8,8,0,8,2,6,4,4,0,12,12,0
"Medstar Hospital, Paschim Vihar",32,32,0,Private,2021-05-02-08-00,13,13,0,,,,1,1,0,14,14,0
"Metro Hospital, Lajpat Nagar",33,33,0,Private,2021-05-02-06-55,14,14,0,,,,,,,14,14,0
"Metro Hospital, Preet Vihar",110,110,0,Private,2021-05-02-08-49,18,18,0,16,16,0,4,4,0,22,22,0
"MGS Hospital, Punjabi Bagh",88,88,0,Private,2021-05-02-05-56,40,40,0,,,,7,7,0,47,47,0
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",157,157,0,Private,2021-05-01-12-20,18,18,0,9,9,0,12,12,0,30,30,0
"National Heart Institute, East of Kailash",104,104,0,Private,2021-05-02-06-51,30,30,0,12,12,0,2,2,0,32,32,0
"Navjeevan Hospital, Pitampura",80,80,0,Private,2021-05-02-08-12,5,5,0,,,,4,4,0,9,9,0
Nestiva Hospital,20,20,0,Private,2021-05-02-07-09,2,2,0,,,,2,2,0,4,4,0
Nidaan Hospital,20,16,4,Private,2021-05-02-02-00,5,5,0,,,,2,2,0,7,7,0
Nirmala Hospital,21,21,0,Private,2021-05-02-10-13,2,2,0,,,,1,1,0,3,3,0
"NKS Hospital, Gulabi Bagh",27,27,0,Private,2021-05-01-21-21,6,6,0,,,,,,,6,6,0
Northern Railway,200,200,0,Central Government,2021-05-02-07-28,,,,12,11,1,18,18,0,18,18,0
Oncoplus Hospital,40,40,0,Private,2021-05-02-10-23,15,15,0,,,,5,5,0,20,20,0
"Panchsheel Hospital, Yamuna Vihar",32,32,0,Private,2021-05-02-06-52,8,8,0,,,,,,,8,8,0
"Park Hospital, Meera Bagh",110,62,48,Private,2021-05-02-07-46,35,35,0,10,10,0,5,5,0,40,40,0
"PGH Hospital, Vikas Nagar",44,16,28,Private,2021-05-01-14-31,5,5,0,2,0,2,2,2,0,7,7,0
"Primus Super Specialty Hospital, Chanakyapuri",111,111,0,Private,2021-05-02-08-28,34,34,0,21,9,12,2,2,0,36,36,0
Pt.RRM Hospital,15,13,2,Private,2021-05-01-14-15,2,2,0,12,11,1,1,1,0,3,3,0
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",35,35,0,Private,2021-05-02-08-06,9,9,0,5,3,2,1,1,0,10,10,0
"Pushpawati Singhania Hospital, Saket",168,168,0,Private,2021-05-02-08-27,28,28,0,9,5,4,10,10,0,38,38,0
Rajan Babu Institute of Pulmonary  Medicine and tuberculosis,100,100,0,Delhi Government,2021-05-01-14-22,,,,,,,,,,,,
Rajeev Gandhi Super Speciality Hospital,350,350,0,Delhi Government,2021-05-02-09-26,150,150,0,,,,200,200,0,350,350,0
