name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
AASTHA HOSPITAL,40,40,0,Private,2021-05-02-16-12,8,8,0,2,2,0,2,2,0,10,10,0
Acharyashree Bhikshu Govt. Hospital,108,108,0,Delhi Government,2021-05-02-18-02,13,13,0,,,,,,,13,13,0
AIIMS Jhajjar,542,542,0,Central Government,2021-05-02-18-25,,,,,,,50,50,0,50,50,0
AIIMS Main Delhi,169,116,53,Central Government,2021-05-02-17-55,29,25,4,86,29,57,,,,29,25,4
"AIIMS, Trauma Delhi",294,286,8,Central Government,2021-05-02-17-12,,,,,,,71,68,3,71,68,3
"Akash Healthcare, Dwarka",251,251,0,Private,2021-05-02-16-08,19,19,0,17,17,0,35,35,0,54,54,0
Alshifa Hospital,40,40,0,Private,2021-05-02-19-35,16,16,0,,,,3,3,0,19,19,0
Ambedkar Nagar hospital,300,300,0,Delhi Government,2021-05-03-02-02,20,20,0,,,,,,,20,20,0
"Ansari Hospital, Sagarpur",40,40,0,Private,2021-05-02-16-07,3,3,0,,,,2,2,0,5,5,0
"Apex City Hospital, West Vinod Nagar",28,28,0,Private,2021-05-02-16-27,4,4,0,4,4,0,,,,4,4,0
Ardent Ganpati,41,13,28,Private,2021-05-02-20-15,4,4,0,,,,,,,4,4,0
Arya Hospital,24,24,0,Private,2021-05-02-14-56,8,8,0,,,,2,2,0,10,10,0
"Ayushman Hospital, Dwarka",100,100,0,Private,2021-05-02-18-46,28,28,0,,,,2,2,0,30,30,0
"B.M. Gupta Hospital, Uttam Nagar",70,70,0,Private,2021-05-02-17-26,19,19,0,,,,1,1,0,20,20,0
"Bansal Global Hospital, Jahangirpuri",43,43,0,Private,2021-05-02-07-44,9,9,0,1,0,1,1,1,0,10,10,0
"Bansal Hospital & Research Centre, New Friends Colony",40,40,0,Private,2021-05-02-22-42,8,8,0,2,2,0,2,2,0,10,10,0
Bara Hindurao Hospital,250,250,0,Central Government,2021-05-02-20-48,,,,,,,10,10,0,10,10,0
Base Hospital Delhi Cantt,493,488,5,Central Government,2021-05-02-06-50,,,,,,,50,50,0,50,50,0
Batra Hospital,285,285,0,Private,2021-05-02-10-32,23,23,0,12,12,0,15,15,0,38,38,0
"Bensups Hospital, Dwarka",40,20,20,Private,2021-05-02-19-01,12,12,0,,,,3,3,0,15,15,0
BH SALVAS HOSPITAL,50,16,34,Private,2021-05-01-22-31,12,12,0,,,,1,1,0,13,13,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,81,0,Private,2021-05-02-16-18,23,23,0,,,,5,5,0,28,28,0
"Bhagwan Mahavir Hospital, Madhuban Chowk",45,45,0,Private,2021-05-02-08-18,10,10,0,,,,1,1,0,11,11,0
"Bhagwati Hospital, Rohini",105,90,15,Private,2021-05-02-18-02,13,13,0,,,,2,2,0,15,15,0
"Bhatia Global Hospital, Paschim Vihar",35,35,0,Private,2021-05-02-20-37,6,6,0,,,,,,,6,6,0
Bimla Devi Hospital,27,25,2,Private,2021-05-02-16-32,,,,6,3,3,,,,,,
"BLK Hospital, Pusa Road",270,252,18,Private,2021-05-02-23-48,68,68,0,69,52,17,7,7,0,75,75,0
"Brahm Shakti Hospital, Budh Vihar",80,80,0,Private,2021-05-02-08-17,10,10,0,,,,1,1,0,11,11,0
Burari Hospital,370,370,0,Delhi Government,2021-05-02-17-51,40,40,0,,,,30,30,0,70,70,0
C M PATEL HOSPITAL,15,15,0,Private,2021-05-01-17-01,,,,,,,,,,,,
CBR Hospital,25,13,12,Private,2021-05-01-12-15,2,2,0,,,,1,1,0,3,3,0
"CD Global Hospital, Najafgarh Road",40,38,2,Private,2021-05-02-12-46,5,5,0,,,,1,1,0,6,6,0
Cronus Multi speciality Hospital,12,12,0,Private,2021-05-02-17-30,2,2,0,,,,,,,2,2,0
"Cygnus MLS, Rama Vihar",33,33,0,Private,2021-05-02-10-37,10,10,0,,,,2,2,0,12,12,0
"Cygnus Sonia Hospital, Nangloi",68,68,0,Private,2021-05-03-03-18,26,26,0,18,18,0,5,5,0,31,31,0
Deen Dayal Upadhyay hospital,300,300,0,Delhi Government,2021-05-03-01-23,130,130,0,33,22,11,50,50,0,180,180,0
Deep Chand Bandhu,230,230,0,Delhi Government,2021-05-02-22-13,67,67,0,,,,14,14,0,81,81,0
Delhi global hospital,14,4,10,Private,2021-05-01-15-05,,,,,,,,,,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,73,0,Private,2021-05-02-11-21,24,24,0,12,12,0,3,3,0,27,27,0
