name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,18,4,Private,2021-05-15-15-13,3,3,0,2,2,0,5,5,0,0,8,,,
AASTHA HOSPITAL,40,36,4,Private,2021-05-16-07-21,8,7,1,2,2,0,10,9,1,0,7,2,2,0
Acharyashree Bhikshu Govt. Hospital,150,46,104,Delhi Government,2021-05-16-08-06,16,16,0,9,9,0,25,25,0,0,18,,,
AIIMS Jhajjar,400,280,120,Central Government,2021-05-15-18-35,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,185,117,Central Government,2021-05-15-17-51,29,29,0,43,35,8,72,64,8,0,11,72,41,31
"AIIMS, Trauma Delhi",294,270,24,Central Government,2021-05-16-05-58,,,,71,69,2,71,69,2,,,,,
"Akash Healthcare, Dwarka",261,261,0,Private,2021-05-16-07-49,14,14,0,40,40,0,54,54,0,0,11,17,17,0
Alshifa Hospital,50,50,0,Private,2021-05-15-16-00,16,16,0,3,3,0,19,19,0,1,7,,,
AMAR LEELA HOSPITAL PVT LTD,30,18,12,Private,2021-05-15-10-57,,,,,,,,,,1,12,8,5,3
Ambedkar Nagar hospital,400,100,300,Delhi Government,2021-05-16-06-59,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,8,2,Private,2021-05-16-07-23,1,1,0,,,,1,1,0,0,21,,,
"Ansari Hospital, Sagarpur",40,27,13,Private,2021-05-16-08-05,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,20,8,Private,2021-05-16-06-27,4,4,0,,,,4,4,0,0,3,4,4,0
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-16-08-31,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,8,23,Private,2021-05-15-19-04,7,5,2,,,,7,5,2,,,,,
ARK Hospital,30,4,26,Private,2021-05-15-12-49,5,4,1,,,,5,4,1,1,4,20,0,20
Arogya Hospital,30,21,9,Private,2021-05-15-10-24,10,9,1,,,,10,9,1,0,21,,,
Arya Hospital,24,20,4,Private,2021-05-15-10-36,8,8,0,2,2,0,10,10,0,0,10,,,
Ashray Medical Centre,12,3,9,Private,2021-05-15-11-20,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-15-09-42,,,,,,,,,,4,0,,,
