name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-03-21-11-34,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-03-21-11-06,,,,1,0,1,2,0,5,2,3,1,0,1
Ace Hospital,6,0,6,Private,2021-03-21-08-30,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-03-21-08-52,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,11,1,10,Central Government,2021-03-21-17-30,,,,,,,6,7,108,70,38,,,
"AIIMS, Trauma Delhi",21,0,21,Central Government,2021-03-21-17-00,,,,21,0,21,,,,,,21,0,21
"Akash Healthcare, Dwarka",20,1,19,Private,2021-03-21-17-13,3,0,3,5,0,5,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-03-21-10-17,3,0,3,5,0,5,4,0,11,4,7,2,0,2
Ambedkar Nagar hospital,200,1,199,Delhi Government,2021-03-22-04-33,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-03-21-09-41,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-03-21-19-54,5,0,5,5,0,5,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-03-21-09-47,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-03-21-09-43,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-03-21-12-55,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-03-21-11-49,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-03-21-02-19,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-03-22-05-06,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-03-21-10-36,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-03-21-07-04,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-03-21-10-14,,,,14,0,14,5,8,8,6,2,14,0,14
Base Hospital Delhi Cantt,500,9,491,Central Government,2021-03-21-06-47,,,,50,5,45,2,12,,,,50,5,45
Batra Hospital,50,0,50,Private,2021-03-21-12-14,9,0,9,11,0,11,0,23,99,39,60,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-03-21-10-40,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-03-21-10-25,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,0,34,Private,2021-03-21-16-04,6,0,6,7,0,7,2,15,3,3,0,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-21-09-24,1,0,1,1,0,1,0,20,10,2,8,,,
"Bhagwati Hospital, Rohini",10,0,10,Private,2021-03-21-16-37,2,0,2,3,0,3,0,10,17,13,4,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-03-21-17-52,1,0,1,1,0,1,6,12,5,5,0,,,
Bimla Devi Hospital,10,0,10,Private,2021-03-21-12-03,,,,,,,4,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,0,47,Private,2021-03-22-03-31,9,0,9,12,0,12,3,0,106,102,4,3,0,3
"Brahm Shakti Hospital, Budh Vihar",40,0,40,Private,2021-03-20-12-05,4,0,4,5,0,5,2,12,7,5,2,1,0,1
Burari Hospital,600,1,599,Delhi Government,2021-03-21-07-44,70,1,69,100,1,99,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-03-21-00-57,,,,,,,2,23,,,,,,
