name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,25,0,25,Private,2021-07-15-11-29,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,40,0,40,Private,2021-07-15-16-13,8,0,8,2,0,2,10,0,10,,,2,2,0
Ace Hospital,30,0,30,Private,2021-07-15-15-42,4,0,4,,,,4,0,4,,,26,0,26
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-07-15-16-04,,,,5,0,5,5,0,5,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-07-15-12-24,,,,,,,,,,7,0,,,
AIIMS Jhajjar,400,35,365,Central Government,2021-07-15-09-59,,,,100,35,65,100,35,65,0,23,,,
AIIMS Main Delhi,13,0,13,Central Government,2021-07-15-16-40,,,,,,,,,,3,14,92,72,20
"AIIMS, Trauma Delhi",294,44,250,Central Government,2021-07-15-16-56,,,,71,20,51,71,20,51,,,,,
"Akash Healthcare, Dwarka",133,4,129,Private,2021-07-15-17-27,14,4,10,40,0,40,54,4,50,0,11,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-07-15-09-25,,,,,,,,,,7,0,,,
Alshifa Hospital,49,0,49,Private,2021-07-15-10-07,23,0,23,4,0,4,27,0,27,5,0,,,
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-15-16-34,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-07-15-16-46,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-07-15-14-51,3,0,3,2,0,2,5,0,5,1,23,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-07-15-13-05,4,0,4,,,,4,0,4,1,2,,,
Ardent Ganpati,31,0,31,Private,2021-07-15-13-34,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-07-15-10-00,5,0,5,,,,5,0,5,0,6,,,
Arogya Hospital,6,0,6,Private,2021-07-15-10-50,6,0,6,,,,6,0,6,0,23,4,3,1
Arya Hospital,24,0,24,Private,2021-07-15-10-59,8,0,8,2,0,2,10,0,10,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-07-15-11-33,2,0,2,,,,2,0,2,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-07-15-08-58,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-07-15-10-38,,,,,,,,,,2,18,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-07-15-09-52,18,0,18,2,0,2,20,0,20,0,23,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-07-15-16-00,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-07-15-08-10,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-07-15-08-35,9,0,9,1,0,1,10,0,10,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",5,0,5,Private,2021-07-15-14-50,5,0,5,,,,5,0,5,2,0,5,0,5
Bara Hindurao Hospital,250,6,244,Central Government,2021-07-15-09-48,,,,10,0,10,10,0,10,14,12,4,0,4
