name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,25,0,25,Private,2021-08-03-10-29,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,40,0,40,Private,2021-08-03-17-21,8,0,8,2,0,2,10,0,10,,,2,2,0
Ace Hospital,30,0,30,Private,2021-08-03-12-16,4,0,4,,,,4,0,4,,,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-08-03-15-53,,,,5,0,5,5,0,5,10,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-08-03-10-49,,,,,,,,,,7,0,,,
AIIMS Jhajjar,400,5,395,Central Government,2021-08-03-07-30,,,,100,5,95,100,5,95,0,23,,,
AIIMS Main Delhi,13,0,13,Central Government,2021-08-03-16-46,,,,,,,,,,2,21,92,76,16
"AIIMS, Trauma Delhi",294,21,273,Central Government,2021-08-03-16-35,,,,71,15,56,71,15,56,,,,,
"Akash Healthcare, Dwarka",60,0,60,Private,2021-08-03-17-06,30,0,30,10,0,10,40,0,40,0,16,28,0,28
All India Institute of Ayurveda,47,0,47, ,2021-08-03-10-27,,,,,,,,,,7,0,,,
Alshifa Hospital,20,0,20,Private,2021-08-03-11-16,5,0,5,4,0,4,9,0,9,12,0,10,4,6
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-08-03-16-59,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-08-03-16-49,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-08-03-14-40,3,0,3,2,0,2,5,0,5,1,23,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-08-03-11-39,4,0,4,,,,4,0,4,1,0,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-08-03-09-55,5,0,5,,,,5,0,5,0,6,,,
Arogya Hospital,6,0,6,Private,2021-08-03-12-34,6,0,6,,,,6,0,6,0,23,4,3,1
Arya Hospital,24,0,24,Private,2021-08-03-09-53,8,0,8,2,0,2,10,0,10,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-08-03-11-07,2,0,2,,,,2,0,2,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-08-03-09-26,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-08-03-10-18,,,,,,,,,,2,18,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-08-03-08-44,18,0,18,2,0,2,20,0,20,0,23,20,16,4
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-08-03-16-47,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-08-03-08-03,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-08-03-07-57,9,0,9,1,0,1,10,0,10,0,7,1,0,1
Bara Hindurao Hospital,250,4,246,Central Government,2021-08-03-10-03,,,,14,0,14,14,0,14,2,14,4,4,0
Base Hospital Delhi Cantt,500,22,478,Central Government,2021-08-03-06-40,,,,50,3,47,50,3,47,2,12,,,
Batra Hospital,148,0,148,Private,2021-08-03-10-29,3,0,3,5,0,5,8,0,8,0,23,52,42,10
"Bensups Hospital, Dwarka",30,0,30,Private,2021-08-03-07-23,12,0,12,3,0,3,15,0,15,5,10,,,
BH SALVAS HOSPITAL,10,0,10,Private,2021-08-03-09-09,2,0,2,1,0,1,3,0,3,0,20,10,0,10
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-08-03-17-06,13,0,13,2,0,2,15,0,15,0,10,,,
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-08-03-17-15,1,0,1,,,,1,0,1,6,12,5,3,2
Bimla Devi Hospital,10,0,10,Private,2021-08-03-10-24,6,0,6,,,,6,0,6,4,0,4,0,4
"BLK Hospital, Pusa Road",140,3,137,Private,2021-08-03-15-30,21,3,18,7,0,7,28,3,25,4,0,90,83,7
"Brahm Shakti Hospital, Budh Vihar",30,0,30,Private,2021-08-03-12-19,2,0,2,1,0,1,3,0,3,1,12,10,8,2
Burari Hospital,300,2,298,Delhi Government,2021-08-03-16-51,70,2,68,30,0,30,100,2,98,7,12,,,
C M PATEL HOSPITAL,15,0,15,Private,2021-08-03-10-29,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,7,0,,,
CBR Hospital,25,10,15,Private,2021-08-03-11-50,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-08-03-14-26,5,0,5,1,0,1,6,0,6,1,20,3,0,3
Central Hospital,16,0,16,Private,2021-08-03-15-33,,,,4,0,4,4,0,4,0,3,4,4,0
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-08-03-08-59,,,,,,,,,,27,13,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,2,594,Delhi Government,2021-08-03-09-54,,,,,,,,,,2,20,,,
covid care center-Sultanpuri,1200,1,1199,Delhi Government,2021-08-03-09-19,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,0,50,Delhi Government,2021-08-03-09-39,,,,,,,,,,5,23,,,
Covid Care Center Narela,50,0,50,Delhi Government,2021-08-03-07-47,,,,,,,,,,,,,,
"Cygnus MLS, Rama Vihar",27,0,27,Private,2021-08-03-17-07,,,,5,0,5,5,0,5,1,15,19,7,12
"Cygnus Sonia Hospital, Nangloi",21,0,21,Private,2021-08-03-17-21,4,0,4,1,0,1,5,0,5,0,17,18,10,8
Deen Dayal Upadhyay hospital,100,8,92,Delhi Government,2021-08-03-15-58,,,,25,6,19,25,6,19,0,20,43,0,43
Deep Chand Bandhu,100,1,99,Delhi Government,2021-08-03-16-30,5,0,5,20,0,20,25,0,25,3,9,10,4,6
Delhi global hospital,3,0,3,Private,2021-08-03-08-57,3,0,3,,,,3,0,3,1,23,4,1,3
Delhi Golden Hospital,15,0,15,Private,2021-08-03-15-35,,,,,,,,,,,,,,
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-08-03-12-12,3,0,3,2,0,2,5,0,5,3,3,34,16,18
Delhi multi speciality hospital,2,0,2,Private,2021-08-03-08-25,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",103,0,103,Private,2021-08-03-16-22,13,0,13,5,0,5,18,0,18,1,8,5,5,0
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-08-03-14-06,4,0,4,1,0,1,5,0,5,0,23,5,2,3
Divine Multispeciality Hospital and Cancer Centre,18,0,18,Private,2021-08-03-10-58,14,0,14,,,,14,0,14,4,22,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,0,20,Private,2021-08-03-08-57,,,,2,0,2,2,0,2,1,20,8,8,0
