name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-11-10-09-51,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-11-10-17-15,1,0,1,1,0,1,2,0,5,2,3,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-11-10-12-34,,,,5,0,5,12,0,,,,5,0,5
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-11-10-11-48,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
"AIIMS, Trauma Delhi",94,2,92,Central Government,2021-11-10-16-34,,,,32,2,30,,,,,,32,2,30
"Akash Healthcare, Dwarka",20,0,20,Private,2021-11-10-17-21,10,0,10,10,0,10,0,16,58,0,58,,,
All India Institute of Ayurveda,10,0,10, ,2021-11-10-09-27,,,,,,,7,0,,,,,,
Alshifa Hospital,18,0,18,Private,2021-11-10-09-01,4,0,4,6,0,6,9,0,11,5,6,2,0,2
Ambedkar Nagar hospital,135,0,135,Delhi Government,2021-11-10-17-01,,,,,,,1,0,,,,,,
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-11-10-09-09,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-11-10-13-33,,,,,,,1,23,5,3,2,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-11-10-09-38,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
ARK Hospital,30,0,30,Private,2021-10-28-08-45,5,0,5,5,0,5,0,6,,,,,,
Arya Hospital,24,0,24,Private,2021-11-10-13-34,8,0,8,10,0,10,,,14,0,14,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-11-10-11-50,,,,,,,1,23,,,,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-11-10-13-38,,,,,,,4,0,,,,,,
Astha Hospital,10,0,10,Private,2021-11-10-09-27,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-11-10-05-42,18,0,18,20,0,20,0,23,20,20,0,2,0,2
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-11-10-13-14,1,0,1,2,0,2,0,23,,,,1,0,1
Balak Ram Hospital,25,0,25,Delhi Government,2021-11-10-12-07,,,,,,,,,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-11-10-08-05,,,,14,0,14,8,6,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,15,485,Central Government,2021-11-10-07-39,,,,50,3,47,2,12,,,,50,3,47
Batra Hospital,50,0,50,Private,2021-11-10-11-04,,,,5,0,5,0,23,60,54,6,5,0,5
"Bensups Hospital, Dwarka",30,0,30,Private,2021-11-10-08-01,12,0,12,15,0,15,5,10,,,,3,0,3
BH SALVAS HOSPITAL,10,0,10,Private,2021-11-10-09-16,2,0,2,3,0,3,0,20,10,0,10,1,0,1
"Bhagwati Hospital, Rohini",10,0,10,Private,2021-11-10-09-27,1,0,1,2,0,2,0,10,18,13,5,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-11-10-14-20,1,0,1,1,0,1,6,12,5,4,1,,,
Bimla Devi Hospital,10,0,10,Private,2021-11-10-07-48,,,,,,,4,0,6,0,6,,,
"BLK Hospital, Pusa Road",44,2,42,Private,2021-11-10-16-58,9,0,9,9,0,9,7,0,90,90,0,,,
"Brahm Shakti Hospital, Budh Vihar",10,0,10,Private,2021-11-10-11-33,,,,1,0,1,2,12,19,4,15,1,0,1
Burari Hospital,200,0,200,Delhi Government,2021-11-10-09-58,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-11-10-10-06,,,,,,,2,23,,,,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,7,0,,,,,,
CBR Hospital,20,0,20,Private,2021-11-10-12-56,3,0,3,3,0,3,,,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-11-10-17-17,5,0,5,6,0,6,1,19,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-11-10-10-35,,,,2,0,2,0,3,6,4,2,2,0,2
Chaudhri Bram Prakash Aurvedic Charak Sansthan,100,0,100,Delhi Government,2021-11-09-09-31,,,,,,,41,0,,,,,,
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-11-10-10-17,,,,,,,27,13,,,,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,0,596,Delhi Government,2021-11-10-09-59,,,,,,,2,13,,,,,,
covid care center-Sultanpuri,1200,0,1200,Delhi Government,2021-11-02-11-34,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,0,50,Delhi Government,2021-11-10-10-11,,,,,,,5,23,,,,,,
Covid Care Center Narela,50,0,50,Delhi Government,2021-11-10-12-46,,,,,,,,,,,,,,
"Cygnus MLS, Rama Vihar",9,0,9,Private,2021-11-10-10-27,,,,1,0,1,2,0,23,6,17,1,0,1
"Cygnus Sonia Hospital, Nangloi",6,0,6,Private,2021-11-10-17-18,5,0,5,6,0,6,0,17,18,11,7,1,0,1
Deen Dayal Upadhyay hospital,100,0,100,Delhi Government,2021-11-10-17-17,,,,25,0,25,0,10,43,43,0,25,0,25
Deep Chand Bandhu,100,0,100,Delhi Government,2021-11-10-16-01,,,,25,0,25,2,20,10,3,7,25,0,25
Delhi global hospital,3,0,3,Private,2021-11-10-08-22,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-11-10-15-47,3,0,3,5,0,5,2,12,34,14,20,2,0,2
Delhi multi speciality hospital,2,0,2,Private,2021-11-10-06-56,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",35,0,35,Private,2021-11-10-16-48,13,0,13,18,0,18,1,8,8,8,0,5,0,5
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-11-10-12-06,4,0,4,5,0,5,0,23,5,0,5,1,0,1
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,0,20,Private,2021-11-10-10-43,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,110,0,110,Delhi Government,2021-11-10-09-35,1,0,1,31,0,31,1,7,24,17,7,30,0,30
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-11-10-09-52,1,0,1,1,0,1,,,,,,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-11-10-11-12,,,,,,,3,10,5,5,0,,,
ESIC hospital Okhla,20,0,20,Central Government,2021-11-10-09-10,,,,2,0,2,6,7,15,6,9,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,0,31,Private,2021-11-10-16-22,5,0,5,8,0,8,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",26,0,26,Private,2021-11-10-10-50,4,0,4,6,0,6,5,23,52,50,2,2,0,2
"Fortis SS Hospital, Vasant Kunj",18,1,17,Private,2021-11-10-16-25,9,1,8,11,1,10,2,23,37,30,7,2,0,2
Galaxy Hospital,8,0,8,Private,2021-11-10-09-23,2,0,2,2,0,2,5,0,1,0,1,,,
"Garg Hospital, Karkardooma",5,0,5,Private,2021-11-10-16-06,,,,,,,7,0,,,,,,
GNS Multispeciality Hospital,6,0,6,Private,2021-07-29-13-47,,,,,,,,,,,,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",8,0,8,Private,2021-11-10-10-54,1,0,1,2,0,2,1,23,10,9,1,1,0,1
"Goyal Hospital, Paschim Vihar",3,0,3,Private,2021-11-10-17-24,,,,,,,0,12,7,3,4,,,
GTB Hospital,600,0,600,Delhi Government,2021-11-10-16-47,410,0,410,550,0,550,4,16,8,8,0,140,0,140
Gupta Multispecialty Hospital,14,0,14,Private,2021-11-10-11-00,,,,,,,2,0,4,0,4,,,
"Gupta Multispecialty Hospital, Vivek Vihar",5,0,5,Private,2021-11-10-09-56,1,0,1,1,0,1,3,23,5,0,5,,,
"HAHC Hospital, Hamdard Nagar",50,0,50,Private,2021-11-10-06-31,1,0,1,4,0,4,1,4,29,14,15,3,0,3
HANDA NURSING HOME,4,0,4,Private,2021-11-10-16-29,,,,,,,1,18,6,0,6,,,
Hardik Hospital,10,0,10,Private,2021-11-10-09-08,4,0,4,4,0,4,1,20,,,,,,
Highland Care Multispeciality Hospital,20,0,20,Private,2021-11-10-09-22,5,0,5,5,0,5,0,15,,,,,,
Hira’s Multispeciality Hospital,2,0,2,Private,2021-11-10-12-12,,,,,,,0,12,,,,,,
"Holy Family Hospital, Okhla",35,0,35,Private,2021-11-10-08-32,,,,14,0,14,0,20,18,0,18,14,0,14
"IBS Hospital, Lajpat Nagar",7,0,7,Private,2021-11-10-08-43,,,,,,,0,6,10,4,6,,,
"Indian spinal injury centre,Vasant Kunj",20,0,20,Private,2021-11-10-13-18,,,,3,0,3,1,6,10,9,1,3,0,3
"Indira Gandhi Hospital, Dwarka",1241,0,1241,Delhi Government,2021-11-10-11-32,85,0,85,330,0,330,5,0,,,,245,0,245
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",72,7,65,Private,2021-11-10-09-08,4,1,3,12,2,10,6,0,149,113,36,8,1,7
"Irene Hospital, Kalkaji",5,0,5,Private,2021-11-10-09-47,,,,1,0,1,1,0,4,0,4,1,0,1
"Ishan Hospital, Rohini",3,0,3,Private,2021-11-10-08-52,,,,,,,0,23,1,0,1,,,
"Jaipur Golden Hospital, Rohini",24,10,14,Private,2021-11-10-01-01,,,,4,0,4,0,16,81,63,18,4,0,4
Janakpuri Super Speciality Hospital Society,100,0,100,Delhi Government,2021-11-10-11-59,50,0,50,50,0,50,5,0,10,10,0,,,
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",10,0,10,Private,2021-11-10-10-50,1,0,1,2,0,2,2,14,,,,1,0,1
"Jeewan Moti Khera Hospital, Nangloi",5,0,5,Private,2021-11-10-15-03,,,,1,0,1,1,23,6,0,6,1,0,1
Jivodaya Hospital,4,0,4,Private,2021-11-10-10-08,,,,,,,1,23,,,,,,
Jyoti Nursing Home,22,0,22,Private,2021-11-10-12-09,,,,,,,1,11,,,,,,
Kalawati Saran Children's Hospital (LHMC),34,17,17,Central Government,2021-11-10-08-21,,,,5,5,0,6,0,35,32,3,5,5,0
"Kalra Hospital, Kirti Nagar",12,0,12,Private,2021-11-10-17-22,2,0,2,3,0,3,1,12,38,38,0,1,0,1
Khandelwal Hospital And Urology Center,5,0,5,Private,2021-11-10-08-28,1,0,1,1,0,1,0,10,4,0,4,,,
khanna hospital,5,0,5,Private,2021-11-10-08-33,1,0,1,2,0,2,0,10,,,,1,0,1
"Konark Hospital, Nangloi",8,0,8,Private,2021-11-10-17-27,3,0,3,3,0,3,5,23,,,,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",5,0,5,Private,2021-11-10-09-25,,,,,,,0,18,8,0,8,,,
"Kukreja Hospital and Heart Centre, Rajouri Garden",12,0,12,Private,2021-11-10-14-21,,,,,,,0,23,32,13,19,,,
"Lalita Hospital, Begumpur",5,0,5,Private,2021-11-10-09-52,1,0,1,2,0,2,,,,,,1,0,1
LHMC,93,52,41,Central Government,2021-11-10-09-06,5,0,5,21,0,21,1,11,27,24,3,16,0,16
Lifeline Hospital,19,0,19,Private,2021-11-10-10-42,2,0,2,4,0,4,10,5,3,1,2,2,0,2
Lok Nayak Hospital,470,5,465,Delhi Government,2021-11-10-12-57,350,5,345,450,5,445,0,20,98,87,11,100,0,100
