name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-13-08-46,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,1,18,Private,2021-01-13-17-23,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Acharyashree Bhikshu Govt. Hospital,150,3,147,Delhi Government,2021-01-13-14-51,,,,30,0,30,12,0,,,,30,0,30
Adarsh Multispeciality Hospital & Trauma Centre,10,3,7,Private,2021-01-13-13-46,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,129,46,83,Central Government,2021-01-13-16-28,,,,44,9,35,2,16,93,82,11,44,9,35
"AIIMS, Trauma Delhi",177,122,55,Central Government,2021-01-13-16-51,,,,41,39,2,,,,,,41,39,2
"Akash Healthcare, Dwarka",79,26,53,Private,2021-01-13-15-27,19,17,2,24,17,7,0,16,44,33,11,5,0,5
Alshifa Hospital,18,5,13,Private,2021-01-13-09-58,4,2,2,6,2,4,7,0,11,2,9,2,0,2
Ambedkar Nagar hospital,300,9,291,Delhi Government,2021-01-13-17-26,40,1,39,50,1,49,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-13-10-10,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,2,18,Private,2021-01-13-09-01,5,1,4,5,1,4,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-13-10-02,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,5,5,0,Private,2021-01-13-11-11,,,,,,,0,21,4,0,4,,,
Arya Hospital,24,0,24,Private,2021-01-13-10-22,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-13-11-15,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-13-10-56,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,15,26,Private,2021-01-13-07-48,8,3,5,10,4,6,0,20,20,20,0,2,1,1
"B.M. Gupta Hospital, Uttam Nagar",40,7,33,Private,2021-01-13-16-13,2,0,2,3,0,3,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,3,17,Private,2021-01-13-10-46,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-01-13-07-28,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,13,237,Central Government,2021-01-13-11-33,,,,14,0,14,4,6,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,231,269,Central Government,2021-01-13-06-54,,,,50,5,45,2,12,,,,50,5,45
Batra Hospital,200,26,174,Private,2021-01-13-10-49,39,11,28,44,11,33,0,23,66,46,20,5,0,5
"Bensups Hospital, Dwarka",20,0,20,Private,2021-01-13-09-26,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,0,22,Private,2021-01-13-11-48,5,0,5,7,0,7,4,20,5,0,5,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,13,21,Private,2021-01-13-16-05,9,4,5,10,4,6,2,17,4,4,0,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",20,2,18,Private,2021-01-13-17-01,5,2,3,5,2,3,0,20,6,0,6,,,
"Bhagwati Hospital, Rohini",40,9,31,Private,2021-01-13-17-09,7,4,3,8,4,4,0,10,10,10,0,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,2,12,Private,2021-01-13-17-15,1,1,0,1,1,0,6,12,5,3,2,,,
Bimla Devi Hospital,10,1,9,Private,2021-01-13-08-15,5,0,5,7,0,7,4,0,7,0,7,2,0,2
"BLK Hospital, Pusa Road",186,58,128,Private,2021-01-13-17-29,42,17,25,47,22,25,5,0,80,74,6,5,5,0
"Brahm Shakti Hospital, Budh Vihar",40,1,39,Private,2021-01-13-10-06,4,0,4,5,0,5,2,12,7,4,3,1,0,1
Burari Hospital,800,38,762,Delhi Government,2021-01-13-15-00,145,2,143,195,3,192,7,12,,,,50,1,49
C M PATEL HOSPITAL,3,2,1,Private,2021-01-13-00-47,,,,,,,2,23,,,,,,
