name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-10-09-32,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,0,19,Private,2021-01-10-22-01,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Acharyashree Bhikshu Govt. Hospital,125,0,125,Delhi Government,2021-01-10-15-29,,,,25,0,25,12,0,,,,25,0,25
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-01-10-10-37,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,84,28,56,Central Government,2021-01-10-16-31,,,,,,,5,12,108,69,39,,,
"AIIMS, Trauma Delhi",103,84,19,Central Government,2021-01-10-16-49,,,,21,19,2,,,,,,21,19,2
"Akash Healthcare, Dwarka",79,19,60,Private,2021-01-10-18-08,14,7,7,24,8,16,0,16,44,31,13,10,1,9
Alshifa Hospital,18,8,10,Private,2021-01-10-10-47,4,3,1,6,3,3,10,0,11,2,9,2,0,2
Ambedkar Nagar hospital,300,7,293,Delhi Government,2021-01-11-05-13,40,2,38,50,2,48,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-10-16-06,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,1,19,Private,2021-01-10-20-25,5,1,4,5,1,4,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-10-10-04,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,8,8,0,Private,2021-01-10-13-21,,,,,,,0,21,4,0,4,,,
Arya Hospital,24,0,24,Private,2021-01-10-09-35,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-10-12-17,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-10-11-04,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,14,27,Private,2021-01-11-05-30,8,2,6,10,3,7,0,20,20,20,0,2,1,1
"B.M. Gupta Hospital, Uttam Nagar",40,7,33,Private,2021-01-11-03-23,2,0,2,3,0,3,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,2,18,Private,2021-01-10-10-03,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-01-10-07-21,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,11,239,Central Government,2021-01-10-11-12,,,,14,0,14,3,15,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,211,289,Central Government,2021-01-10-06-51,,,,50,6,44,2,12,,,,50,6,44
Batra Hospital,200,16,184,Private,2021-01-10-10-23,39,5,34,44,5,39,0,23,66,45,21,5,0,5
"Bensups Hospital, Dwarka",20,0,20,Private,2021-01-10-08-44,7,0,7,10,0,10,5,10,,,,3,0,3
BH SALVAS HOSPITAL,22,0,22,Private,2021-01-10-08-18,5,0,5,7,0,7,4,20,5,0,5,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,7,27,Private,2021-01-10-18-14,3,3,0,4,4,0,2,17,6,6,0,1,1,0
"Bhagwati Hospital, Rohini",40,7,33,Private,2021-01-10-16-25,7,1,6,8,2,6,0,10,10,10,0,1,1,0
"Bhatia Global Hospital, Paschim Vihar",14,1,13,Private,2021-01-10-17-15,1,0,1,1,0,1,6,12,5,2,3,,,
Bimla Devi Hospital,10,1,9,Private,2021-01-10-08-18,,,,,,,4,0,6,0,6,,,
"BLK Hospital, Pusa Road",186,50,136,Private,2021-01-11-05-30,44,15,29,47,15,32,3,0,80,80,0,3,0,3
"Brahm Shakti Hospital, Budh Vihar",40,0,40,Private,2021-01-10-10-47,4,0,4,5,0,5,2,12,7,6,1,1,0,1
Burari Hospital,800,26,774,Delhi Government,2021-01-10-20-13,145,5,140,195,5,190,7,12,,,,50,0,50
C M PATEL HOSPITAL,3,0,3,Private,2021-01-10-11-10,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-01-10-22-07,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,10,6,4,Private,2021-01-11-02-12,2,0,2,4,0,4,0,3,4,4,0,2,0,2
"Cygnus MLS, Rama Vihar",34,5,29,Private,2021-01-11-02-44,8,0,8,9,0,9,15,0,15,6,9,1,0,1
"Cygnus Sonia Hospital, Nangloi",28,4,24,Private,2021-01-11-00-30,7,4,3,8,4,4,0,17,18,12,6,1,0,1
Deen Dayal Upadhyay hospital,150,23,127,Delhi Government,2021-01-11-04-01,50,0,50,100,10,90,3,5,43,43,0,50,10,40
Deep Chand Bandhu,150,27,123,Delhi Government,2021-01-10-23-11,50,0,50,75,0,75,4,15,10,4,6,25,0,25
Delhi global hospital,3,0,3,Private,2021-01-10-06-27,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",42,10,32,Private,2021-01-10-11-37,13,1,12,15,1,14,7,2,24,19,5,2,0,2
Delhi multi speciality hospital,2,0,2,Private,2021-01-10-09-05,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",80,10,70,Private,2021-01-11-04-01,13,3,10,18,3,15,1,8,8,0,8,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,1,20,Private,2021-01-10-09-38,4,1,3,5,1,4,5,23,5,0,5,1,0,1
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",22,3,19,Private,2021-01-10-11-47,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,150,25,125,Delhi Government,2021-01-10-10-12,,,,75,8,67,4,0,24,16,8,75,8,67
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-01-10-11-58,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-01-11-00-03,,,,,,,1,4,,,,,,
East Delhi Medical Centre Mansarover Park,20,3,17,Private,2021-01-10-17-18,2,0,2,2,0,2,2,20,5,1,4,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-01-10-11-54,,,,,,,6,10,5,5,0,,,
ESIC hospital Okhla,48,2,46,Central Government,2021-01-10-21-23,,,,2,0,2,13,0,15,2,13,2,0,2
"Fortis Escorts Heart Institute, Okhla",45,26,19,Private,2021-01-10-16-22,11,6,5,14,6,8,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",65,44,21,Private,2021-01-10-20-35,19,19,0,25,21,4,4,23,33,33,0,6,2,4
"Fortis SS Hospital, Vasant Kunj",64,9,55,Private,2021-01-10-23-32,20,3,17,22,3,19,2,23,33,27,6,2,0,2
Galaxy Hospital,8,1,7,Private,2021-01-10-08-44,2,0,2,2,0,2,5,0,1,0,1,,,
