name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours
AASTHA HOSPITAL,40,40,0,Private,2021-05-08-13-20,8,8,0,2,2,0,2,2,0,10,10,0,0,6
Acharyashree Bhikshu Govt. Hospital,130,70,60,Delhi Government,2021-05-08-12-38,7,7,0,,,,6,6,0,13,13,0,0,12
AIIMS Jhajjar,444,444,0,Central Government,2021-05-08-08-29,,,,,,,100,100,0,100,100,0,0,12
AIIMS Main Delhi,287,198,89,Central Government,2021-05-08-11-45,71,65,6,72,34,38,,,,71,65,6,0,10
"AIIMS, Trauma Delhi",294,288,6,Central Government,2021-05-08-05-55,,,,,,,71,69,2,71,69,2,,
"Akash Healthcare, Dwarka",261,261,0,Private,2021-05-08-13-41,16,16,0,17,17,0,38,38,0,54,54,0,0,6
Alshifa Hospital,40,40,0,Private,2021-05-08-09-17,16,16,0,,,,3,3,0,19,19,0,1,18
Ambedkar Nagar hospital,300,292,8,Delhi Government,2021-05-08-13-04,20,20,0,,,,,,,20,20,0,0,12
Angel Agasta Multispeciality Hospital,10,8,2,Private,2021-05-08-10-34,1,1,0,,,,,,,1,1,0,0,8
"Ansari Hospital, Sagarpur",40,30,10,Private,2021-05-08-14-22,3,3,0,,,,2,2,0,5,5,0,1,0
"Apex City Hospital, West Vinod Nagar",28,28,0,Private,2021-05-08-07-35,4,4,0,4,4,0,,,,4,4,0,28,23
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,1,19,Private,2021-05-08-07-47,,,,,,,3,0,3,3,0,3,1,2
Ardent Ganpati,41,16,25,Private,2021-05-08-13-50,4,4,0,,,,,,,4,4,0,,
Arya Hospital,24,24,0,Private,2021-05-08-08-43,8,8,0,,,,2,2,0,10,10,0,,
Asian Multispeciality Hospital,15,2,13,Private,2021-05-08-14-07,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",118,118,0,Private,2021-05-08-14-05,23,23,0,,,,7,7,0,30,30,0,0,6
"B.M. Gupta Hospital, Uttam Nagar",70,70,0,Private,2021-05-08-11-25,19,19,0,,,,1,1,0,20,20,0,0,9
"Bansal Global Hospital, Jahangirpuri",43,27,16,Private,2021-05-08-07-42,9,9,0,1,0,1,1,1,0,10,10,0,0,7
"Bansal Hospital & Research Centre, New Friends Colony",40,40,0,Private,2021-05-08-07-34,8,8,0,2,2,0,2,2,0,10,10,0,1,1
Bara Hindurao Hospital,250,250,0,Central Government,2021-05-08-09-47,,,,,,,10,10,0,10,10,0,2,0
Base Hospital Delhi Cantt,500,497,3,Central Government,2021-05-08-10-28,,,,,,,50,50,0,50,50,0,1,12
Batra Hospital,260,260,0,Private,2021-05-08-09-36,23,23,0,12,12,0,15,15,0,38,38,0,0,12
"Bensups Hospital, Dwarka",40,35,5,Private,2021-05-08-10-16,12,12,0,,,,3,3,0,15,15,0,0,15
BH SALVAS HOSPITAL,40,12,28,Private,2021-05-08-10-57,7,7,0,5,5,0,1,1,0,8,8,0,0,8
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,81,0,Private,2021-05-08-07-45,23,23,0,,,,5,5,0,28,28,0,1,8
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,40,0,Private,2021-05-08-11-11,10,10,0,,,,1,1,0,11,11,0,0,8
"Bhagwati Hospital, Rohini",105,73,32,Private,2021-05-08-13-40,13,13,0,,,,2,2,0,15,15,0,0,7
"Bhatia Global Hospital, Paschim Vihar",36,35,1,Private,2021-05-08-12-59,8,8,0,,,,,,,8,8,0,0,5
Bimla Devi Hospital,27,24,3,Private,2021-05-08-14-19,,,,6,3,3,,,,,,,1,0
"BLK Hospital, Pusa Road",270,235,35,Private,2021-05-08-14-07,68,68,0,69,52,17,7,7,0,75,75,0,1,10
"Brahm Shakti Hospital, Budh Vihar",80,80,0,Private,2021-05-08-12-55,10,10,0,,,,1,1,0,11,11,0,0,11
Burari Hospital,370,328,42,Delhi Government,2021-05-08-09-46,40,40,0,,,,30,30,0,70,70,0,0,9
C M PATEL HOSPITAL,15,7,8,Private,2021-05-07-17-37,,,,,,,,,,,,,2,23
CBR Hospital,25,18,7,Private,2021-05-07-13-15,2,2,0,,,,1,1,0,3,3,0,1,8
"CD Global Hospital, Najafgarh Road",40,18,22,Private,2021-05-08-14-05,8,8,0,,,,1,1,0,9,9,0,1,0
Cronus Multi speciality Hospital,12,12,0,Private,2021-05-08-12-02,2,2,0,,,,,,,2,2,0,1,5
"Cygnus MLS, Rama Vihar",66,66,0,Private,2021-05-08-10-40,19,19,0,,,,5,5,0,24,24,0,0,3
"Cygnus Sonia Hospital, Nangloi",68,68,0,Private,2021-05-08-13-48,26,26,0,,,,5,5,0,31,31,0,0,4
Deen Dayal Upadhyay hospital,400,382,18,Delhi Government,2021-05-08-13-13,130,130,0,33,22,11,50,50,0,180,180,0,0,11
Deep Chand Bandhu,230,220,10,Delhi Government,2021-05-08-14-00,67,67,0,,,,14,14,0,81,81,0,0,4
Delhi global hospital,14,7,7,Private,2021-05-08-10-58,,,,,,,,,,,,,1,18
"Delhi Heart & Lung Institute, Pachkuian Road",73,73,0,Private,2021-05-08-14-15,24,24,0,12,12,0,3,3,0,27,27,0,,
Delhi multi speciality hospital,11,1,10,Private,2021-05-08-06-18,,,,,,,,,,,,,1,20
"Dharamshila Narayana Hosp., Vasundhra Enclave",159,108,51,Private,2021-05-08-09-38,11,11,0,23,13,10,3,3,0,14,14,0,0,14
"Dharamvir Solanki Hospital, Rohini",23,22,1,Private,2021-05-08-10-27,10,10,0,,,,1,1,0,11,11,0,0,4
Divine Multispeciality Hospital and Cancer Centre,35,27,8,Private,2021-05-08-13-28,23,22,1,,,,7,5,2,30,27,3,0,7
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",90,90,0,Private,2021-05-08-11-19,10,10,0,,,,2,2,0,12,12,0,1,1
Dr Baba Saheb Ambedkar Hospital,370,366,4,Delhi Government,2021-05-08-11-29,150,150,0,,,,50,50,0,200,200,0,0,10
Dr Rakesh Multispeciality Hospital,15,11,4,Private,2021-05-08-11-50,5,5,0,,,,1,1,0,6,6,0,1,0
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",36,31,5,Private,2021-05-08-14-24,,,,,,,,,,,,,0,15
East Delhi Medical Centre Mansarover Park,40,40,0,Private,2021-05-08-10-12,10,10,0,,,,,,,10,10,0,0,6
Ekansh Hospital,8,4,4,Private,2021-05-08-11-24,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,55,48,7,Central Government,2021-05-08-10-17,,,,,,,5,5,0,5,5,0,1,0
ESIC hospital Okhla,233,168,65,Central Government,2021-05-08-13-24,,,,,,,10,10,0,10,10,0,1,4
"Fortis Escorts Heart Institute, Okhla",112,112,0,Private,2021-05-08-14-30,55,55,0,16,11,5,5,5,0,60,60,0,0,8
"Fortis Hospital, Shalimar Bagh",230,223,7,Private,2021-05-08-12-22,33,33,0,8,8,0,27,27,0,60,60,0,0,7
"Fortis SS Hospital, Vasant Kunj",106,106,0,Private,2021-05-08-10-21,8,8,0,,,,12,12,0,20,20,0,1,23
"Gandhi Nursing Home, Uttam Nagar",93,93,0,Private,2021-05-08-08-42,35,35,0,8,6,2,1,1,0,36,36,0,1,6
"Garg Hospital, Karkardooma",36,20,16,Private,2021-05-08-14-06,4,2,2,,,,,,,4,2,2,0,7
"Goyal Hospital & Urology Centre, Krishna Nagar",70,70,0,Private,2021-05-08-12-45,12,12,0,8,8,0,5,5,0,17,17,0,1,20
"Goyal Hospital, Paschim Vihar",24,24,0,Private,2021-05-08-11-57,7,7,0,,,,,,,7,7,0,0,4
GTB Hospital,750,689,61,Delhi Government,2021-05-08-12-40,272,272,0,,,,128,128,0,400,400,0,0,13
"Gupta Multispecialty Hospital, Vivek Vihar",50,50,0,Private,2021-05-08-10-13,6,6,0,,,,,,,6,6,0,0,8
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,37,161,Delhi Government,2021-05-08-09-37,,,,,,,,,,,,,2,12
"HAHC Hospital, Hamdard Nagar",376,92,284,Private,2021-05-08-14-03,19,19,0,6,2,4,10,10,0,29,29,0,0,12
HANDA NURSING HOME,12,12,0,Private,2021-05-08-08-54,,,,,,,,,,,,,0,10
Hardik Hospital,10,6,4,Private,2021-05-05-12-04,4,4,0,,,,,,,4,4,0,1,1
Highland Care Multispeciality Hospital,30,21,9,Private,2021-05-08-08-56,5,5,0,,,,1,1,0,6,6,0,,
Hira’s Multispeciality Hospital,15,3,12,Private,2021-05-08-11-34,,,,,,,,,,,,,0,6
"Holy Family Hospital, Okhla",385,385,0,Private,2021-05-08-09-07,10,10,0,18,18,0,44,44,0,54,54,0,0,5
"IBS Hospital, Lajpat Nagar",39,34,5,Private,2021-05-08-14-03,10,10,0,,,,3,3,0,13,13,0,0,4
"Indian spinal injury centre,Vasant Kunj",175,175,0,Private,2021-05-08-13-44,10,10,0,9,4,5,4,4,0,14,14,0,0,4
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",470,470,0,Private,2021-05-08-12-43,88,88,0,81,81,0,12,12,0,100,100,0,0,18
"Irene Hospital, Kalkaji",35,35,0,Private,2021-05-08-12-04,5,5,0,,,,2,2,0,7,7,0,0,6
"Ishan Hospital, Rohini",13,13,0,Private,2021-05-08-13-57,5,5,0,,,,,,,5,5,0,0,10
"Jain Hospital, Vikas Marg Extn.",42,40,2,Private,2021-05-08-14-20,13,13,0,2,2,0,,,,13,13,0,0,8
"Jaipur Golden Hospital, Rohini",220,220,0,Private,2021-05-08-13-24,59,59,0,10,10,0,6,6,0,65,65,0,1,0
Janakpuri Super Speciality Hospital Society,19,19,0,Delhi Government,2021-05-08-13-02,18,18,0,,,,,,,18,18,0,1,9
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",50,50,0,Private,2021-05-08-07-55,8,8,0,,,,2,2,0,10,10,0,0,10
"Jeewan Mala Hospital, Rohtak Road",60,60,0,Private,2021-05-08-14-19,28,28,0,6,6,0,8,8,0,36,36,0,0,7
"Jeewan Moti Khera Hospital, Nangloi",30,13,17,Private,2021-05-08-11-57,3,3,0,,,,1,1,0,4,4,0,1,23
"Jeewan Nursing Home, Pusa Road",37,34,3,Private,2021-05-08-14-22,7,7,0,7,7,0,,,,7,7,0,0,6
K K Surgical & Maternity Centre,40,0,40,Private,2021-05-08-10-39,,,,,,,,,,,,,,
"Kalra Hospital, Dwarka",30,25,5,Private,2021-05-07-20-56,,,,6,0,6,,,,,,,0,2
"Kalra Hospital, Kirti Nagar",93,93,0,Private,2021-05-08-13-12,29,29,0,29,29,0,3,3,0,32,32,0,0,12
Kalyani Hospital,35,35,0,Private,2021-05-08-13-37,8,8,0,,,,1,1,0,9,9,0,1,7
"Kapil Multispecialty Hospital, Nathupura",40,36,4,Private,2021-05-08-13-30,3,3,0,,,,1,1,0,4,4,0,1,0
Khandelwal Hospital And Urology Center,30,29,1,Private,2021-05-08-13-31,6,6,0,,,,,,,6,6,0,0,6
"Konark Hospital, Nangloi",43,23,20,Private,2021-05-08-13-56,,,,16,16,0,,,,,,,1,4
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,23,3,Private,2021-05-08-12-37,6,6,0,,,,,,,6,6,0,0,5
"Kukreja Hospital and Heart Centre, Rajouri Garden",96,71,25,Private,2021-05-08-13-55,26,26,0,10,10,0,,,,26,26,0,0,16
"Kukreja Hospital, Mayur Vihar",27,22,5,Private,2021-05-08-07-55,5,5,0,,,,,,,5,5,0,0,3
"Lalita Hospital, Begumpur",40,39,1,Private,2021-05-08-10-42,3,3,0,,,,1,1,0,4,4,0,,
LHMC,370,316,54,Central Government,2021-05-08-09-58,34,34,0,27,23,4,16,16,0,50,50,0,0,16
